店名,住所,電話番号,予約・お問い合わせ
正月屋（しょうがつや）,福島県郡山市桑野2-7-15 ,-,-
ホルモン韓国料理 きるとん,福島県郡山市大町1-4-284 フタバビル　１Ｆ,-,024-935-8129
なには,福島県郡山市朝日2-19-12 ,-,024-933-6666
げんき,福島県郡山市開成4-29-2 ,-,024-931-0701
元祖豚丼屋 TONTON 郡山店（トントン）,福島県郡山市日和田町字植初10-1 ,-,024-973-7995
平亀（ひらき）,福島県郡山市中町9-8 ,-,024-934-5220
れすとらん四六時中 日和田店,福島県郡山市日和田町字小原1 ショッピングモールフェスタ店 1F,-,不明の為情報お待ちしております
十割そば会 郡山本店,福島県郡山市咲田一丁目23 ,-,-
味世（みせい）,福島県郡山市安積3-301 ,-,-
小麦っ子,福島県郡山市安積北井1-74 ,-,024-945-7065
和風レストラン まるまつ 郡山インター店,福島県郡山市富田町池ノ上29-1 ,-,024-951-7788
こばやし,福島県郡山市喜久田町堀之内字古町4-3 ,-,024-959-5355
ロイヤルホスト イオンタウン郡山店,福島県郡山市松木町2-88 イオンタウン郡山,-,-
乃が美 はなれ 福島郡山店,福島県郡山市本町1-21-9 ,-,024-953-3885
丸亀製麺 イオンタウン郡山店,福島県郡山市松木町2-88 イオンタウン郡山 1F,-,-
お花食堂,福島県郡山市大槻町字御花畑58 ,-,-
蔵小町,福島県郡山市燧田195 エスパル郡山店 1Ｆ　FOOD BAZAAR内,-,-
飯馳停,福島県郡山市日和田町字植初24-4 ,-,024-958-2856
蘭々亭,福島県郡山市本町2-20-1 ,-,-
石窯パン工房 パンテラス 郡山店（石窯パン工房 Panterrace）,福島県郡山市安積町日出山1-132 1F,-,-
果琳 イオンタウン郡山店（Karin）,福島県郡山市松木町2-88 イオンタウン郡山 1F,-,024-943-5856
鰻の成瀬 郡山店,福島県郡山市小原田4-9-7 ,-,090-4000-0160
ジ リアル ミート（THE REAL MEAT）,福島県郡山市桑野2-39-22 ,-,024-953-8075
プチ・グリーン（PETIT GREEN）,福島県郡山市駅前2-6-4 富士舘ビル 1F,-,024-934-8899
山尾（やまお）,福島県郡山市開成3-5-4 ,-,024-923-6450
丸に梅鉢,福島県郡山市駅前1-14-21 ,-,090-1933-2412
分はた野（【旧店名】はた野）,福島県郡山市駅前2-11-1 MOLTI　５Ｆ,-,024-931-0175
イタリアンダイニング 郡山店,福島県郡山市開成2-30-10 ,-,024-927-8088
ダイワロイネットホテル 郡山駅前,福島県郡山市駅前1-6-10 ,-,024-927-4855
Boulangerie　GNOMES'INN（ノームズイン）,福島県須賀川市季の郷176 ,-,0248-94-7300
太郎庵 郡山桑野店,福島県郡山市桑野3-19-6 1F,-,024-983-0004
coco frans,福島県郡山市燧田195 エスパル郡山店 2F,-,024-925-5123
ガトー ナカヤ（（有）なかやパン店）,福島県郡山市開成3-12-12 ,-,024-932-2133
イモッタ（imotta）,福島県郡山市横塚2-15-1 ユーエフスクエアA,-,-
のみやす焼肉,福島県郡山市愛宕町3-4 ,-,024-932-4004
寿司割烹 魚紋（すしかっぽう ぎょもん）,福島県郡山市駅前1-5-6 ,-,024-938-3343
いわ舟,福島県郡山市島1-21-18 ,-,024-922-3700
パルファムコーヒー（parfom coffee）,福島県郡山市安積町日出山3-37 ,-,024-954-4802
肉のニッタ,福島県郡山市虎丸町9-10 ,-,024-922-7689
やきとり SABUちゃん（サブチャン）,福島県郡山市細沼町1-29 ,-,024-924-0576
丸嘉（まるよし）,福島県郡山市熱海町熱海4-82 ,-,-
マクドナルド 郡山富田カインズホーム店（McDonald's）,福島県郡山市富田町字上田向28-1 ,-,-
ココス 郡山桜木店,福島県郡山市桜木2-2-3 ,-,024-927-0172
ボアピエル（BOIS・PIERRE）,福島県郡山市備前舘1-123-1 ,-,024-939-5237
居酒屋 安兵衛（やすべえ）,福島県郡山市大町1-3-12 ,-,024-933-9326
ステラおばさんのクッキー ザ・モール郡山店（AUNT STELLA'S）,福島県郡山市長者町1-1-56 ザ・モール郡山店 1F,-,024-931-5621
郡山食肉センター,福島県郡山市駅前1-6-10 ダイワロイネットホテル郡山駅前 2F,-,024-983-3257
やきとり道場 郡山陣屋店,福島県郡山市駅前1-5-4 ,-,024-983-7900
ラーメン　みそ伝 八山田店,福島県郡山市八山田西1-127 ,-,-
ハイボール酒場かどいち,福島県郡山市中町12-9 ,-,024-923-9177
アサヒビール園 福島本宮店,福島県本宮市荒井字上前畑1 ,-,0243-33-1661
どら焼き専門店 丹坊 郡山店,福島県郡山市大槻町仙海東5-1 ,-,024-954-9846
自家製手打 中華そば みの八,福島県郡山市若葉町21-11 ,-,-
中華そば 我成（がなり）,福島県郡山市新屋敷1-35 1F,-,-
北方らーめん（ホッポウラーメン）,福島県郡山市並木3-6-14 鈴木ビル　１F,-,-
向山製作所桑野ファクトリー,福島県郡山市桑野4-4-51 ,-,024-983-7893
富久栄珈琲 エスパル郡山店,福島県郡山市燧田195 郡山駅おみやげ館,-,-
酵母と菓子やコハク（酵母と菓子や KoHaKu）,福島県郡山市小原田1-4-8 ,-,090-8926-3036
イタリア ワイン食堂 ラ・フラスカ,福島県郡山市西ノ内1-2-2 ケーズガーデン 2F,-,024-905-7122
カフェ チェリッシュ（Cafe Cherish）,福島県郡山市本町2-21-12 ,-,不明の為情報お待ちしております
そば処 げん,福島県郡山市富久山町福原字福原46 ,-,-
じかせいめん じゃじゃ。（Home Made Noodles JAJAMAL）,福島県郡山市西ノ内2-19-10 ,-,-
幸楽苑 富久山店,福島県郡山市八山田7-98 ,-,024-927-1525
麺飯酒家山茶華,福島県郡山市中田町赤沼下永田94-154 ,-,024-941-2641
自家製麺そら,福島県郡山市大槻町日向56‐1 ,-,-
お食事処にった家,福島県郡山市逢瀬町多田野字南大界108 ,-,024-957-3735
ゆず庵  郡山店,福島県郡山市鳴神1-4 ,-,024-953-8137
パルピーターパン,福島県郡山市田村町金屋字冬室65-3 ,-,024-956-1636
幸楽苑 郡山久留米店,福島県郡山市久留米3-119-1 ,-,-
蕎麦と日本料理 湖穂里（【旧店名】寿司と日本料理 湖穂里）,福島県郡山市駅前1-6-10 ダイワロイネットホテル郡山駅前 1F,-,024-953-5340
飲み食い処 長ちゃん,福島県郡山市亀田1-44-27 ,-,090-7336-0088
焼肉　くぼた屋,福島県郡山市堂前町30-1 ,-,024-924-0193
倉式珈琲店 イオンタウン郡山店,福島県郡山市松木町2-88 イオンタウン郡山 1F,-,-
菓子処あん,福島県郡山市大槻町大坪61-2 ,-,024-953-8180
インド・ネパール料理 マヌシ,福島県郡山市安積町日出山2-80 ,-,024-983-9329
おむすび一路,福島県郡山市鶴見坦1-13-20 ,-,024-954-3383
千年カフェ,福島県郡山市桑野2-17-12 J&Cビル 1F,-,024-983-4878
愛情館,福島県郡山市朝日2-3-35 ,-,024-991-9080
天麩羅 奈良木,福島県郡山市朝日2-17-22 ,-,024-935-2618
インター食堂 安子島店‎,福島県郡山市熱海町安子島字出シ28 ,-,024-984-2803
びっくりドンキー 安積店,福島県郡山市安積2丁目105 ,-,024-937-1379
カフェ プリムローズ（Cafe Primrose）,福島県郡山市菜根5-18-18 ダイユービル 1F,-,024-973-6038
中国料理 唐紅花 (郡山ビューホテル)（カラクレナイ）,福島県郡山市中町3-1 郡山ビューホテル 3F,-,024-924-1115
大阪屋（おおさかや）,福島県郡山市湖南町福良中町76 ,-,-
きらく家 まめ蔵（きらくや まめぞう）,福島県郡山市桑野2-16-9 ,-,024-923-2212
フードパレットたらちね,福島県郡山市安積町日出山北千保19-8 ビッグパレットふくしま 2F,-,不明の為情報お待ちしております
ノースカフェ,福島県郡山市麓山1丁目3-1 ,-,024-931-5120
日本料理 舟津 (郡山ビューホテルアネックス),福島県郡山市中町10-10 郡山ビューホテルアネックス　６Ｆ,-,024-939-1169
小野 そば処,福島県郡山市富田町字鶴蒔田53-18 ,-,024-966-2363
スターバックスコーヒー 郡山安積店,福島県郡山市安積町荒井南千保8-2 ,-,-
新かつ,福島県郡山市朝日2-17-23 ,-,024-933-8825
代々木庵,福島県郡山市咲田2-1-2 ,-,-
そば処　石乃花,福島県郡山市西田町鬼生田字中野338 ,-,024-981-0180
田ざわ,福島県郡山市大町1-3-7 松英堂ビル 2F,-,024-934-6675
レストラン三國（ミクニ）,福島県郡山市日和田町字南原2-270 ,-,024-958-5303
はま寿司 郡山堤店,福島県郡山市堤1-150-2 ,-,-
極品火鍋しゃぶしゃぶ,福島県郡山市大町1-4-2 ,-,024-954-4788
杵屋 郡山駅エキナカ店（きねや）,福島県郡山市燧田195 エスパル郡山店 2F,-,024-922-5604
手料理  嘉文,福島県郡山市赤木町12-21 ,-,024-983-7347
ふじかわ食堂,福島県郡山市安積2-24-1 ,-,024-945-1709
郡山 ねぎし,福島県郡山市並木5-3-18 ,-,024-933-7384
海石榴（ツバキ）,福島県郡山市大槻町針生西2-1 ,-,024-923-2285
KRISPAマハル郡山 八山田店,福島県郡山市富久山町八山田字向屋敷16-1 ピュアリー 1F,-,024-925-9805
まねき猫食堂,福島県郡山市大槻町中谷地4-6 ,-,-
中華そば たもや,福島県郡山市巳六段221 ,-,024-907-0186
フレッシュネスバーガー  郡山南店（FRESHNESS BURGER）,福島県郡山市香久池1-1-1 ,-,024-953-8017
レストラン萩,福島県本宮市荒井字陳場50 ,-,0243-36-5526
郡山ビューホテルアネックス,福島県郡山市中町10-10 ,-,024-939-1111
麺屋 信成,福島県郡山市堤2-233-1 ,-,-
柏屋 イオン郡山店,福島県郡山市日和田町字小原1 イオン郡山フェスタ店 1F,-,不明の為情報お待ちしております
呂望 岱山亭（ロボウ タイザンテイ）,福島県郡山市御前南1-81-1 ,-,024-961-5518
丸亀製麺 郡山安積店,福島県郡山市安積2-102 ,-,-
かすが食堂,福島県郡山市大槻町中ノ平302-2 ,-,024-951-5762
門土庵,福島県郡山市大町1-12-15 1F,-,024-923-9242
あ吽（A-UN）,福島県郡山市大町1-2-9 ,024-954-7880,050-5593-8145
ピッツェリア エ オスタリア ダヴェッロ（【旧店名】イタリアンバールIkkon）,福島県郡山市駅前2-6-15 ,-,024-923-6000
ル・カカオイエ（LE CACAOYER）,福島県郡山市並木3-3-7 ,-,024-973-6315
蔵王城,福島県郡山市細沼町10-8 ,-,024-922-4507
そもさん,福島県郡山市中町13-1 うすい百貨店 10F,-,-
美味餐庁（メイ ウェイ サン チン）,福島県郡山市燧田195 エスパル郡山店 郡山エキナカ　2F,-,024-921-8181
とらや分店 村田や,福島県田村郡三春町大字斎藤字場上田242-1 ,-,-
わこうぼう,福島県郡山市中町7-19 デジプラン中町ビル 1F,-,024-955-6648
パティスリー ル・ペロケ,福島県郡山市鶴見坦3-4-2 ,-,024-953-5873
ふじや からあげ 郡山店,福島県郡山市桑野2-6-10 ,-,024-905-4899
麺屋 こころ 郡山店,福島県郡山市安積町日出山2-77-1 ,-,024-983-6276
ニューデイズミニ 郡山8号店,福島県郡山市燧田195 郡山駅 2F,-,-
デニーズ 郡山西ノ内店（Denny's）,福島県郡山市西の内2-18-8 ,-,不明の為情報お待ちしております
BAR 角屋（バー スミヤ）,福島県郡山市駅前2-6-20 駅前大学ビル　Ｂ１Ｆ,-,024-939-3471
マクドナルド 郡山新さくら通り店,福島県郡山市土瓜1-57 ,-,024-962-4711
丸丸丸（がんがんまる）,福島県郡山市朝日1-19-8 ,-,024-991-7789
虎の巻,福島県郡山市大町1-4-3 ワタナベビル 2F,-,024-954-3217
ラーメンハウス シロー,福島県郡山市堤3-22 ,-,-
どら焼 よしだや,福島県郡山市並木1-12-2 ,-,024-932-2365
ステーキ宮 郡山富田店,福島県郡山市富田町字下赤沼12-1 ,-,-
cafe&cake Kicca（カフェアンドケーキ キッカ）,福島県郡山市備前舘2-100 ,-,0249-83-3202
マダン,福島県郡山市駅前2-5-1 ,-,024-925-0507
食堂カフェ rioka,福島県郡山市山崎298-6 ,-,024-933-8710
スシロー 郡山桑野店,福島県郡山市桑野4-1-16 1F,-,024-927-1050
茉莉花,福島県郡山市鳴神3-204 1F,-,不明の為情報お待ちしております
炭火焼 牛門,福島県郡山市虎丸町14-22 ,-,024-935-5519
HYPER Gaja 富田店（ハイパーガヤ）,福島県郡山市富田東3-8 ,-,024-973-6767
チャイニーズキッチンみなみ,福島県郡山市安積町長久保3-15-13 ,-,024-945-2771
東北餃子酒場,福島県郡山市大町1-3-6 ,-,024-954-3199
酒とごはん ちりん,福島県郡山市桑野3-11-7 ,-,024-953-8534
かっぱ寿司 郡山亀田店（コオリヤマ　カメダテン）,福島県郡山市下亀田22-1 ,-,-
四季彩一力,福島県郡山市熱海町熱海4-161 ,-,024-984-2115
フォンデュ（Fendu）,福島県郡山市八山田西5-234 ,-,-
酒肴蕎楽 こまち（しゅこうきょうらく こまち）,福島県郡山市駅前2-6-16 横山プラザビル　１Ｆ,-,024-922-3344
とんかつうえの‎,福島県郡山市熱海町熱海5丁目124 ,-,024-984-3303
イタリアンバル CLIP（イタリアンバル クリップ）,福島県郡山市駅前1-9-1 松風堂ビル 2F,-,024-983-7688
移転ちばから 郡山店移転前の店舗情報です。新しい店舗はちばから 郡山店 をご参照ください。,福島県郡山市台新2-28-10 ,-,-
チャンプ（champ）,福島県郡山市朝日1-6-12 ,-,024-939-7227
ヨーグルト専門店 モーニング うすい店,福島県郡山市中町13-1 うすい百貨店 B1F,-,-
中国レストラン 胡蝶花（シャガ）,福島県郡山市虎丸町3-18 ホテル　ハマツ　８Ｆ,-,024-935-1171
BON（ボン）,福島県郡山市堂前町26-17 ,-,024-933-9661
行人沢そば（ギョウニンザワそば）,福島県郡山市桑野2-29-16 ,-,024-983-0866
パン工場 郡山フェスタ店,福島県郡山市日和田町字小原1 イオン郡山フェスタ店 1F,-,-
マクドナルド イオンタウン郡山店,福島県郡山市松木町2-88 イオンタウン郡山,-,024-943-1826
さとう珈琲 本店,福島県郡山市中野1-18 ,-,024-954-4036
ナンスポ ビール園（ナンスポ ビールエン）,福島県郡山市安積町成田字車川原27 ,-,0120-07-6262
丼マルシェ（【旧店名】魚魚魚丼丸）,福島県郡山市本町2-9-1 ,-,024-932-1129
喫茶店 粒,福島県郡山市笹川3-20-1 ,-,-
一芳,福島県郡山市鳴神3-231 1F,-,024-983-0609
ごちそう館,福島県郡山市燧田195 郡山ピボット 1F,-,024-939-2461
開成館,福島県郡山市桑野2丁目16-14 ,-,024-932-3927
ドトールコーヒーショップ 郡山駅西口店（DOUTOR COFFEE SHOP）,福島県郡山市駅前1-6-10 ダイワロイネットホテル 1F,-,-
スカイルーム,福島県郡山市蒲倉町西ノ内228-8 ,-,024-943-8111
コメダ珈琲店 郡山大槻店,福島県郡山市御前南1-22 ,-,-
其の弐,福島県郡山市駅前1-4-8 エリート41ビル B1F,-,024-983-6363
マクドナルド 郡山駅東ショッピングセンター店（McDonalds）,福島県郡山市向河原4-61 ,-,-
藪木,福島県郡山市名郷田2-10 ,-,024-922-5435
光華（コウカ）,福島県郡山市朝日1-20-30 ロンパイスビル,-,-
割烹食堂 かいね,福島県郡山市菜根4-4-4 ,-,070-9133-1290
太郎庵 郡山フェスタ店,福島県郡山市日和田町小原1 1F,-,024-973-5080
料理工房 匠,福島県郡山市富久山町字久保田160 ,-,024-923-0008
山桜,福島県郡山市向河原町4-40 郡山駅東ショッピングセンター まねきの湯,-,024-941-4126
うまい鮨勘 安積店（うまいすしかん）,福島県郡山市南2-13 ,-,-
愛と情熱のらーめん屋 皐月亭（さつきてい）,福島県郡山市八山田西1-251 ,-,-
手打ちそばうどん玉川屋藤澤,福島県郡山市日和田町南原2-271 ,-,024-958-1550
ラーメンくまごろう,福島県郡山市豊田町4-8 ,-,-
フルーツバー　ＡＯＫＩ ザ・モール郡山店（アオキ）,福島県郡山市長者1-1-56 ザ・モール郡山 2F,-,024-931-5660
お食事処 やすた,福島県郡山市三穂田町八幡字北河原31-4 ,-,024-954-2040
びっくりドンキー 富久山店,福島県郡山市富久山町久保田上野137-2 ,-,-
手打中華 特札堂（とくふだどう）,福島県郡山市図景2-9-7 ,-,-
中華そば 成一,福島県郡山市中町10-1 2F,-,-
マクドナルド 郡山安積店,福島県郡山市安積町荒井字戸蘭塔1-7 ,-,-
まぐろ亭 郡山八山田店,福島県郡山市富田町下曲田14-1 ,-,-
フルカワ食堂2（フルカワショクドウツー）,福島県須賀川市季の郷156 ,-,0248-94-5797
ヒコベー 郡山店（HikoBer）,福島県郡山市菜根屋敷416-1 柳ビル,-,024-973-7997
お好み本舗  ぽぽ,福島県郡山市大町1-13-18 ,-,-
めし酒場　克（カツ）,福島県郡山市桜木2-22-5 ,-,024-921-4056
アイカ（FRUIT RESTARANT BAR  Aika）,福島県郡山市駅前2-7-14 1F,-,024-923-9201
弁慶,福島県郡山市朝日2-6-3 ,-,024-933-9110
大黒屋 本店,福島県郡山市中町14-8 ,-,024-932-3517
BAR マリオ,福島県郡山市駅前2-3-2 駅前グリーンビル2F,-,024-934-7650
もつ煮込・ラーメン伊藤商店,福島県郡山市静町2-1 ,-,-
古民家カフェ140 Decorico（デコリコ）,福島県郡山市西田町高柴字館野163 ,-,080-9681-0872
喜多方らーめん 日和田店,福島県郡山市日和田町字芳池54-10 ,-,-
金剛苑,福島県郡山市池ノ台15-27 ,-,024-932-4563
麺家くさび 郡山本店（めんやくさび）,福島県郡山市駅前2-1-12 ,-,-
カイセイ 紅茶館（Kaisei 紅茶館）,福島県郡山市開成4-1-25 大桃ビル 1F,-,024-934-0670
ハイカラヤ 郡山店,福島県郡山市安積町日出山2-13 ,-,024-956-7266
味噌屋（みそや）,福島県郡山市熱海町高玉字南麻生沢1-97 ,-,-
ハシゴ,福島県郡山市中町11-2 ロンデンビル 2F,-,024-973-8845
安積パーキングエリア下り線,福島県郡山市三穂田町川田字勝利ケ岡1-2 ,-,-
フルラージュ 桑野本店（Fleurage）,福島県郡山市桑野1-8-12 ,-,-
遊の丘,福島県郡山市西田町三町目大明116-10 ,-,024-971-3687
魚べい 八山田店,福島県郡山市八山田西1-145 ,-,-
大志軒 ヨークパーク郡山店,福島県郡山市西ノ内2-11-40 ヨークパーク 4F,-,-
成城石井 エスパル郡山店,福島県郡山市燧田195 エスパル郡山店 1F,-,024-953-5075
たつみや,福島県郡山市昭和2-3-3 ,-,024-943-5586
パン ドゥ シュクレ（Ｐain de Sucre）,福島県郡山市鳴神3-67‐1 ,-,024-955-6307
とん㐂,福島県郡山市安積4-136-3 ,-,024-946-1660
cafe juju（カフェ ジュジュ）,福島県郡山市富田町字逆池下1-4 ,-,024-954-5537
こり家,福島県郡山市桑野3-11-16 ,-,024-934-4791
藤沼温泉 やまゆり荘レストラン,福島県須賀川市江花字石倉山22 ,-,0248-67-3431
La cuccuma（ラ クックマ）,福島県郡山市豊田町3-20 ,-,024-983-8006
幸楽苑 栄町店,福島県郡山市栄町180-1 ,-,-
よし丸（よしまる）,福島県郡山市桑野2-9-1 ,-,024-934-4060
Cafe ASAKA野（茶や ASAKA野）,福島県郡山市並木1-12-2 ,-,024-932-2365
ケンタッキーフライドチキン 郡山西部プラザ店,福島県郡山市西ノ内2-11-35 1F,-,024-991-7191
豚久,福島県郡山市西の内1-19-11 ,-,-
サンエトワール 郡山店,福島県郡山市燧田195 ピボット 1F,-,-
大友パン店,福島県郡山市虎丸町24-9 ,-,-
サイゼリヤ 郡山エキナカ,福島県郡山市字燧田195 エキナカ２F,-,024-927-5118
ラァメン オカムラ,福島県郡山市長者1-1-56 ザ・モール郡山,-,-
大越菓子店,福島県郡山市小原田5-20-24 ,-,024-944-2710
ケンタッキーフライドチキン イオンタウン郡山店,福島県郡山市松木町2-88 イオンタウン郡山 G棟 1F,-,024-941-7177
元気寿司 郡山大槻店,福島県郡山市御前南1-25 ,-,-
ホルモン大豊 本店（駅前店）（ほるもんたいほう）,福島県郡山市大町1丁目2-9 ,-,024-933-8650
道とん堀 郡山新さくら通り店,福島県郡山市島2-38-21 ,-,024-973-7867
郡山中華そば しょうや,福島県郡山市大槻町字御十日1-1 ,-,-
春待堂 郡山店,福島県郡山市中町11-18 関川本店ビル別館 1F,-,024-973-5350
中野屋,福島県郡山市安積町荒井字北田18-8 ,-,024-946-2478
ケンタッキーフライドチキン 郡山荒井店,福島県郡山市安積町荒井字南大部52 ,-,024-937-1376
ニコジェラート（nico gelato）,福島県郡山市開成2-2-8 ,-,024-954-9493
わが家,福島県郡山市中田町赤沼字下永田94-27 ,-,-
たらふく亭 開成店,福島県郡山市開成4丁目1-19 ,-,024-923-4985
おべんとうのエッセン,福島県郡山市昭和2-22-2 ,-,024-944-7996
ジンギスカン 誠 郡山店,福島県郡山市富久山町八山田字追越27-3 ,-,024-954-4610
ベルボーイ（BELL BOY）,福島県郡山市西ノ内1-19-17 ,-,0249-54-8215
サイゼリヤ 郡山新さくら通り店,福島県郡山市土瓜1-57 ,-,024-966-2916
なりた温泉,福島県郡山市安積町成田字車川原27 ,-,024-947-2626
rhyme（ライム）,福島県郡山市中町6-14 高田ビル　２Ｆ,-,024-925-2620
マロン,福島県郡山市堤一丁目130 ,-,024-966-3117
スターバックスコーヒー 郡山駅店,福島県郡山市燧田195 エキナカ,-,024-927-5770
ミスタードーナツ 郡山駅前ショップ,福島県郡山市駅前2-3-8 エリート39ビル 1F,-,024-922-5751
神戸クックワールドビュッフェ 郡山店,福島県郡山市東原2-124 ,-,024-991-5512
レストランへるす,福島県郡山市八山田7-115 総合南東北病院 B1F,-,-
Piccolo Bar Tigre,福島県郡山市桑野3-14-4 クロ-ネ郡山 108,-,024-983-5022
日本一食堂,福島県郡山市麓山1-12-4 ,-,024-932-5441
月光温泉 クアハイム（KURHEIM）,福島県郡山市安積町笹川字四角坦43-1 ,-,024-947-1126
平田屋 荒池公園店,福島県郡山市池ノ台14-17 ,-,024-921-4194
湖穂里（こおり）,福島県郡山市字燧田195 ＪＲ郡山エキナカ　２Ｆ,-,024-921-2020
楽 台新店（らく）,福島県郡山市台新1-30-10 ,-,-
イチノイチカフェ,福島県郡山市熱海町熱海1-237 ,-,024-901-9561
むさしの森珈琲 郡山コスモス通り店,福島県郡山市堤3-131 ,-,-
サーティワンアイスクリーム イオンタウン郡山店（B-R 31 ICE CREAM）,福島県郡山市松木町2-28 イオンタウン郡山 1F,-,-
浜の水産 大槻本店（はまのすいさん）,福島県郡山市大槻町字針生141 ,-,024-927-6580
和・郡山 すが波,福島県郡山市駅前1-6-10 ダイワロイネットホテル郡山駅前 2F,-,024-983-3900
安積パーキングエリア（上り線） フードコート,福島県郡山市三穂田町川田字勝利ケ岡30-1 ,-,-
来夢 横塚店（らいむ）,福島県郡山市横塚2-5-5 ,-,-
アトリエ さとうとバニラと,福島県郡山市逢瀬町多田野新池下18-6 ,-,024-967-1511
魚河岸処 仙 郡山店（【旧店名】どん辰）,福島県郡山市燧田195 郡山ピボット,-,-
焼肉きんぐ  郡山朝日店,福島県郡山市朝日3-7-28 ,-,024-953-7829
食楽壱zen 岳空,福島県本宮市白岩字埋内490-1 ,-,0243-24-5939
地鶏ラーメン ありがとう,福島県郡山市昭和2-2-15 ,-,-
縁（エン）,福島県郡山市熱海町熱海2-1 ,-,024-954-3222
かわら食堂,福島県郡山市安積4-306 ,-,024-945-0192
サッポロラーメンコタン,福島県郡山市中町8-2 ,-,024-932-5176
ブルーバードアパートメント.（Blue Bird apartment.）,福島県郡山市清水台1-8-15 1F,-,-
地酒の森 郡山エキナカ店,福島県郡山市燧田195 郡山駅 1F,-,024-925-6500
肉専（デリカツネヒロ）,福島県郡山市桑野4-4-51 ,-,024-924-0922
やまだ,福島県郡山市駅前2-6-16 ,-,-
らーめん比内亭 郡山店,福島県郡山市喜久田町菖蒲池22-137 ,-,不明の為情報お待ちしております
幸楽苑 コスモス通り店,福島県郡山市大槻町字辰巳田39 ,-,024-962-7715
郡山豚骨 雄嘉,福島県郡山市小原田2-22-12 ,-,-
幸楽苑 新金屋店,福島県郡山市田村町金屋字上川原284-36 ,-,-
パン職人 オ・パヌトン,福島県郡山市大槻町北八耕地11-1 ,-,024-952-7147
魚のもり（さかなのもり）,福島県郡山市朝日1-21-10 ,-,024-935-5520
中国名菜 華林（チュゴクメイサイ　カリン）,福島県郡山市菜根1-26-5 ,-,024-934-8886
鳥久,福島県郡山市西ノ内1-19-11 ,-,024-905-7367
ane.（ané.）,福島県郡山市賀庄15-1 新沢ビル 1F,-,-
Bakery いずみがもり 桑野店,福島県郡山市小関谷地23-1 ,-,-
四川名菜　天心,福島県郡山市安積町荒井字大池3 ,024-945-9296,-
すき家 49号郡山菜根店,福島県郡山市字菜根屋敷59-22 ,-,非公開
げんこつ屋（げんこつや）,福島県郡山市富久山町久保田字田池1-3 ,-,-
元祖からあげ本舗 マルヒデ 郡山店,福島県郡山市島1-21-9 ,-,024-954-8868
懐石　こと,福島県郡山市駅前2丁目8-15 ,-,024-932-9266
イタリアンマシロ（Italian MASHIRO）,福島県郡山市駅前2-3-5 エリート27 2F,-,024-953-4038
築地銀だこ 郡山フェスタ店,福島県郡山市日和田町字小原21-2 ,-,不明の為情報お待ちしております
権九郎（ごんくろう）,福島県郡山市大町1-4-15 第2増子ビル1F,-,024-939-1717
麺処 隆,福島県郡山市富久山町久保田太郎殿前2-17 ,-,-
おかめ,福島県郡山市富田町字大徳南3-6 ,-,024-951-0326
びすとろ 風露（ビストロ フウロ）,福島県郡山市土瓜1-231 ,-,024-961-6288
福久好,福島県郡山市虎丸町21-15 ,-,024-934-0144
ストロベリーファーム（STRAWBERRY  FARM）,福島県郡山市長者1-1-56 ザ・モール郡山 フードコート,-,024-935-0032
柏屋 香久池店（香久池柏屋）,福島県郡山市香久池2丁目242 ,-,024-991-4361
農家ピザくまのグラッチェ,福島県郡山市大槻町漆棒82 郡山市青少年会館,-,090-2275-4668
柏屋 郡山駅おみやげ館店,福島県郡山市字燧田195 郡山駅構内1Fコンコース,-,024-991-7660
ガスト 本宮インター店,福島県本宮市荒井字久保田132-8-6 ,-,0243-63-5122
レストラン シェモア,福島県郡山市名倉158-1 ,-,024-983-0038
GODIVA うすい郡山店（ゴディバ）,福島県郡山市中町13-1 うすい百貨店,-,024-938-4737
サハンジ 郡山フェスタ店（SAHANJI）,福島県郡山市日和田町字小原1 イオンタウン郡山フェスタ店 1F,-,不明の為情報お待ちしております
かんのや 郡山インター店,福島県郡山市富田町字向舘75-1 ,-,024-952-0096
ジュジュ イチサンマル カフェ（juju 130 CAFE）,福島県郡山市安原町字大谷地130-2 郡山市立美術館,-,024-942-2250
サイゼリヤ 郡山芳賀店,福島県郡山市芳賀1-34-1 ,-,024-941-5572
CoCo壱番屋 郡山東店（ココイチバンヤ）,福島県郡山市安積町日出山2-14 ,-,-
あじ庵食堂,福島県郡山市桑野4-2-6 ,-,-
三輝星,福島県郡山市富久山町久保田字久保田59-1 ,-,-
ポプリンキッチン 福島郡山店,福島県郡山市長者1-1-56 ザ・モール郡山 1F,-,024-927-5120
十割そば会 亀田本店,福島県郡山市亀田2-8-14 ,-,024-973-7876
ケラン,福島県郡山市安積町荒井字火口内56-10 ,-,-
韓国料理テヤン（太陽）,福島県郡山市大町1-2-15 ,-,024-934-5690
もりっしゅ,福島県郡山市燧田195 エスパル郡山 2F,-,024-933-5105
Fu‐Ro‐Ya（ふろや）,福島県郡山市安積町荒井字林の越1-7 ,-,024-946-2122
日和田製麺所 本店（ひわだせいめんじょ）,福島県郡山市日和田町字前田75-1 ジョイフル山新駐車場,-,-
やきとり大助,福島県郡山市中町12-7 ,-,024-934-9436
マクドナルド 郡山並木店,福島県郡山市並木1-5-19 ,-,024-939-7228
BestTable,福島県郡山市朝日1-14-1 ,-,024-983-3129
かつや 郡山富久山店,福島県郡山市富久山町久保田南田48-1 ,-,未開通
