店名,住所,電話番号,予約・お問い合わせ
プロント つくば万博記念公園駅前店（PRONTO）,茨城県つくば市島名4383 オオサワビル 1F,-,029-875-6821
Chocosil,茨城県つくば市学園南1-3-10 グランアコール 1F,-,-
ディッパーダン イーアスつくば店,茨城県つくば市研究学園C50街区1 イーアスつくば 3F,-,-
梅蘭 イーアスつくば店,茨城県つくば市研究学園C50街区1 イーアスつくば 1F,-,-
みゆき茶屋,茨城県つくば市筑波1 1階,-,-
きなり,茨城県つくば市吾妻3-11-6 ,-,029-851-1199
れんが亭 つくば店,茨城県つくば市春日4-1-1 ,-,029-855-7001
料亭 うおうめ（RYOUTEI UOUME）,茨城県つくば市上横場247-3 ,-,029-869-8382
ステーキ居酒屋チャンプ,茨城県つくば市茎崎1815-50 ,-,090-9000-0335
定食屋 ふくろう,茨城県つくば市天久保3-10-11 ,-,-
そばの里 奴庵（やっこあん）,茨城県つくば市上原389-5 ,-,029-836-7888
BLANDE 研究学園店（ブランデ）,茨城県つくば市研究学園3-23-3 ,-,-
焼肉 赤牛 つくば本店,茨城県つくば市研究学園1丁目3-3 ,-,029-886-6629
ジョイフル つくば桜店,茨城県つくば市桜1-14-3 ,-,029-863-5503
一壼天（イッコテン）,茨城県つくば市吉瀬字中郷1642-3 ,-,029-879-7171
なのはな（nanohana）,茨城県つくば市東2-28-1 ,-,029-856-0272
筑波宇宙センター社員食堂,茨城県つくば市千現2-1-1 広報・情報棟 1F,-,-
中華そば 青葉 つくば店,茨城県つくば市竹園1-9-2 デイズタウン,-,-
金太楼鮨 筑波学園店（きんたろうずし）,茨城県つくば市東新井17-2 金太楼ビル,-,029-859-0008
蔵日和（くらびより）,茨城県つくば市金田38-1 ,-,029-857-4118
神戸元町ドリア イーアスつくば店,茨城県つくば市研究学園5-19 イーアスつくば 1Ｆ,-,-
ドトールコーヒーショップ コーチャンフォーつくば店（DOUTOR COFFEE）,茨城県つくば市学園の森3-50-7 ,-,029-893-2750
筑波山　江戸屋,茨城県つくば市筑波728 ,-,029-866-0321
築地銀だこ つくばクレオスクエアＱ’ｔ店,茨城県つくば市吾妻1-6-1 つくばクレオスクエア,-,029-863-1680
ラーメン いっとく,茨城県つくば市苅間106-2 ,-,-
ココス つくば小野崎店（COCO'S）,茨城県つくば市小野崎字成田282-7 ,-,029-863-2151
フレッシュネスバーガー イオンモールつくば店 （FRESHNESS BURGER）,茨城県つくば市稲岡66-1 イオンモールつくば 3F,-,029-846-6377
アリーズ・ケバブ つくば店（Alis Kebab）,茨城県つくば市天久保2-6-8 ,-,029-845-2654
クアドリフォリオ,茨城県つくば市筑穂2-3-4 ,-,029-864-2227
和食 かつら（【旧店名】和風レストラン桂）,茨城県つくば市大井1576-2 ,-,029-872-7082
炭火焼肉 楽園,茨城県つくば市竹園1-8-5 ,-,029-895-0387
そば心 ゐ田,茨城県つくば市筑波552-3 ,-,-
パスタと世界のビール アンドリュー,茨城県つくば市佐512-3 ,-,029-869-4548
見浦亭 筑波山頂売店,茨城県つくば市筑波1 ,-,-
白川菓子店,茨城県桜川市真壁町真壁243 ,-,0296-55-0260
カフェリビング （-cafeliving-）,茨城県つくば市東新井26-13 KAISHOⅢ １階,-,029-828-5412
栗原食堂,茨城県つくば市吉沼809 ,-,029-865-0062
おふくろさん弁当 学園店,茨城県つくば市天久保3-10-4 ,-,029-851-1950
アルル,茨城県つくば市桜3-1-8 ,-,029-857-7531
啄木鳥,茨城県つくば市高野1159-4 ,-,029-847-5338
創懐彩匠なかやま,茨城県つくば市竹園1-9-2 デイズタウン 1F,-,不明の為情報お待ちしております
刀削麺・火鍋 XI’AN 筑波大学店（しーあん）,茨城県つくば市天久保3-10-7 学園都市ビル1F,-,不明の為情報お待ちしております
いの瀬 凛（イノセ リン）,茨城県つくば市春日2-12-8 ,-,029-895-8198
木鶏,茨城県つくば市研究学園 D12-6-1223 103,-,029-875-3947
ソラ カフェ（SORA CAFE）,茨城県つくば市天久保3-2-8 ウッディライフつくば 1F,-,029-886-9750
La Stalla,茨城県つくば市松代2-10-9 2F,-,090-8101-7656
アトリエ軽井沢,茨城県つくば市研究学園5-19 イーアスつくば 1F,-,029-868-7375
アリスの茶屋（アリスノチャヤ）,茨城県つくば市梅園2-11-8 ,-,029-851-5406
創作酒房 るし庵,茨城県つくば市竹園2-6-10 ,-,029-856-1180
清六家 つくばキュート店,茨城県つくば市吾妻1-6-1 クレオスクエア キュート 3F,-,-
割烹 一の矢（いちのや）,茨城県つくば市栗原4095-1 ,-,029-864-2310
FOODTRUCK Nakazawa（フードトラック ナカザワ）,茨城県つくば市吉瀬1679-1 つくば文化郷,-,080-3176-2461
清六家 真壁店,茨城県桜川市真壁町古城360 ,-,0296-45-8288
くろちゃん,茨城県つくば市大曽根3780-1 オークラテナント 1F,-,-
マリア（maria）,茨城県つくば市筑穂2-8-5 ,-,029-864-7177
季彩 かがり,茨城県つくば市竹園1-9-2 デイズタウン B1F,-,029-875-7219
デニーズ　 筑波学園都市店,茨城県つくば市春日2-7 ,-,-
ナチュカフェ なないろ店（nachucafe）,茨城県つくば市手代木字東向1893-1 なないろレディースクリニック内別棟,-,-
コナズ珈琲 つくば,茨城県つくば市研究学園3-1-3 ,-,029-859-8505
城門,茨城県つくば市榎戸370-2 ,-,029-838-1600
ガスト 筑波学園店,茨城県つくば市東新井3-1 ,-,029-850-1084
KING PHO（キングフォー）,茨城県つくば市天久保1-16-7 さくらビル 1F,-,029-811-8515
森の家,茨城県つくば市大角豆2011-227 ,-,029-852-1725
さらしなの里,茨城県つくば市上横場256-1 ,-,029-838-0882
ゴンチャ イーアスつくば店（Gong cha）,茨城県つくば市研究学園5-19 イーアスつくば 1F,-,-
トラットリア ルッソ（trattoria Lusso）,茨城県つくば市研究学園5-14-10 フロンティアコンフォート 101,-,029-860-7788
モッツバー高の家 研究学園店,茨城県つくば市研究学園5-15-9 ,-,029-879-5422
いきなりステーキ つくば研究学園店,茨城県つくば市研究学園6-49-2 ,-,-
大成軒 学園店,茨城県つくば市天久保1-7-13 ,-,-
旬果菓子 つくばsweets,茨城県つくば市松野木99-6 ,-,029-828-8980
スターバックス・コーヒー イオンモールつくば店,茨城県つくば市稲岡66-1 イオンモールつくば 1F,-,-
アジア下館カントリー倶楽部（アジアシモダテカントリークラブ）,茨城県桜川市上野原地新田225-4 ,-,0296-75-3141
鰻専門店 うなつく つくば店,茨城県つくば市竹園2-6-1 ,-,090-3962-0141
ピーターパン 並木店,茨城県つくば市並木3-26-20 ,-,029-852-0211
にじますつり堀　郷土料理　仙郷,茨城県石岡市小幡2019 ,-,0299-42-3070
とろけるハンバーグ専門店 福よし イーアスつくば店,茨城県つくば市研究学園5-19 イーアスつくば 1F,-,029-868-7375
筑波山 ひたち野（つくば ひたちの）,茨城県つくば市臼井2103-5 ,-,029-866-1221
魚料理ひろせ,茨城県つくば市上郷6859-5 ,-,029-847-1567
ごはん家 風玄（ごはんや ふくろ）,茨城県つくば市西大橋614-1 つくば温泉喜楽里別邸,-,029-846-2641
居酒屋大将別館,茨城県つくば市竹園2-7-20 ,-,029-855-6139
活龍大衆麺処 真壁屋,茨城県つくば市天久保2-6-26 ,-,-
ミスタードーナツ イオンモールつくばショップ,茨城県つくば市稲岡66-1 イオンモールつくば 1F,-,029-839-2282
ロピア トナリエクレオ店（LOPIA）,茨城県つくば市吾妻1-7-1 クレオ 1F,-,029-859-0029
レストラン ペニーレイン つくば店,茨城県つくば市稲岡66-1 イオンモールつくば,-,029-896-6166
福乃家,茨城県つくば市谷田部2771-1 ,-,029-836-4777
とんＱ つくば本店（とんきゅう）,茨城県つくば市東新井13-12 ,-,-
さち福や イオンモールつくば店,茨城県つくば市稲岡66-1 イオンモールつくば 1Ｆ,-,-
トロッポ ドーナツ（TROPPO DONUT）,茨城県つくば市下広岡1061-59 KONAハウス 102,-,080-3418-1072
しゃぶ重 イオンモールつくば店,茨城県つくば市稲岡66-1 イオンモールつくば 1F,-,029-839-2081
三浦飲食堂,茨城県つくば市吾妻1-5-1 財団事務所ビル 2F,-,029-852-6433
和っ牛（ワッギュウ）,茨城県つくば市研究学園5-14-3 リベルタ 1F,-,029-896-4200
お醤油屋さんのおせんべい本舗 つくばテクノパーク桜店,茨城県つくば市桜2-53-3 ,-,029-857-8887
特級鶏蕎麦龍介 テクノパーク桜店,茨城県つくば市桜1-23-7 ,-,-
蕎舎（そばや）,茨城県つくば市柳橋496 みずほの村市場内,-,029-886-5006
そば処　にしむら,茨城県桜川市真壁町山尾765-2 ,-,0296-54-0865
グルービー 研究学園店（Groovy研究学園店）,茨城県つくば市研究学園3-23-4 ,-,029-893-2822
炙りや秀苑,茨城県つくば市東新井18-7 ,-,029-861-1129
つくばの良い品,茨城県つくば市吾妻12-128 つくば駅 B1F,-,029-859-4147
焼肉 えびす,茨城県つくば市研究学園4-2-14 EBISU TOWN-A 1F,029-896-8929,050-5869-7555
古民家バル たまり,茨城県つくば市吾妻3-7-13 ,-,029-828-5025
和食さと つくば店,茨城県つくば市東新井3-9 ,-,029-858-1001
サロン デ サン（SALON DES CENT ）,茨城県つくば市天久保2-20-7 レガートホソダ 1F,-,029-858-7886
はま寿司 つくば研究学園店 （HAMAZUSHI）,茨城県つくば市学園の森2-1 ,-,-
創作中華 えん弥 東光台店,茨城県つくば市遠東541-4 ,-,029-846-2680
ゆきむら亭 つくば店,茨城県つくば市西大橋字前田735-1 ,-,029-856-7768
やよい軒 つくば下広岡店,茨城県つくば市下広岡1055-25 ,-,029-850-3008
一壺茶（HITO TSUBO CHA）,茨城県つくば市天久保2-15-2 ,-,080-4198-5588
お好み焼き もんじゃ 鉄板焼 一太郎（いちたろう）,茨城県つくば市天久保2-6-1 ,-,029-858-2610
ホウシュン（Houshun）,茨城県つくば市要1187-299 ,-,029-864-7100
ステーキハウス幌馬車 研究学園店,茨城県つくば市面野井八郎田870–6 ,-,029-893-6521
稲葉酒造場（星ふる里蔵）,茨城県つくば市沼田1485 ,-,-
マクドナルド  イーアスつくば店（McDonald's）,茨城県つくば市研究学園5-19 イーアスつくば,-,029-859-6370
丸亀製麺 つくば研究学園店,茨城県つくば市研究学園3-1-3 ,-,029-858-8771
ウエスト珈琲ハウス,茨城県つくば市稲岡66-1 ,-,029-836-5856
棕櫚（シュロ）,茨城県つくば市小野崎956-1 ,-,不明の為情報お待ちしております
ハシバミ,茨城県つくば市小野崎591-1 ,-,不明の為情報お待ちしております
market（マーケット）,茨城県つくば市吾妻1-6-1 トナリエキュート 1F,-,-
Beer & Cafe Engi（ビアアンドカフェ エンギ）,茨城県つくば市吾妻1-10-1 つくばセンタービル 1F,-,不明の為情報お待ちしております
マクドナルド つくば研究学園店（McDonald's）,茨城県つくば市研究学園4-1-1 ,-,029-855-7155
夢屋,茨城県つくば市春日4-4-5 ,-,-
HOWDY（ハウディ）,茨城県つくば市東光台2-18-11 ビアンカA,-,029-893-3747
CoCo壱番屋 つくば桜店（ココイチバンヤ）,茨城県つくば市桜3-10-1 ,-,029-857-6751
まる家 つくば天久保店,茨城県つくば市妻木734-4 ,-,-
そば処　つくし亭,茨城県桜川市真壁町椎尾2797-1 ,-,-
ドトールコーヒーショップ イオンモールつくば店,茨城県つくば市稲岡66-1 2F,-,-
さくらの森ダイニング alecole（アレコレ）,茨城県つくば市さくらの森10-3 ,-,029-897-3074
たかはし,茨城県桜川市真壁町古城53 ,-,-
ミスタードーナツ イーアスつくばショップ（Mister Donut）,茨城県つくば市研究学園C50街区1 イーアスつくば,-,029-852-6301
うらわ食堂,茨城県つくば市下萱丸269-2 ,-,-
山ぼうし,茨城県桜川市青木1320-1 ,-,0296-58-6902
一真堂,茨城県桜川市明日香1-22-1 ,-,0296-75-2120
釜揚うどん店あおやま,茨城県つくば市北条186-2 ,-,-
タージ・マハル（Taj Mahal）,茨城県つくば市二の宮2-14-15 ,-,029-855-4561
CATLOAF CAFE（キャットローフ カフェ）,茨城県つくば市香取台56-16 ,-,029-895-2780
百香亭 筑波大学店（ひゃっこうてい）,茨城県つくば市天久保3-15-1 ,-,029-858-4360
ウエストハウス 本店,茨城県つくば市二の宮2-14-12 ,-,029-851-9211
山田うどん 上横場店,茨城県つくば市上横場2289-1 ,-,-
彩食工房ひるくらいむ,茨城県つくば市北条1410 ,-,050-3708-1844
喜元門 研究学園店,茨城県つくば市研究学園5-6-6 D12ビル 1F,-,-
いしはま,茨城県つくば市筑波721 ,-,029-866-0713
ミラ 花畑レストラン（ミラ花畑店）,茨城県つくば市筑穂1-16-4 ,-,029-864-3017
おおきや,茨城県つくば市上横場2365-8 ,-,-
つくばワイナリー,茨城県つくば市北条字古城1162-8 ,-,0298-93-5115
油そば春日亭 つくばEX研究学園店,茨城県つくば市研究学園5-8-3 ,-,-
そば処 二城,茨城県下妻市大園木2249-1 ,-,-
清六家 北条店,茨城県つくば市北条5268-1 ,-,050-3187-8043
鮨 たけもと,茨城県つくば市竹園2-6-1 ,-,029-899-7604
備長 西大通り店,茨城県つくば市館野40-1 国立環境研究所隣り,-,029-895-6103
すし食堂　おはん,茨城県つくば市今泉119-5 ,-,-
きむら,茨城県つくば市西岡418-276 ,-,-
山岡家 岩瀬店（やまおかや）,茨城県桜川市上野原新田241 ,-,-
筑波山京成ホテル,茨城県つくば市筑波1 ,-,029-866-0831
レストラン　フライパン,茨城県つくば市 春日4-3-22 ,-,029-852-5122
よしば,茨城県つくば市島名1806 ,-,029-836-5384
Ayman（アイマン）,茨城県つくば市桜2-14-10 ,-,029-896-3557
季粋,茨城県つくば市上横場253-1 ,-,029-836-3435
清六家 総本山,茨城県つくば市花畑2-12-7 ,-,-
LA CUCINA DEL CUORE MAIS（ラ クチーナ デル クオーレ マイス）,茨城県つくば市西大沼117-1 ,-,080-7968-0141
そば坊 つくば店,茨城県つくば市花畑1-13-8 ,-,029-877-4233
サーティワンエクスペリエンス イオンモールつくば店,茨城県つくば市稲岡66-1 イオンモールつくば 3F,-,029-896-6331
スターバックス コーヒー つくば学園の森店（STARBUCKS COFFE）,茨城県つくば市研究学園3-23-1 ,-,029-846-5061
水門やきそばあきた,茨城県つくばみらい市福岡1491 ,-,0297-52-5081
ピッツェリア アミーチ（PIZZERIA AMICI）,茨城県つくば市手代木261-10 ,-,029-875-5588
とんとん,茨城県つくば市竹園2-7-27 １Ｆ,-,029-828-8029
BURGER KING トナリエクレオつくば店（バーガー キング）,茨城県つくば市吾妻1-7-1 ,-,-
シーラチャーフード,茨城県つくば市山中3-1 ,-,-
移転炭火焼肉・韓国料理 ハンアリ移転前の店舗情報です。新しい店舗は炭火焼肉韓国料理ハンアリをご参照ください。,茨城県つくば市天久保2-6-24 ,-,-
手打ラーメン 珍来 谷田部ＩＣ店（チンライ）,茨城県つくば市谷田部6443 ,-,-
飛翔,茨城県つくば市上横場1891-1 ,-,-
ミューレ,茨城県つくば市,-,非公開
好坊,茨城県つくば市苅間1221 ,-,029-854-1116
鶏々（TORIDORI）,茨城県つくば市天久保2-11-10 ,-,-
イシカワ洋菓子店,茨城県桜川市西桜川2-3 ,-,0296-75-1735
麺屋 とどろき,茨城県つくば市花畑3-12-8 ,-,-
食楽居家 ゆおん,茨城県つくば市大曽根3412-1 ,-,029-864-6070
ヴィラ・デ・エステ,茨城県つくば市天久保4-5-5 ,-,029-852-3985
ラーメン屋 ステイゴールド,茨城県つくば市松代2-7-1 ,-,-
自然薯料理 福々亭,茨城県つくば市上横場1979-1 ,-,029-836-2427
ジジ オステリア（Gigi osteria）,茨城県つくば市東新井17-3 クローバー 2F,-,029-860-6007
やまとや酒場 惣吉 つくば研究学園店,茨城県つくば市苅間1233(研究学園D7街区8) ,-,029-875-8003
HARE GOHAN,茨城県つくば市学園の森3-21-1 Mee Toco B-2,-,029-893-6245
洋風居酒屋 琴キッチン,茨城県つくば市島名2264-1 パークハイム 1F,-,029-838-5517
カンビオ（Cambio）,茨城県つくば市学園の森2-39-4 イストワール 001,-,029-893-6363
ととや,茨城県つくば市吉瀬1087-7 ,-,029-828-7375
カンテボーレ つくば店,茨城県つくば市稲岡66-1 イオンモールつくば店 1F,-,029-836-3032
手打ラーメン 珍来 テクノパーク桜店（チンライ）,茨城県つくば市桜3-15-2 ,-,-
炙り牛たん 万 イーアスつくば店,茨城県つくば市研究学園5-19 イーアスつくば内,-,029-869-6635
ラーメン屋 壱番亭 岩瀬本店（らーめんや いちばんてい）,茨城県桜川市上野原地新田148-2 ,-,0296-75-1347
本格インド・ネパール カレーレストラン ラージャ,茨城県桜川市友部895-1 ,-,0296-75-2366
パティスリー アラン マリー（PATISSERIE ALAIN MARIE）,茨城県つくば市松代1-21-17 ,-,029-851-5022
寿し松 研究学園店,茨城県つくば市研究学園4-2-14 EBISU TOWN 1F,-,029-875-7575
きらく,茨城県つくば市松野木99-29 ,-,-
麺道 千里,茨城県つくば市吾妻3-13-9 スズキビル 1F,-,-
筑波学園ゴルフ倶楽部（ツクバガクエンゴルフクラブ）,茨城県桜川市西飯岡1312 ,-,0296-75-5548
リッツン（Ritz’n）,茨城県つくば市上原747-84 ,-,029-856-0009
沖縄ダイニング ぱいかじ,茨城県つくば市下広岡1061-59 KONAハウス 1F,-,090-5545-9292
ミートテック,茨城県つくば市みどりの中央11-3 ウイングマルシェ・みどりの 1F,-,-
焼肉きんぐ つくば店,茨城県つくば市松代1-1-1 ,-,029-886-8940
オリーブの丘 つくば研究学園店,茨城県つくば市研究学園7-20-1 ,-,-
カ・マレーノ（Ca mareno）,茨城県つくば市東光台2-18-14 ,-,029-846-2228
酒と和惣菜　らしく,茨城県つくば市吾妻1-6-1 トナリエつくばスクエア Q't 3F,-,029-853-7570
シェ・レノン（Chez Lenon）,茨城県つくば市松野木100-11 ,-,029-879-8719
UNiBO JAXA筑波宇宙センター店,茨城県つくば市千現2-1-1 宇宙航空研究開発機構筑波宇宙センター プラネットキューブ内,-,-
鳥定 つくば店,茨城県つくば市松野木93-27 ,-,029-836-8929
横濱家系ラーメン たくみ家 つくば店,茨城県つくば市上横場2431-2 ,-,-
クーロンヌつくばカスミ,茨城県つくば市研究学園5-19 カスミスタイル,-,029-855-5582
食処美酒 崇（SYU）,茨城県つくば市上横場字本郷地1285-5 ,-,029-846-4233
ラ・コート・ダジュール 本店（La Cote d'Azurl）,茨城県つくば市東新井19-26 ,-,029-858-3094
つくば温泉 喜楽里 別邸（キラリ ベッテイ）,茨城県つくば市西大橋614-1 ,-,-
那由他,茨城県つくば市上ノ室2166-6 ,-,029-857-7911
筑波山頂駅売店,茨城県つくば市筑波1 ,-,-
サイゼリヤ イオンモールつくば店,茨城県つくば市稲岡66-1 イオンモールつくば店 3F,-,029-839-5116
アルゾーニ・イタリア（ArzonieITALIA）,茨城県つくば市赤塚703-3 ,-,029-839-5388
居酒屋三四郎,茨城県つくば市研究学園4-2-14 エビスタウン B-201,-,029-886-6737
サイゼリヤ つくばキュート店,茨城県つくば市吾妻1-6-1 つくばクレオスクエア 3F,-,029-848-6155
彩楽工房 結城家 つくば店（ゆうきや）,茨城県つくば市明神377-3 ,-,029-874-0121
りんちゃんのおやつ,茨城県つくば市手代木2005-3 コルヌコピアの芝生の小屋,-,029-886-8661
銀座 に志かわ つくば竹園店,茨城県つくば市竹園3-18-2 竹園ショッピングセンター 1F,-,029-859-2482
定食・喫茶 くれしーた（【旧店名】クッチーナ クレシータ）,茨城県つくば市みどりの中央29-5 ,-,029-886-7896
麺匠 佐吉 イオンモールつくば店,茨城県つくば市稲岡66-1 イオンモールつくば 3F フードコート内,-,-
ラーメン龍郎,茨城県つくば市吾妻3-8-1 吾妻ハイツ105,-,-
炭焼牛たん 東山 トナリエキュートつくば店,茨城県つくば市吾妻1-6-1 トナリエつくばスクエア キュート 3F,-,029-828-5929
ラ タベルネッタ ムラカミ（La Tavernetta MURAKAMI）,茨城県つくば市吾妻3-12-1 ,-,029-828-4977
伝説のすた丼屋 つくば大学店,茨城県つくば市天久保2-2-4 ,-,029-846-3939
つけめん・らーめん活龍 本店（カツリュウ）,茨城県つくば市筑穂1-10-27 ,-,-
ネネチキン&ジョンノハットグ トナリエキュートつくば店,茨城県つくば市吾妻1-6-1 トナリエキュート 1F ,-,-
まる久食堂,茨城県桜川市上野原地新田243-1 ,-,0296-75-1509
珍來 つくば松代店,茨城県つくば市松代1-5-5 ,-,0298-55-0122
ル・スケアクロウ（le Scarecrow）,茨城県つくば市春日3-13-1 ソレイユ高野　１Ｆ,-,029-886-3622
ごえんもん（Goenmon）,茨城県桜川市富士見台1-59 ,-,0296-75-2233
支那そば一真,茨城県つくば市下広岡1055-632 ,-,-
とんかつ酒楽 みやび,茨城県つくば市春日3-20-6 ,-,029-851-9438
Cafe Dining La Luce（カフェ ダイニング ラ ルーチェ）,茨城県つくば市古来1420-1 ,-,029-857-2780
レストラン・アダージョ（Restaurant adagio）,茨城県つくば市上横場436-7 ,-,029-836-7131
櫻井洋菓子店,茨城県つくば市東光台2-10-15 ,-,029-869-6661
いちむら食堂,茨城県つくば市篠崎2125-5 ,-,029-864-0738
松屋 つくば東大通店,茨城県つくば市妻木1768-1 ,-,-
ステーキ宮 筑波学園店（ステーキミヤ）,茨城県つくば市松代2-3-5 ,-,-
タリーズコーヒー 筑波大学附属病院店,茨城県つくば市天久保2-1-1 けやき棟 1F,-,-
肉匠坂井 つくば研究学園店,茨城県つくば市西岡419-1 ,-,029-893-5288
じげもんちゃんぽん つくば梅園店,茨城県つくば市梅園2-25-16 ,-,-
漁火,茨城県つくば市上横場2427-2 ,-,029-838-0445
栄華,茨城県つくば市東光台3-7-10 ,-,-
大元,茨城県つくば市天久保1-6-15 ,-,029-851-1925
つくば食堂 花,茨城県つくば市上野700-5 ,-,029-879-9873
ダヴィッド パン（david pain）,茨城県つくば市牧園7-11 ,-,029-871-1214
麒麟倶楽部（キリンクラブ）,茨城県つくば市研究学園5-2-2 TOCOビル 202,-,029-853-8282
中華そば すずきや,茨城県つくば市上横場2431-5 ,-,-
CAFE 日升庵,茨城県つくば市筑波1221-3 ,-,029-875-8821
サブウェイ イーアスつくば店,茨城県つくば市研究学園C50街区1 イーアスつくば 3F フードコート,-,-
大戸屋 イーアスつくば店,茨城県つくば市研究学園C50街区1 イーアスつくば 1F,-,029-828-8108
果琳 イオンモールつくば店,茨城県つくば市稲岡66-1 イオンモールつくば 1F,-,029-896-6335
刺身和食 旭屋,茨城県土浦市荒川沖6-138 ,-,029-841-0022
季節料理 樂風（らふ　【旧店名：季節料理 しの田】）,茨城県つくば市二の宮3-12-10 ,-,029-858-2220
ペコペコ弁当,茨城県つくば市真瀬479-1 ,-,029-836-3381
マガーリ（magari by NOVAL）,茨城県つくば市島名4370 ,-,029-844-9065
むらさき,茨城県つくば市吾妻1-8-10 BiViつくば 3F,-,029-828-5015
びっくりドンキー つくば中央店,茨城県つくば市小野崎281-9 ,-,029-863-6870
リボン（RIBBON）,茨城県つくば市島名2189 ラフェリアビル 1F,-,不明の為情報お待ちしております
ジンホア つくば松代店,茨城県つくば市手代木261-7 ,-,029-893-3788
Cafe&BURGER MONTANA（カフェ&バーガー モンタナ）,茨城県つくばみらい市台1925-1 ,-,0297-38-7744
つくば麺屋こうじ,茨城県つくば市西大橋698 ,-,-
串焼BAR 千草,茨城県つくば市高見原1-5-22 ,-,029-873-2392
定食 くぅべ,茨城県つくば市上ノ室1662-2 ,-,-
リンガーハット つくばキュート店,茨城県つくば市吾妻1-6-1 つくばクレオスクエア キュート 1F,-,-
国産小麦と天然酵母パン くすもとベーカリー,茨城県つくば市小野崎1665 ,-,029-852-8368
やまびこ弁天,茨城県つくば市西大沼128-4 ,-,-
やすらぎ,茨城県土浦市本郷727-1 ,-,029-862-3499
ブーランジェリー アンアミー（Ｂoulangerie une Amie）,茨城県つくば市学園の森3-21-1 ,-,-
麺工房秋田（めんこうぼうあきた）,茨城県桜川市明日香1-50 ,-,0296-73-5518
スシロー つくば学園の森店,茨城県つくば市学園の森3-1-2 ,-,029-850-3556
八千代,茨城県つくば市古来1614-3 ,-,029-857-8234
トタンコットンカフェ（totan cotton cafe）,茨城県つくば市天久保4-5-17 ,-,-
イタリアン酒場 びすとろ椿々 追越店（いたりあんびすとろさかば ちんちん）,茨城県つくば市天久保1-10-1 ,-,029-879-5040
三由屋菓子店,茨城県桜川市真壁町古城52-1 ,-,0296-55-0724
大はし（おおはし）,茨城県つくば市泊崎209-3 ,-,-
SAKI（サキ）,茨城県つくば市二の宮2-5-19 ,-,029-856-3183
きのこ亭（きのこてい）,茨城県桜川市上野原308-3 ,-,0296-75-5995
Bab Sang（バブサン）,茨城県つくば市西平塚265-1 ,-,070-9181-0468
ドライブイン　中村,茨城県つくばみらい市台281 ,-,-
インド・ネパール料理　ヒマラヤ,茨城県つくば市竹園2-6-1 ,-,029-856-5640
エヌズ カフェ（N's Cafe）,茨城県つくば市竹園1-3-1 ヨークタウンつくば竹園店,-,029-893-4488
はりけんらーめん 南店,茨城県つくば市北中島433-10 ,-,-
炭火や SHINGO,茨城県つくば市研究学園5-13-11 MYU・MYU 2F,-,029-893-4686
CUCINA CONTENTO（クッチーナ コンテント）,茨城県つくば市みどりの中央74-6 エコカル 2F,-,029-875-6240
蕎麦匠 ひなたや,茨城県つくば市学園の森2-16-1 ,-,029-851-5567
BAKERY＆CAFE BRUNO （ベーカリーカフェ ブルーノ）,茨城県つくば市研究学園C50街区1 イーアスつくば アウトモール内,-,-
らーめん　りきまる,茨城県つくば市下原408 ,-,029-836-7170
鮪と米 研究学園店,茨城県つくば市研究学園5-15-9 ,-,029-886-6244
丸源ラーメン つくば店,茨城県つくば市小野崎282-6 ,-,-
デンバープレミアム イオンモールつくば店,茨城県つくば市稲岡66-1 イオンモールつくば 1F,-,-
仲乃茶屋,茨城県つくば市筑波1 筑波山神社,-,-
Casa Nero（カーサ ネロ）,茨城県つくば市今鹿島129-7 ,-,029-895-7104
クレイジースパイス,茨城県つくば市研究学園5-19 ,-,-
増田屋,茨城県つくば市春日2-2-5 ,-,029-851-3223
松乃家（マツノヤ）,茨城県つくば市妻木5-1 ,-,029-852-4477
和幸 イオンモールつくば店,茨城県つくば市稲岡66-1 イオンモールつくば 1F,-,-
築地銀だこ イオンモールつくば店,茨城県つくば市稲岡66-1 イオンモールつくば店 1F,-,029-839-2217
マカパン（Makapan）,茨城県桜川市真壁町塙世183-3 ,-,0296-54-1183
ほまれ菜食堂,茨城県つくば市研究学園4-2-14 エビスタウン 2F,-,029-879-9331
第一屋本店,茨城県つくば市沼田128 ,-,-
アヤカリ亭,茨城県つくば市柴崎1050-1 ,-,-
鳥のや 總本店,茨城県つくば市研究学園5-14-10 ,-,029-893-6380
シェ光輪（シェコウリン）,茨城県つくば市花室991-5 ,-,029-857-6089
佐賀藩　天山荘（さがはんてんざんそう）,茨城県つくば市倉掛1769-7 ,-,-
コーヒーファクトリー  つくば本店（COFFEE FACTORY）,茨城県つくば市千現2-13-1 ,-,-
手打蕎麦　まいえ,茨城県石岡市柴内414-18 ,-,-
ステーキダイニング 星ざき,茨城県つくば市研究学園5-14-3 リベルタビル 2F,-,029-858-1129
山岡家 谷田部店（やまおかや）,茨城県つくば市上横場275-5 ,-,-
つくばらーめん 鬼者語,茨城県つくば市榎戸685-5 ,-,-
寿司処 櫻,茨城県つくば市北条5043-3 ,-,029-867-0838
韓国家庭料理どらじ,茨城県つくば市島172-1 ,-,029-838-5454
和創旬彩たかぼ,茨城県つくば市桜3-8-4 ,-,-
彩鳥鶏（イロトリドリ）,茨城県つくば市研究学園4-2-14 エビスタウン 1F,-,029-828-5269
Cafe Smile Labo（カフェ スマイル ラボ）,茨城県つくば市みどりの中央11-3 ウイングマルシェみどりの 2F,-,050-8892-8722
一年中おでん屋 はなび 本店,茨城県つくば市東新井18-3 ,-,029-851-2214
