店名,住所,電話番号,予約・お問い合わせ
ラーメン伝次平,群馬県高崎市飯塚町1124 ,-,-
ホルモンさわ 中央銀座店,群馬県高崎市寄合町25-9 ,-,027-322-4766
プチール 矢中町店,群馬県高崎市矢中町182-1 ,-,027-347-1502
安兵衛,群馬県高崎市あら町41-1 ,-,027-322-3445
REGOLITH（レゴリス）,群馬県高崎市鞘町62-2 1F,-,不明の為情報お待ちしております
藤花庵,群馬県高崎市上豊岡町351 ,-,027-327-8005
居酒屋 遊膳 美花月（イザカヤ ユウゼン ミカズキ）,群馬県高崎市通町90-13 クロサワビル 1F,-,027-384-4680
高田飯店,群馬県高崎市下大類町725 ,-,027-352-2547
そばはや,群馬県高崎市問屋町1-11-33 ,-,027-363-6160
朋よし,群馬県高崎市吉井町長根1853-4 ,-,027-387-9855
手打ちそば　梅田屋,群馬県高崎市綿貫町455-5 ,-,027-347-2302
新時代 高崎東口店,群馬県高崎市栄町14-1 高崎イースト・センタービル 1F,-,027-388-1698
マクドナルド 倉賀野西店（Mcdonalds）,群馬県高崎市倉賀野町字下新堀392-1 ,-,-
蕎麦処 もりや,群馬県高崎市通町141-6 ,-,-
RUI CAFE（ルイ カフェ）,群馬県高崎市上大類町694-3 ,-,027-368-1324
田舎や,群馬県高崎市菊地町157-7 ,-,027-343-8548
かつ哲 中居店  （かつてつ）,群馬県高崎市中居町1-6-1 ,-,027-352-3464
炭火焼鳥の店 巣の鳥 高崎駅西口店,群馬県高崎市八島町24 ウエスト・アロービル 1F,-,027-384-4456
日高屋 高崎緑町店,群馬県高崎市緑町4-11-4 ,-,027-331-9243
ほるもん　やきにく　はな,群馬県高崎市連雀町55-5 山水苑ビル1F,-,027-327-2752
スワンナプーム,群馬県高崎市八千代町1-17-8 八千代ビル,-,080-6622-3773
中華居酒屋 龍翔,群馬県高崎市八島町275 ,-,027-386-3199
ケンタッキーフライドチキン 高崎OPA店,群馬県高崎市八島町46-1 ,-,027-310-1603
cafe & BAR ESSENCE（カフェ＆バー　エッセンス）,群馬県高崎市通町34 イッコウビル　1F,-,027-324-5755
このえパン,群馬県高崎市本町117 ,-,-
エムズ カレント（M's cafe Current）,群馬県高崎市あら町89 ,-,027-324-0088
華龍飯店 高崎江木店（カリュウハンテン）,群馬県高崎市江木町332-3 ,-,027-328-7922
らーめん・ぎょーざ たつき,群馬県高崎市金古町2375 ,-,-
スイーツ&バー ザ フォース（SWEETS&BAR THE4TH）,群馬県高崎市連雀町104 スズメビルヂング 1F,-,不明の為情報お待ちしております
麺処 たまりや,群馬県高崎市福島町802-6 ,-,-
珈琲哲學 緑町店（珈琲哲学 コーヒーテツガク）,群馬県高崎市緑町1-29-10 ,-,027-370-6300
がブリチキン。 高崎駅前店,群馬県高崎市砂賀町93 東光堂ビル 1F,-,027-327-0538
ジョイフル 群馬玉村店（Joyfull）,群馬県佐波郡玉村町大字下新田504-1 ,-,0270-50-1177
ゆうき,群馬県高崎市柳川町22 ,-,027-326-9984
天婦羅割烹 芳村（よしむら）,群馬県高崎市飯塚町1543-14 ,-,027-364-4656
榛名温泉ゆうすげ元湯内レストランはるな,群馬県高崎市榛名湖町846-3 ,-,027-374-9211
リンツ ショコラ ブティック＆カフェ 高崎オーパ店,群馬県高崎市八島町46-1 高崎オーパ 2F,-,-
銘品館,群馬県高崎市八島町222 ,-,027-327-7277
八幡庵,群馬県安中市板鼻14-9 ,-,-
どさん子大将  高崎店,群馬県高崎市緑町1-1-22 ,-,027-361-0892
ピッツェリア　デラチッタ（PIZZERIA Della Citta ）,群馬県高崎市新保町35-1 ,-,027-381-8051
大勝園,群馬県高崎市新町2436-18 ,-,0274-42-2510
タゴスタジオタカサキ（TAGO STUDIO TAKASAKI）,群馬県高崎市あら町5-3 石井マンション 2F,-,-
もつ鍋わっか,群馬県高崎市飯塚町1224-1 ,-,027-363-2331
スウィートバジル 群馬町店（イタリアンレストラン　スウィートバジル　群馬町店）,群馬県高崎市菅谷町20-234 ドンキーハウス　１Ｆ,-,027-372-5768
銀座（ギンザ）,群馬県高崎市八島町70 高崎ワシントンホテルプラザ ラ・メルセビル 12F,-,027-324-2603
米沢亭 はなれ,群馬県高崎市上中居町45-1 ,-,027-326-9987
星乃珈琲店 高崎上大類店（ホシノコーヒーテン）,群馬県高崎市上大類町842-1 ,-,-
ホテルワンツースリー 高崎（ホテル1-2-3）,群馬県高崎市栄町2-23 ,-,027-321-0123
登利平 イーサイト高崎店,群馬県高崎市八島町222 イーサイト高崎 2F,-,027-381-5454
FAT DAY（ファット デイ）,群馬県高崎市緑町2-1-8 ,-,027-386-2577
マクドナルド 玉村とりせん店（McDonald's）,群馬県佐波郡玉村町飯島280 ,-,0270-50-1130
Royal Curry（ロイヤル カリー）,群馬県高崎市檜物町157 ,-,027-395-0718
プラリネ 小鳥店（Boulangerie Praline）,群馬県高崎市下小鳥町67-5 ,-,027-363-8258
暮らす和食 のぼる,群馬県高崎市通町77 ワシントンビル 1F西,-,027-388-0288
寺田精肉店 本店,群馬県高崎市鍛冶町35 ,-,027-322-5979
五十番,群馬県高崎市石原町505-8 ,-,027-323-9842
お昼と夜し（おひとよし）,群馬県高崎市西島町56-3 ,-,027-315-8611
田舎料理しおん,群馬県高崎市八島町222 高崎モントレー 5F,-,027-327-8388
ナチュレルマン（Ｎａｔｕｒｅｌｌｅｍｅｎｔ）,群馬県高崎市金古町2340-5 ,-,027-329-6819
倉渕川浦温泉 はまゆう山荘,群馬県高崎市倉渕町川浦27-80 ,-,-
そば芳,群馬県高崎市通町90-13 黒沢ビル 1F,-,0273-86-3615
コタマブルワリー,群馬県高崎市本町117-3 ,-,-
おしお,群馬県高崎市問屋町西1-7-1 ,-,027-364-2580
リングロード（Ring Road）,群馬県高崎市筑縄町47-10 ,-,027-395-4264
八兵衛,群馬県高崎市旭町21-1 平和パーク 1F,-,027-386-2096
エーピージー カフェ（APZ cafe）,群馬県高崎市南大類町993-2 ,-,-
鈴与し,群馬県高崎市鶴見町11-1 ,-,027-322-4855
角田製菓　高崎インター店,群馬県高崎市西島町92-2 ,-,027-352-2141
麺八,群馬県高崎市矢中町668-1 ,-,-
やきとり 清水,群馬県高崎市連雀町11-2 ,-,027-388-9129
旬菜料理 秀（ヒデ）,群馬県高崎市下室田1505-1 ,-,090-4942-6021
高崎カレーム 本店（CAREME）,群馬県高崎市上並榎町1134-1 ,-,027-362-8672
ビストロ ショコラ（Bistro Chocolat）,群馬県高崎市鞘町59-2 ,-,027-325-6685
水沢うどん 水香苑 高崎モントレー店,群馬県高崎市八島町222 高崎モントレー 5F,-,027-386-6234
炭焼き成吉思汗 いし田（いしだ）,群馬県高崎市中紺屋町23-1 ,090-8518-5577,050-5596-2048
Bonheur 高崎健康管理センター,群馬県高崎市矢中町188 ３階,-,027-352-1111
麺蔵 高崎問屋町店（MENZO）,群馬県高崎市緑町4-2-2 ,-,027-386-8998
KETTLE,群馬県高崎市上並榎町271-5 ,-,027-368-2759
峠の釜めし おぎのや 高崎売店（荻野屋）,群馬県高崎市島野町987 ,-,-
AQUA Table（アクアテーブル）,群馬県高崎市飯塚町381-2 ,-,027-384-3117
バー・グレンキース（Bar Glen keith）,群馬県高崎市八島町20 淡路ビル 203,-,-
はんばーぐの森,群馬県高崎市下小鳥町409-1 ,-,027-329-6042
竜の髭 ramen-labo,群馬県高崎市新保町1566-2 ,-,-
ブーランジェリー サイ（Boulangerie Sai）,群馬県高崎市和田多中町398-2 ,-,027-335-6161
でいたらぼっち,群馬県高崎市柴崎町622-3 ,-,-
三和食堂,群馬県佐波郡玉村町上飯島260 ,-,0270-65-2370
食亭つかさ,群馬県高崎市足門町836 ,-,027-373-0295
みのや,群馬県安中市板鼻120-1 ,-,027-381-1615
まる兵ラーメン 高崎店,群馬県高崎市檜物町152-1 ,-,-
キッチン あまとり,群馬県高崎市通町87-2 ,-,080-9551-8987
ブロート,群馬県佐波郡玉村町下新田226-2 ,-,0270-65-2768
びっくりドンキー 高崎店（びっくりドンキー　高崎店）,群馬県高崎市上大類町876-1 ,-,027-345-7500
今万人珈琲   高崎本店,群馬県高崎市緑町1-28-7 ,-,027-381-5130
旬菜・お蕎麦　樹庵（じゅあん）,群馬県高崎市西島町402-1 ,-,027-386-2403
上州大判焼 えん,群馬県高崎市大八木町622-1 スーパービバホーム高崎(フードコート内),-,027-362-6060
酒処　肴,群馬県高崎市中紺屋町23 ,-,027-328-6623
SO（ソ）,群馬県高崎市下小鳥町66-12 ,-,027-395-0825
築地寿司岩 高崎高島屋店（つきじすしいわ）,群馬県高崎市旭町45 高崎タカシマヤ,-,027-325-9772
萬年家（まんねんや）,群馬県高崎市下室田町1103 ,-,027-374-0042
牧野酒造,群馬県高崎市倉渕町権田2625-1 ,-,027-378-2011
喫茶コンパル,群馬県高崎市鞘町62 ,-,-
おもてなし処 小栗（オグリ）,群馬県高崎市倉渕町三ノ倉296-1 道の駅 くらぶち小栗の里 1F,-,027-384-8282
麺処 湊生,群馬県高崎市八島町32-7 三笠第三ビル 1F,-,-
吉野家 高崎上大類町店,群馬県高崎市上大類町1018 ,-,-
シュヴァイン（Beckerei & Konditorei Schwein）,群馬県高崎市中居町1-7-5 ,-,027-353-8575
登利平 高崎モントレー店（トリヘイ）,群馬県高崎市八島町222 高崎モントレー 5F レストラン街,-,-
もつ次郎 高崎上中居町店,群馬県高崎市上中居町176-1 ,-,-
海鮮どんさん亭 高崎店,群馬県高崎市貝沢町359-1 ,-,027-365-2261
茶蔵坊 高崎日高店（サクランボウ）,群馬県高崎市日高町437-1 ,-,027-386-2532
そばっ喰ひ（ソバックイ）,群馬県高崎市石原町2471 ,-,027-325-0670
海鮮ダイニング美喜仁館 高崎店（カイセンダイニング ビキニカン）,群馬県高崎市貝沢町1273-1 ,-,027-364-3377
和膳 八ひろ,群馬県高崎市連雀町138 FACE-Rビル 2F,-,027-395-4736
手打ちうどん　いま井や,群馬県藤岡市上大塚1425 ,-,不明の為情報お待ちしております
シアター カフェ レストラン（Theater CAFE&RESTAURANT）,群馬県高崎市栄町9-1 ,-,027-328-2019
中華蕎麦 おかむ（【旧店名】麺屋 まさき）,群馬県高崎市昭和町3-1 シャルマンコーポ高崎 1F,-,-
丸晴,群馬県高崎市下室田町876 ,-,-
角田製菓 本店（つのだせいか）,群馬県高崎市大沢町231-8 ,-,027-353-6006
セゾン・ド・はるな,群馬県高崎市榛名湖町847 ホテル＆レストラン　セゾン・ド・はるな,-,027-374-9611
焼肉 手打ちそば 栄養亭,群馬県高崎市倉賀野町2875 ,-,027-346-6100
ボンパパ（Boulangerie Bon PAPA）,群馬県高崎市上並榎町114-2 ,-,027-363-0143
チャイニーズファン 高崎タカシマヤ店,群馬県高崎市旭町45 高崎タカシマヤ 6F,-,027-321-7576
セレンディップ イーサイト高崎店（Serendip）,群馬県高崎市八島町222 イーサイト高崎 2F,-,-
フード ボート 高崎オーパ店（FOOD BOAT）,群馬県高崎市八島町46-1 高崎オーパ 7F,-,-
ラーショマルミャー 高崎店,群馬県高崎市上豊岡町875-1 ,-,-
ファーマーズエッグキッチン 高崎店（farmers egg kitchen）,群馬県高崎市八島町46-1 高崎オーパ 7F,-,027-386-9890
アオラキカフェ（AORAKI CAFE）,群馬県高崎市和田町10-9 ,-,-
中華ダイニング 海菜楼,群馬県高崎市貝沢町1185-3 ,-,027-315-1400
すき家 群馬吉井町店,群馬県高崎市吉井町池46-4 ,-,非公開
手打ちうどん フジサン 福舞製麺所,群馬県高崎市宮元町205 ザウルスワンビル1階,-,-
マガッヅィーノ,群馬県高崎市問屋町4-7-1 ,-,027-364-1447
マクドナルド 17号高崎店（McDONALD'S）,群馬県高崎市緑町1-1-16 ,-,027-363-1031
コメダ珈琲店 高崎飯塚店,群馬県高崎市飯塚町439-1 ,-,027-388-9280
関越ハイランドゴルフクラブ,群馬県高崎市吉井町長根2718 ,-,027-387-4521
本坊,群馬県高崎市榛名山町183 ,-,027-374-9048
馳走CO-JIRO（コジロウ）,群馬県高崎市八千代町1-12-5 仲沢ビル 1F,-,027-384-3874
CAFE 紅うさぎ（カフェ ベニウサギ）,群馬県高崎市相生町20 ,-,027-386-8691
生そば　かわぐち（大高麺類組合）,群馬県高崎市並榎町91-7 ,-,027-361-5454
ラプス,群馬県高崎市吉井町池41 ,-,027-387-4047
ロマンス亭,群馬県高崎市榛名湖町848 ,-,027-374-9217
ミリオン洋菓子店 倉賀野店,群馬県高崎市倉賀野町908 ,-,027-320-2686
一期一会,群馬県高崎市吉井町池2062-1 ,-,-
たこ顔　 高崎矢中店,群馬県高崎市矢中町634-1 ,-,027-347-1914
魅惑の白米,群馬県高崎市吉井町吉井547-3 ,-,027-388-0368
御食事処 颯（SOU）,群馬県高崎市吉井町吉井川647-1 ,-,070-1290-0801
松屋 高崎下之城店,群馬県高崎市下之城町177-4 ,-,-
萬来軒別館,群馬県高崎市請地町13 ,-,027-322-4686
ザ ジョージアンハウス カフェ 高崎タカシマヤ店（THE GEORGIAN HOUSE CAFE）,群馬県高崎市旭町45 高崎タカシマヤ 2F,-,027-327-1111
ビービーミツリット（Bee-Beemitsuritto）,群馬県高崎市片岡町3-2228 ,-,027-322-7579
孝鮨  （こうずし）,群馬県高崎市高関町377-6 ,-,027-324-0769
富意家（トミイヤ）,群馬県高崎市飯塚町41-8 ,-,-
まちかどベーカリー（MACHIKADO BAKERY）,群馬県高崎市福島町740-3 ,-,027-386-9522
RED！MONSTER 高崎店（レッドモンスター）,群馬県高崎市問屋町1-11-30 ,-,027-370-6000
やたい家,群馬県高崎市通町63 ,-,027-321-3882
焼肉 恵比寿,群馬県高崎市南町9-14 ,-,090-2226-2442
三千代,群馬県高崎市箕郷町生原1226-1 ,-,027-371-5058
茶々,群馬県高崎市鶴見町5-1 ,-,027-322-2070
イオンスタイル 高崎駅前（AEON STYLE）,群馬県高崎市八島町46-1 高崎オーパ 1F,-,-
Lemonade BY Lemonica 高崎opa店,群馬県高崎市八島町46-1 高崎オーパ 7F,-,-
福ベーグル 高崎店,群馬県高崎市中居町1-7-4 ,-,-
デルムンド,群馬県高崎市通町141-3 ,-,-
はらっぱ 高崎駅東口店,群馬県高崎市栄町14-4 ,-,-
朝鮮飯店 高崎東口店,群馬県高崎市東町9-4 ,-,027-328-2983
ジュッテンニイサン,群馬県高崎市通町138-1-3 ,-,不明の為情報お待ちしております
シャトレーゼ 高崎貝沢店,群馬県高崎市貝沢町1427-1 ,-,027-370-4088
信州そば処 そじ坊 高崎モントレー店,群馬県高崎市八島町222 高崎モントレー 5F レストラン街,-,027-310-2070
グリル ねんりん,群馬県高崎市飯塚町409-2 ,-,-
移転割烹のり弁 はれとけ移転前の店舗情報です。新しい店舗は割烹のり弁 はれとけをご参照ください。,群馬県高崎市貝沢町599-1 ,-,-
利伸,群馬県高崎市正観寺町320-3 ,-,-
東池袋 大勝軒 高崎吉井店,群馬県高崎市吉井町池1567-1 ,-,-
はま寿司 高崎問屋町店,群馬県高崎市問屋町1-10-20 ,-,-
本格焼酎バー おかだ家（オカダヤ）,群馬県高崎市あら町57 ,-,027-322-5110
セブンイレブン 高崎駅東口店,群馬県高崎市栄町16-11 ,-,-
タリーズコーヒー ウニクス高崎店,群馬県高崎市飯塚町1150-5 ,-,不明の為情報お待ちしております
鶏白湯泡ramen たまき（トリパイタンアワラーメン タマキ）,群馬県高崎市砂賀町24-1 ,-,-
伊東屋珈琲 高崎店,群馬県高崎市本町120 ,-,-
一合舎,群馬県高崎市棟高町717-1 ,-,-
La Piece（ラピエス）,群馬県高崎市田町119-1 シティハイム田町 1F,-,027-335-6668
マクドナルド 東高崎店,群馬県高崎市上大類町931 ,-,027-353-3528
吉野家 高崎飯塚町店,群馬県高崎市飯塚町475-1 ,-,027-370-8066
旬庭 陽ぐらし,群馬県高崎市あら町222 ,-,027-386-3755
天ぷら 剣崎,群馬県高崎市剣崎町233-3 ,-,-
希望の丘,群馬県高崎市鼻高町1523-1 ,-,027-386-3081
鰻の成瀬 高崎店,群馬県高崎市東町69-6 ,-,080-7730-4919
しゃぶ葉 群馬町店,群馬県高崎市中泉町531 ,-,-
山岡家 高崎西店（やまおかや）,群馬県安中市板鼻80-1 ,-,-
ひょうたん山,群馬県高崎市寄合町10 ,-,027-325-8831
みやもと,群馬県高崎市榛名山町181 ,-,027-374-9555
麺家 おとみ,群馬県高崎市中居町4-7-5 ,-,-
リボルノ,群馬県高崎市貝沢町1250-1 ,-,027-362-7700
えびす弁当,群馬県高崎市石原町3946-2 ,-,027-326-1758
パリジャン（Parisien）,群馬県高崎市吉井町矢田126-1 ,-,027-387-6753
はたお商店,群馬県高崎市棟高町1675-253 ,-,-
いとをかし。,群馬県高崎市連雀町122 ,-,027-388-0126
やきとりひろしの店　結,群馬県高崎市通町143-6 ,-,027-321-4811
みくに食堂,群馬県高崎市棟高町511-1 ,-,-
壱丁目壱番地北の駅 高崎店,群馬県高崎市大橋町48-1 ,-,-
炉 さかいの,群馬県高崎市上通町64 ,-,027-324-6166
トラットリア ラウライタリコ,群馬県高崎市井野町1009-4 ,-,027-381-8787
UNOイタリアーノ,群馬県高崎市下中居町110-9 ,-,0273-86-8305
九十九,群馬県高崎市通町93-21 ,-,027-327-9109
かつサンド工房 PANTON,群馬県高崎市中尾町699 ,-,027-370-1230
清水十割 そばいち 高崎総本店（せいすいじゅうわり そばいち）,群馬県高崎市島野町1036-1 ,-,027-350-9123
アジアン カフェ 高崎店（Asean Cafe）,群馬県高崎市田町97-1 萬利ビル 1F,-,027-388-9898
ハニーラバープレミアムストア（HONEY LOVER PREMIUM）,群馬県高崎市八島町222 E'site高崎 2F 群馬いろは,-,027-388-8710
甲賀米粉たい焼き 高崎店,群馬県高崎市下小鳥町67-10 ,-,070-4112-2146
パンまる,群馬県高崎市飯塚町382 ,-,027-362-4337
陽気軒（ヨウキケン）,群馬県高崎市吉井町塩川37-4 ,-,027-387-7082
まるぶし　とんや,群馬県高崎市問屋町西1-7-1 1F,-,-
ザ セカンド（THE SECOND）,群馬県高崎市通町90 矢島ビル B1F,-,027-324-4812
梅屋（うめや）,群馬県高崎市箕郷町善地925-6 ,-,027-371-0141
ノアール・カフェ（NOiR CAFE）,群馬県高崎市上中居町1700 ,-,-
まじん,群馬県高崎市下横町13-1 ,-,不明の為情報お待ちしております
ホドリ,群馬県高崎市柳川町1 ,-,027-325-4064
久兵衛屋 高崎上並榎ハナミズキ通り店,群馬県高崎市上並榎町14-1 ,-,-
すみれ食堂,群馬県高崎市宮元町2 ,-,027-322-5314
延寿亭,群馬県高崎市榛名山町184 ,-,-
炙り屋 田中,群馬県高崎市栄町12-8 ,-,027-386-4388
ベックス コーヒー ショップ 高崎新幹線店（BECK'S COFFEE SHOP）,群馬県高崎市栄町1-25 ＪＲ高崎駅新幹線改札 新幹線待合室,-,-
寿し真,群馬県高崎市中尾町273-8 ,-,027-388-0686
ＲＡＩＮＥ（らいね）,群馬県高崎市南町8-9 ,-,027-321-5677
アイリッシュ温泉,群馬県高崎市本町99 ,-,027-324-5120
ワイタリアティガ 矢中店（WAITARIA TIGA）,群馬県高崎市矢中町181-1 ,-,027-381-5926
ホテルメトロポリタン 高崎（HOTEL METROPOLITAN TAKASAKI JR-EAST）,群馬県高崎市八島町222 JR高崎駅,-,027-325-3311
夢SOBA,群馬県高崎市柴崎町1258-3 ,-,不明の為情報お待ちしております
モン・セルヴァン（Mont Cervin）,群馬県高崎市井野町360-10 ヨシダハイツ101,-,027-365-5133
中国料理　四川（SHISEN）,群馬県高崎市中豊岡町16 ,-,027-327-4000
松屋 高崎南大類店,群馬県高崎市南大類町915-1 ,-,070-3821-0777
ボンジョルノ 新クッチーナ店,群馬県高崎市西島町131-2 ,027-352-1255,-
山岡家 高崎倉賀野店（やまおかや）,群馬県高崎市倉賀野町2915-1 ,-,-
サンガム（SANGAM）,群馬県高崎市中居町2-6-25 ,-,027-386-4846
タンポポ 長坂牧場内工場・直売店（tanpopo）,群馬県高崎市鼻高町1380 ,-,-
麺家かもん 棟高店,群馬県高崎市棟高町1802-17 ,-,-
とんかつ美多,群馬県高崎市上中居町1489-5 ,-,027-352-7198
う玉屋,群馬県高崎市新保町1714-6 ,-,-
喫茶 メルト（melt）,群馬県高崎市日高町424 ,-,027-386-2464
牛たん焼肉 タンじろう,群馬県高崎市栄町1-1 LABI1高崎 5F,-,027-388-0005
茶フェ ちゃきち 高崎モントレー店,群馬県高崎市八島町222 高崎モントレー 2.5F,-,-
極濃湯麺 フタツメ 八千代店,群馬県高崎市八千代町1-12-7 ,-,-
ドミノ・ピザ 高崎南町店（Domino's Pizza）,群馬県高崎市南町3-1 シティライフBILLS,-,027-345-7750
パークイン高崎,群馬県高崎市九蔵町31-1 ,-,-
進龍,群馬県高崎市吉井町馬庭731-1 ,-,027-388-5258
おちょこ,群馬県高崎市連雀町38 ,-,080-5422-3171
スペイン料理とワイン アリオンダス,群馬県佐波郡玉村町角渕4338-5 ,-,0270-27-5743
小幡郷ゴルフ倶楽部,群馬県甘楽郡甘楽町小幡1535 ,-,0274-74-6161
ASLI（アスリ）,群馬県高崎市通町135 ,-,027-325-5415
ぎょうざの満州 イーサイト高崎店,群馬県高崎市八島町222 イーサイト高崎 1F,-,-
四川料理 福来,群馬県高崎市栄町2-18 ,-,027-386-2675
スシロー 高崎南店,群馬県高崎市下之城町287-1 ,-,027-310-5800
ミスタードーナツ 高崎東ショップ,群馬県高崎市高関町56-1 ,-,027-325-8636
ウェンディーズ・ファーストキッチン 高崎店（Wendy's First KITCHEN）,群馬県高崎市貝沢町747-1 ,-,027-386-9650
ダンニャバード 高崎西口店,群馬県高崎市あら町2-1 ,-,027-323-1223
和蘭ししがしら（オランダシシガシラ）,群馬県高崎市栄町12-17 TAMONZ 1F,-,027-395-4496
幸楽苑 高崎柴崎店,群馬県高崎市柴崎町844-32 ,-,-
台湾料理 福ちゃん食堂,群馬県高崎市浜川町145-17 ,-,027-344-4299
RED ROOM rooftop & grill（レッドルーム）,群馬県高崎市栄町22-30 ,-,027-310-2211
たばちょ,群馬県高崎市連雀町65-4 文開堂ビル 1F,-,027-329-6244
なかじゅう亭 高崎オーパ店,群馬県高崎市八島町46-1 高崎オーパ 7F,-,-
おめで鯛焼き本舗 高崎並榎店,群馬県高崎市並榎町49-1 ,-,027-365-4600
とみや菓子店,群馬県高崎市新町2500 ,-,0274-42-1428
蕎麦一,群馬県高崎市島野町307 ,-,027-352-3711
酉こう,群馬県高崎市柳川町74 ２ndBOX,027-321-2288,050-5595-7498
アートマルシェ,群馬県高崎市高松町35-1 高崎市役所 21F,-,027-329-5775
シーラックパル高崎,群馬県高崎市浜尻町556-1 ,-,027-365-5586
栄寿亭（エイジュテイ）,群馬県高崎市あら町7-1 ,-,027-322-2740
生そば 恵比寿屋,群馬県高崎市若松町1-6 ,-,-
太洋軒,群馬県高崎市下室田町856-4 ,-,027-374-0098
ロイヤルホスト 高崎駅前店,群馬県高崎市東町56-1 ,-,-
らーめん ともや 高崎下之城店,群馬県高崎市下之城町176-21 ,-,027-328-2199
萬年屋,群馬県高崎市八島町117-3 萬年屋ビル 1F～3F,027-326-2424,050-5571-0630
ごはん処 ごぜん屋,群馬県高崎市栄町1-1 LABI1 高崎 5F ,-,不明の為情報お待ちしております
鮨 小野瀬,群馬県高崎市上小塙町515-7 ,-,027-340-7322
ホテル ココ・グラン 高崎,群馬県高崎市東町3-5 ,-,027-320-1155
ポワール 高崎店,群馬県高崎市飯塚町475-3 ,-,-
CoCo壱番屋 高崎下之城店（ココイチバンヤ）,群馬県高崎市下之城町178-1 ,-,027-328-8246
いろは,群馬県高崎市八島町222 Esite高崎 2F,-,-
グランダム,群馬県佐波郡玉村町上之手2025-7 ,-,0270-50-3635
ホルモンぐう,群馬県高崎市福島町709-1 ,-,027-372-8989
味の正屋 八千代店（【旧店名】むーみん）,群馬県高崎市八千代町4-14-3 ,-,027-326-9657
Greenpoint by Bedford Cafe（グリーンポイント）,群馬県高崎市西島町113-1 ,-,027-329-6110
こづち,群馬県高崎市あら町57 ,-,027-325-4561
秀膳,群馬県高崎市八千代町2-7-15 ,-,-
あづきや,群馬県高崎市寺尾町962-8 ,-,027-325-0883
西口18番,群馬県高崎市八島町70-29 幸和ビル 1F,-,-
そば処うちだ,群馬県高崎市南大類町957 ,-,-
馳走屋 魚喜（うおき）,群馬県高崎市東中里町188-5 ,-,027-347-7573
中国レストラン 雪園,群馬県高崎市緑町3-1-20 ホテルナガイ 1F,-,027-362-2626
清華軒,群馬県高崎市箕郷町上芝405-5 ,-,-
江戸吉寿司,群馬県高崎市羅漢町7 ,-,027-322-3413
スロータイム（SLOW TIME）,群馬県高崎市鞘町82 2F,-,027-325-3790
駅弁屋 上州 2号店,群馬県高崎市栄町1-25 JR高崎駅,-,-
サーティワンアイスクリーム イーサイト高崎店,群馬県高崎市八島町222 イーサイト高崎 2F,-,-
岡文吾商店,群馬県高崎市上小塙町1018-4 ,-,027-344-0211
山水苑,群馬県高崎市連雀町55-5 ,-,027-324-5426
SUNNY KITCHEN（サニーキッチン）,群馬県高崎市上大類町910-1 ,-,027-352-0117
正道軒,群馬県高崎市上並榎町162 ,-,-
クレープ モミリーウィッチ,群馬県高崎市井野町995-1 ,-,027-363-7606
來來（ライライ）,群馬県高崎市柳川町35 ,-,027-326-4265
上州山賊麺 大大坊（上州山賊麺 ダイダラボウ）,群馬県高崎市通町20-1 ,-,-
とんかつ あじろ,群馬県高崎市緑町1-11-4 ,-,-
和人良,群馬県高崎市宮元町229 大手前ハイツ 1F,-,027-322-2113
カフェ水月,群馬県高崎市榛名湖町847 ,-,027-374-9128
うなぎ一樹,群馬県高崎市片岡町3-10-14 高崎ビジネスホテル 1F,-,027-326-7250
レヴァンテ,群馬県高崎市江木町1498 ,-,027-328-4693
美ゆき食堂,群馬県高崎市新町3037-1 ,-,0274-42-1337
微笑庵,群馬県高崎市剣崎町1064-2 ,-,027-343-3026
上州地鶏鶏yasu,群馬県高崎市金井淵町123-7 ,-,027-386-3901
麺家 匠（めんや たくみ）,群馬県高崎市あら町2-3 ,-,-
レストランSR50（レストラン エスアールゴジュウ）,群馬県高崎市中居町2丁目4-22 ,-,027-352-4145
五番館,群馬県高崎市通町41-1 ,-,027-395-4526
榛名十文字うどん 本店,群馬県高崎市十文字町西の原1419-1 ,-,-
だるま食堂（【旧店名】ラーメンの店大栄龍）,群馬県高崎市飯塚町 355-3 ,-,-
香妃園,群馬県高崎市竜見町80 ,-,027-325-4108
せんや 高崎インター店,群馬県高崎市西島町49-1 ,-,027-353-5561
藤乃屋,群馬県富岡市内匠166-2 ,-,0274-63-3068
トラットリア・バンビーナ 中居店,群馬県高崎市中居町3-7-19 ,-,-
支那そば なかじま,群馬県高崎市飯塚町1190-4 東金井県営住宅　１Ｆ,-,-
たけし家,群馬県高崎市柳川町69-2 ,-,027-322-9181
オーベルジュ ザ レーサム,群馬県安中市安中5853 ,-,027-382-5151
グラシエ・バル TAKASAKI,群馬県高崎市東町80-7 グランドキャニオン 1F,-,090-3807-0157
ゆでた亭うどん太郎,群馬県高崎市下小鳥町67-5 ,-,070-8953-5962
大陸,群馬県高崎市吉井町吉井川737 ,-,027-387-2327
朝鮮飯店 高前バイパス店,群馬県高崎市問屋町西1-11-1 ,-,027-362-2040
輝鮨,群馬県高崎市本町36 ,-,027-326-0123
イタリア料理 エ・ヴィータ,群馬県高崎市檜物町104 ハイツ近藤 1F,-,027-322-3345
027りょうり つのぐむ（OTSUNARYORI TSUNOGUMU）,群馬県高崎市連雀町10 ,-,027-335-9771
フルーツパーラーSunei（サンエイ）,群馬県高崎市鞘町1-1 スズラン百貨店高崎店 2F,-,-
叶家（かのうや）,群馬県高崎市下小鳥町194-4 ,-,027-364-4474
