店名,住所,電話番号,予約・お問い合わせ
海鮮料理 よつや,群馬県前橋市天川大島町1-13-16 大川ビル 1F,-,050-8890-5418
ステーキ宮 前橋東部店,群馬県前橋市東片貝町719-1 ,-,-
山屋蒼月,群馬県前橋市苗ヶ島町1432-2 ,-,027-283-5211
らーめん つの旨（ラーメンツノウマ）,群馬県前橋市関根町2-23-2 ,-,-
CLOVER,群馬県前橋市西大室町2422-2 ,-,090-6142-9215
らーめん ばる ととや,群馬県前橋市五代町486-1 ,-,027-269-9801
翔鶴（ショウカク）,群馬県前橋市関根町2-7-13 ,-,-
大村 関根町店,群馬県前橋市関根町474-6 ,-,027-233-5235
山田うどん 江田町店,群馬県前橋市江田町577-1 ,-,027-253-6702
そば処　一路,群馬県前橋市ヌデ島町131-4 ,-,027-265-0721
いっちょう  前橋六供店（一銚）,群馬県前橋市六供町661 ,-,027-226-7878
五右衛門 前橋店,群馬県前橋市元総社町190-1 ,-,027-280-4185
らーめん ともや 前橋本店,群馬県前橋市東大室町113-1 ,-,-
大川屋本店（おおかわやほんてん）,群馬県前橋市千代田町3-6-11 ,-,-
プレシャス ビュッフェ イオンモール高崎店（PRECIOUS BUFFET）,群馬県高崎市棟高町1400 イオンモール高崎 1F,-,027-310-4012
ベーカリー ハウス ドンキー（BAKERY HOUSE Donkey）,群馬県前橋市南町1-16-18 タウンハイツ近藤 1F,-,027-221-8623
ふるしゅ 道の駅まえばし赤城店,群馬県前橋市田口町36 道の駅 まえばし赤城,-,-
登利平 東支店,群馬県前橋市上泉町1228-1 ,-,027-269-8886
ペッパーランチ ジョイホンパーク吉岡店（Pepper Lunch）,群馬県北群馬郡吉岡町大久保364-1 ジョイホンパーク吉岡 2F,-,-
とんこう,群馬県前橋市千代田町5-13-9 ,-,027-232-0775
台湾料理 興福順,群馬県前橋市関根町2-15-5 ,-,027-888-9602
風河（Fugue）,群馬県前橋市千代田町3-12-10 前橋文学館 1F,-,027-237-5005
ブレッドガーデン イオンモール高崎店,群馬県高崎市棟高町1400 ,-,027-310-9544
DINING Ben（ベン）,群馬県前橋市本町2-11-5 ひろしま酒店 2F,-,027-223-0820
隆橋飯店 大胡店（リュウキョウハンテン）,群馬県前橋市茂木1078-1 ,-,027-283-6188
ドッグカフェ &ME（アンドミー）,群馬県前橋市富士見町石井2252-1 世界の名犬牧場,-,027-288-1661
Cou屋,群馬県前橋市富士見町皆沢315-73 ,-,027-289-0849
餃子の王将 前橋三俣店,群馬県前橋市三俣町3-12-21 ,-,-
アカリトモル,群馬県前橋市上細井町2316-4 SKビルＦ１,-,027-212-7484
百年味噌ラーメン マルキン本舗 高崎店,群馬県高崎市大沢町248-8 ,-,-
そばひろ,群馬県前橋市大友町3-24-11 ,-,027-254-4187
ジロー,群馬県前橋市富士見町時沢1858-29 ,-,027-288-4576
かばや,群馬県前橋市荒牧町582 ,-,027-234-7066
生そば 近留（きんとめ）,群馬県前橋市本町1-15-10 ,-,027-221-9745
めん茶屋,群馬県前橋市国領町2-2-8 ,-,-
ケンタッキーフライドチキン 高前バイパス店,群馬県高崎市中尾町1421-1 ,-,027-290-1727
わぬき屋,群馬県前橋市田口町36 道の駅まえばし赤城,-,-
五味五香（ゴミゴコウ）,群馬県前橋市総社町総社2014-5 ,-,-
CoCo壱番屋 前橋荒牧店（ココイチバンヤ）,群馬県前橋市荒牧町805-1 ,-,027-235-3321
スターバックスコーヒー パワーモール前橋みなみ店,群馬県前橋市新堀町938 パワーモール前橋みなみ,-,027-290-3550
Cafe&Bar Wish（ウィッシュ）,群馬県前橋市西片貝町1-295-12 ,-,027-226-1356
原点 天川店,群馬県前橋市天川大島町4-1 ,-,非公開
カフェ ル ココン（Café Le Cocon）,群馬県前橋市千代田町3-2-12 ,-,027-888-6138
リストランテ ラッフィナート（ristorante Raffinato）,群馬県前橋市上細井町1962-1 ,-,027-289-5882
龢（nagi）,群馬県前橋市千代田町3-12-9 ライオンズマンション前橋千代田町１F,-,027-288-0518
ふくふく二の宮食堂,群馬県前橋市二之宮町279 ,-,-
板門亭吉岡,群馬県北群馬郡吉岡町大字大久保1976-5 ,-,0279-55-0897
グランボワ,群馬県前橋市川原町531-10 ,-,027-231-5656
ふく成,群馬県前橋市千代田町2-10-13 ,-,027-219-2929
GGC 前橋小相木店（ジージーシー）,群馬県前橋市小相木町580-1 ,-,027-289-4903
ローストビーフ丼 やまと イオンモール高崎フードコート,群馬県高崎市棟髙町1400 イオンモール高崎 3F フードコート,-,027-388-1419
産直ゆうあい館,群馬県前橋市富田町2400-1 ,-,027-261-5811
ケンタッキーフライドチキン フレッシュモールあらまき店（KFC）,群馬県前橋市荒牧町835 ,-,027-230-1425
ステーキ・海鮮焼 かな,群馬県前橋市川原町2-5-10 ,-,027-212-8887
麺屋しのはら 三日月食堂,群馬県前橋市三俣町3-11-1 ,-,非公開
パナス,群馬県前橋市本町2-3-5 TKM前橋本町ビル 1F,-,不明の為情報お待ちしております
レストランけやき,群馬県前橋市表町2-10-31 まえばし駅前天然温泉ゆーゆ　２Ｆ,-,027-224-0111
くるみの森,群馬県前橋市下細井町2312-2 ,-,027-235-9638
一二三家（ヒフミヤ）,群馬県前橋市南町3-37-12 ,-,027-221-1046
田中屋製菓,群馬県前橋市若宮町1-7-4 ,-,027-231-6742
ハンプティーダンプティー 新前橋店,群馬県前橋市古市町180-1 ,-,027-255-1220
らーめん一番館 大友店,群馬県前橋市大友町2-22-3 ,-,027-251-0859
風雷,群馬県前橋市千代田町2-9-7 ,-,-
ココス 前橋南町店,群馬県前橋市南町3-59-1 ,-,027-220-1423
駒寄パーキングエリア（上り）スナックコーナー,群馬県北群馬郡吉岡町大字大久保449 関越自動車道上り線駒寄PA内,-,-
ジムノペティ（Gymnopedies）,群馬県前橋市古市町1-14-15 ,-,027-253-6710
麺打坊 じゃんぼ,群馬県前橋市小相木町102-8 長井ビル,-,027-289-0898
Vegan Restaurant あわたま,群馬県前橋市龍蔵寺町313-12 ,-,027-233-2517
どんさん亭 片貝店,群馬県前橋市西片貝町1-201 ,-,027-231-0188
旭川らーめん かじべえ,群馬県前橋市西片貝町1-325-10 ,-,-
ペペロンチーノ,群馬県前橋市上細井町311-3 ,-,027-234-1360
東郷,群馬県前橋市千代田町2-7-16 ,-,027-231-3611
マクドナルド JR前橋駅店,群馬県前橋市表町2-315-1 ,-,027-221-2221
ベイコック 大胡バイパス店,群馬県前橋市大胡町377-2 ,-,027-283-6996
キッチン とちの木,群馬県高崎市金古町861-1 ,-,027-372-1771
和歌山っ子,群馬県前橋市茂木町239-17 ,-,-
レストラン ポンチ（Restaurant Ponchi）,群馬県前橋市千代田町3-3-18 ,-,-
ほっぺ,群馬県前橋市富士見町引田516-105 ,-,不明の為情報お待ちしております
コンフィチュリエ（CONFITURIER）,群馬県前橋市住吉町2-9-14 クラフトビル 1F,-,-
松屋 前橋元総社店,群馬県前橋市元総社町90-1 ,-,不明の為情報お待ちしております
RON（ロン）,群馬県前橋市野中町401-3 ,-,027-290-2550
め組鮨,群馬県前橋市上佐鳥町119 ,-,027-265-6788
カルディコーヒーファーム イオンモール高崎店（KALDI COFFEE FARM）,群馬県高崎市棟高町1400 イオンモール高崎 1F,-,027-310-9012
福ベーグル 川原町店,群馬県前橋市川原町2-8-1 ,-,027-289-6652
食匠 なる花,群馬県前橋市昭和町3-28-13 ,-,027-212-7649
チャイナハウス,群馬県前橋市田口町618-1 ,-,027-233-9130
大黒屋,群馬県前橋市六供町840-4 ,-,-
きむち屋,群馬県前橋市元総社町2-20-10 ,-,027-255-0186
前橋飯店（マエバシハンテン）,群馬県前橋市千代田町5-5-2 ,-,027-234-0807
パーネデリシア まえばし店,群馬県前橋市新堀町11-47 ,-,027-265-1354
SORRISO maebashi（ソリッソ）,群馬県前橋市亀里町804-1 ,-,027-212-0457
喜久屋食堂,群馬県前橋市文京町3-21-18 ,-,027-221-2996
ロブソン コーヒー（ROBSON COFFEE）,群馬県前橋市上小出町2-41-8 ,-,027-232-4711
七福の湯 前橋店,群馬県前橋市天川大島128 ,-,-
すき家 前橋大渡町店,群馬県前橋市大渡町1-1-1 ,-,非公開
レークセンター赤城,群馬県前橋市富士見町赤城山5 ,-,027-287-8411
木下商店,群馬県前橋市小屋原町983-1 ,-,027-267-9088
たむらや 南部店２Ｆ,群馬県前橋市公田町665 ,-,027-265-5678
鮨処天海,群馬県前橋市元総社町2-3-2 ,-,027-255-5527
コスミック カフェ&レストラン,群馬県前橋市小相木町756 ,-,不明の為情報お待ちしております
初日総本店（はつひそうほんてん）,群馬県前橋市天川原町1-48-2 ,027-224-8951,050-5590-1507
花木流通センター JA新鮮ぐんまみのり館（【旧店名】 JA全農ぐんまブランド野菜館）,群馬県前橋市亀里町1307-1 ,-,-
ケンタッキーフライドチキン 前橋野中店,群馬県前橋市野中町104-1 ,-,027-290-2131
来々軒支店,群馬県前橋市住吉町2-12-7 ,-,027-231-3828
焼きそば 大和茶家,群馬県前橋市荒牧町763-2 ,-,027-235-1246
Pizza&Pasta Rocco（ピザ&パスタ ロッコ）,群馬県前橋市田口町36 道の駅まえばし赤城 フードコート,-,-
無添くら寿司 前橋小相木店,群馬県前橋市小相木町542-1 ,-,027-219-3610
肉コンボ×肉寿司×イタリアン ポルコダイナー,群馬県前橋市千代田町4-8-7 AZビル 2F,-,027-288-0648
海鮮 縁食堂（【旧店名】海鮮居食や 縁）,群馬県前橋市広瀬町3-14-1 ,-,027-266-6220
ルイドール（Louis d'or）,群馬県前橋市元総社町2-28-1 ＴＨパレロワイヤル 101,-,027-255-5126
慶安亭,群馬県前橋市古市町410 ,-,027-251-4716
町田商店 上泉店,群馬県前橋市上泉町676-1 ,-,-
もつ煮 王里（芳賀食堂）,群馬県前橋市鳥取町766-52 ,-,-
Le Bois（ルボア）,群馬県高崎市引間町92-1 ,-,027-384-6116
ペンギンベーカリー 前橋吉岡店,群馬県北群馬郡吉岡町大久保853-1 ,-,0279-26-2578
果琳 イオンモール高崎店,群馬県高崎市棟高町1400 イオンモール高崎 1F,-,027-310-9420
天丼てんや けやきウォーク前橋店,群馬県前橋市文京町2-1-1 ,-,027-226-6981
焼きそば とみざわ,群馬県伊勢崎市宮子町1180-10 ,-,0270-21-9548
おおしまや,群馬県前橋市荒牧町495-4 ,-,-
哲粋,群馬県前橋市城東町3-5-12 ２F,-,027-237-0201
えんにち茶屋,群馬県前橋市元総社町 2375 ,-,027-212-5860
焼肉ハウスさんちく,群馬県前橋市六供町991-2 ,-,027-223-3622
モッティー ベーグル（Motea Bagle）,群馬県前橋市朝倉町11-6 ,-,027-261-7501
The Butter Baum（ザ バターバーム）,群馬県前橋市田口町36 道の駅まえばし赤城 1F,-,027-289-8338
シュクル エト フロマージュ,群馬県前橋市総社町2-5-11-101 ,-,027-252-3756
一楽,群馬県前橋市石倉町4-1-16 ,-,027-252-6661
ふらい亭,群馬県前橋市六供町697-2 ,-,027-223-0056
ビッグボーイ 前橋店,群馬県前橋市本町3-14-10 ,-,027-221-8015
松葉屋,群馬県前橋市住吉町2-9-4 ,-,027-233-6789
野口商店,群馬県前橋市表町1-15-6 ,-,-
小松屋,群馬県前橋市岩神町3-16-6 ,-,027-231-3188
竜園,群馬県前橋市駒形町724-1 ,-,027-266-2266
麺道楽,群馬県前橋市荒子町300-4 ,-,027-268-1898
しゃぶ葉 前橋店,群馬県前橋市下小出町3-15-5 ,-,027-210-1011
焼肉天国赤坂,群馬県前橋市上泉町1419-2 ,-,027-269-6654
パン工房ロッシェ,群馬県前橋市大友町2-26-9 ,-,027-212-5973
手作り生パスタの店 secondo Tendo（セカンド テンドウ）,群馬県前橋市富士見町引田6-1 ,-,027-257-3610
ミスタードーナツ イオンモール高崎ショップ,群馬県高崎市棟高町1400 イオンモール高崎 3F,-,-
とんとん農場レストラン,群馬県前橋市三夜沢町534 林牧場 福豚の里　とんとん広場内,-,027-283-2983
デザート王国 イオンモール高崎店,群馬県高崎市棟高町1400 イオンモール高崎 3F,-,027-310-9252
バーミヤン 大胡店,群馬県前橋市茂木町270-3 ,-,027-230-4060
いか焼き 剣々,群馬県前橋市古市町1-43-7 103,-,027-289-5281
よね屋,群馬県前橋市千代田町5 ,-,027-231-7431
味の牛たん との助,群馬県前橋市富士見町小暮820-1 ,-,027-288-7721
なか卯 50号前橋朝日店,群馬県前橋市朝日町4-18-1 ,-,非公開
ピッツェリア･ペスカ（PIZZERIA PESCA!）,群馬県前橋市六供町3-17-1 ,-,027-289-8661
炭火焼 ワインバル Lom（炭火焼 ワインバル ロム）,群馬県前橋市表町2-2-4 小林ビル 1F,-,027-257-3902
朝鮮飯店 亀里店（チョウセンハンテン）,群馬県前橋市亀里町350-5 ,-,027-265-2929
天津飯店,群馬県前橋市大手町2-8-1 ,-,-
夢庵 前橋広瀬店,群馬県前橋市天川大島町12-1 ,-,027-263-0585
アパッチ,群馬県前橋市総社町総社2809-6 ,-,027-254-0203
前橋ホテル（【旧店名】前橋さくらホテル）,群馬県前橋市本町2-16-1 ,-,027-220-1818
赤城山ホテル,群馬県前橋市日吉町3-15-9 ,-,-
やきとりさくま,群馬県前橋市住吉町2-8-19 ,-,027-231-0712
サイゼリヤ 前橋インター店,群馬県高崎市中尾町1132-1 ,-,027-365-5517
ベトナム料理 タンマイ 古市町店（THANH MAI）,群馬県前橋市古市町1-1-1 ,-,027-212-0528
平田の哲二郎,群馬県前橋市天川大島町1-13-14 ,-,-
SHIROIYA the PATISSERIE（シロイヤ ザ パティスリー）,群馬県前橋市本町2-2-15 白井屋ホテル,-,027-231-2020
群馬會舘食堂（群馬会館食堂）,群馬県前橋市大手町2-1-1 群馬会館 B1F,-,027-221-2595
とんかつ太郎 高井店,群馬県前橋市高井町1-26-31 ,-,027-253-1305
ペッパーランチ けやきウォーク前橋店（Pepper Lunch）,群馬県前橋市文京町2-1-1 けやきウォーク前橋 2F フェスティブコート内,-,027-223-2950
らーめん一番館 上毛大橋店,群馬県前橋市川原町388-22 ,-,-
第一ほるもん,群馬県前橋市若宮町2-11-13 ,-,027-233-4718
シャンゴ 前橋南店,群馬県前橋市天川原町1-6-1 ,-,027-223-7766
ブタリコ,群馬県前橋市六供町2-5-19 ,-,080-8581-8507
築地銀だこ イオンモール高崎店,群馬県高崎市棟高町1400 イオンモール高崎,-,-
ステーキまさやん,群馬県前橋市元総社町940-5 瀬下ビル 1F,-,080-9557-2814
麺屋 五鉄（ごてつ）,群馬県前橋市住吉町2-12-8 ,-,-
トラットリア ヴィーノ・ヴィーノ（Trattoria Vino Vino）,群馬県前橋市千代田町1-10-13 ,-,027-232-6252
麺屋 燦鶴,群馬県前橋市南町2-52-3 西村第一ハイツ 1F,-,-
シルクロード 前橋みなみモール店,群馬県前橋市新堀町1045 ,-,027-289-3174
新前橋ターミナルホテル,群馬県前橋市新前橋町18-17 ,-,027-252-2121
バタチキ,群馬県前橋市問屋町2-16-5 ,-,027-212-7227
トレッカーズカフェ（Trekker's cafe）,群馬県前橋市富士見町赤城山3 ,-,不明の為情報お待ちしております
喜の蔵,群馬県高崎市冷水町112-1 ,-,027-373-0880
ミスタードーナツ 前橋片貝ショップ,群馬県前橋市上泉町15番2 ,-,027-234-3318
つくし,群馬県前橋市鼻毛石町1487-1 ,-,027-283-1650
ももい,群馬県前橋市富士見町赤城山1707 ,-,不明の為情報お待ちしております
麺屋 州（くに）,群馬県前橋市箱田町242-8 ,-,-
浅川商店,群馬県前橋市上佐鳥町912 ,-,-
そば処 結城屋 本店（そばどころ ゆうきや）,群馬県前橋市本町3-1-15 ,-,027-224-5174
アルファルファ 天川原店,群馬県前橋市天川原町1-19-5 ,-,027-243-4823
食堂★酒バ ココソーレ（COCOSOLE）,群馬県前橋市本町2-13-5 ゴサロビルディング 駐車場棟 1F,-,027-226-1230
丸登食堂,群馬県前橋市南町2-45-3 ,-,-
朝鮮飯店 ナビ天川店,群馬県前橋市天川大島町2-14-17 ,-,027-221-2983
拉麺 うずまき,群馬県前橋市上小出町1-31-2 ジュネシオン小出 1F,-,-
ホテルラシーネ新前橋（【旧店名】アニバーサリーコートラシーネ）,群馬県前橋市古市町1-35-1 ,-,027-251-1144
泰処セマクテ,群馬県前橋市千代田町3-6-12 ,-,027-232-0893
トムソーヤー ビートム（Tom Sauyer b-tom　）,群馬県前橋市天川原町1-40-7 ,-,027-225-5114
マクドナルド 前橋みなみパワーモール店,群馬県前橋市新堀町956 ,-,027-265-3370
天然たい焼き くま吉,群馬県高崎市棟高町807-4 ,-,070-2213-8179
温井製麺 うどん処 ぬくい 道の駅まえばし赤城店,群馬県前橋市田口町36 ,-,-
とりよしらーめん,群馬県前橋市千代田町4-1-7 グレイスビル 1F,-,-
知覧どり黒焼 牛もつ鍋 紋次郎 前橋店,群馬県前橋市南町3-10-4 カーリーグ前橋駅南ビル 2F,-,050-3196-4866
東郷庵 高井店（とうごうあん）,群馬県前橋市高井町1-2-23 ,-,027-252-3387
焼肉乃上州 敷島店（ヤキニクノジョウシュウ）,群馬県前橋市川原町803 ,-,027-234-3329
イタリア料理エスターテ,群馬県前橋市亀里町649-1 ,-,027-265-0403
森田屋食堂,群馬県前橋市大渡町1-1-123 ,-,-
SUN（サン）,群馬県前橋市天川大島町1364-1 元氣農業産直ランド おれん家ふぁーむ,-,-
コマゾウ グリル（【旧店名】comazou ITALICO）,群馬県前橋市日吉町1-5-7 ,-,027-219-0300
フルーツ大福 果実堂 前橋店,群馬県前橋市西片貝町1-304-13 ,-,-
カツとカツサンド たいぜん,群馬県前橋市三俣町1-46-3 ,-,027-289-8781
幸煎餅,群馬県前橋市千代田町4-19-3 ,-,027-234-3181
果琳 けやきウォーク前橋店,群馬県前橋市文京町2-1-1 けやきウォーク前橋 1F,-,027-289-5265
お洒落そば屋 たかくわ,群馬県前橋市川原町2-2-2 ,-,027-235-0007
スパイシーコッコちゃん 前橋店,群馬県前橋市箱田町1586-1 ,-,027-896-1219
海鮮市場 どんどん（DON-DON）,群馬県前橋市表町2-1-10 1F,-,027-226-1122
デザート王国 けやきウォーク前橋,群馬県前橋市文京町2-1-1 けやきウォーク前橋,-,027-260-9222
CHELSEA by Bedford Cafe（チェルシー）,群馬県前橋市川原町1-54-28 ,-,027-888-6884
レストランまとい,群馬県前橋市上長磯町14-2 ,-,027-263-0988
カフェ カノワ（Cafe Kanowa）,群馬県前橋市北代田町9-8 L'amour 同敷地内,-,027-234-9147
台湾料理 興福順 大友町店（コウフクジュン）,群馬県前橋市大友町3-7-1 ,-,027-257-8058
がってん寿司 前橋南店,群馬県前橋市新堀町1044 ,-,027-212-2591
リンガーハット ジョイホンパーク吉岡店（Ringer Hut）,群馬県北群馬郡吉岡町大久保364-1 ジョイホンパーク吉岡 2F フードコート,-,-
ラムール（L’amour）,群馬県前橋市北代田町9-8 ,-,027-234-9147
和む菓子 なか又 前橋本店,群馬県前橋市千代田町2-7-21 ,-,027-896-9359
無添くら寿司 前橋荒牧店,群馬県前橋市荒牧町648 ,-,-
ケンタッキーフライドチキン けやきウォーク前橋店,群馬県前橋市文京町2-1-1 けやきウォーク前橋 1F,-,027-226-7303
ガトー・マルシェ 前橋店,群馬県前橋市南町3-57-3 ,-,027-221-2123
ラーメン 魁力屋 けやきウォーク前橋店,群馬県前橋市文京町2-1-1 けやきウォーク前橋 2F,-,-
山岡家 前橋野中店,群馬県前橋市野中町14-3 ,-,-
丸亀製麺 前橋北店,群馬県前橋市荒牧町1-10-5 ,-,-
とくや,群馬県前橋市富士見町小暮2423 ,-,027-288-3270
上州そば 将太,群馬県前橋市天川原町1-6-2 ,-,027-221-0668
パン工房アルファルファ  日吉店,群馬県前橋市日吉町3-19-5 ,-,-
手打ちのお蕎麦屋 Reiwa（令和 レイワ）,群馬県前橋市野中町391-3 ,-,-
静可,群馬県前橋市元総社町2482-1 ,-,027-252-1314
揚げもの処 かつひろ,群馬県前橋市青柳町259-6 ,-,027-230-1455
ケンタッキーフライドチキン イオンモール高崎店,群馬県高崎市棟高町1400 イオンモール高崎,-,027-310-9177
松屋 前橋三河町店,群馬県前橋市三河町2-16-16 ,-,-
麺や和（メンヤナゴミ）,群馬県前橋市笂井町824-2 ,-,027-266-9753
かやぶき,群馬県前橋市富士見町小暮2423 ,-,-
麺屋ロドリゲス,群馬県前橋市西片貝町4-14-9 ,-,-
熱烈中華食堂 日高屋 前橋荒牧店,群馬県前橋市荒牧町1-1-19 ,-,027-231-6650
コンプレアンノ,群馬県前橋市川原町377-12 ,-,027-237-1020
粋源（スイゲン）,群馬県前橋市表町2-22-18 ,-,027-212-8176
そらの森珈琲 前橋店（【旧店名】札幌 宮の森珈琲）,群馬県前橋市古市町1-1-8 ,-,027-288-0178
伊万利ダイン,群馬県前橋市文京町2-20-22 ,-,027-224-1693
コメダ珈琲店 前橋住吉店,群馬県前橋市住吉町1-15-1 ,-,-
博多一番（はかたいちばん）,群馬県前橋市下小出町3-7-6 ,-,-
朝鮮飯店 荒牧店,群馬県前橋市荒牧町455-9 ,-,027-237-2989
すき家 前橋南店,群馬県前橋市南町2-46-6 ,-,非公開
海茶屋,群馬県前橋市千代田町4-4-2 ,-,027-235-6655
徳樹庵 前橋店,群馬県前橋市本町3-15-10 ,-,027-210-6260
福聚来,群馬県前橋市元総社町1-29-13 ,-,027-253-0559
佐野屋 分店,群馬県前橋市天川大島町3-47-8 ,-,027-261-6651
レストラン 花みずき,群馬県前橋市柏倉町2471-7 ぐんまフラワーパーク,-,-
AURA SRI LANKAN RESTAURANT（オーラ スリランカン レストラン）,群馬県前橋市日吉町4-37-7 日吉マンション 1F,-,不明の為情報お待ちしております
風来軒,群馬県前橋市総社町植野464 ,-,-
BRONCO BILLY 前橋店（ブロンコ ビリー）,群馬県前橋市天川大島町2-1-29 ,-,027-224-8729
身土不二（しんとぶり【旧店名】居酒屋 身土不二）,群馬県前橋市城東町2-3-8 市営Ｐ城東　１F,-,027-235-1631
ラーメン伝次平  前橋店,群馬県前橋市下小出町1-27-16 ,-,-
リストランテ ダ ケイ,群馬県前橋市川原町2-13-5 ,-,027-212-7480
らーめん 戸丸屋,群馬県前橋市下小出町1-25-15 町田ビル 1F,-,-
登利平 本部受注配送センター,群馬県前橋市下阿内町305-10 ,-,027-265-1137
李玖,群馬県前橋市文京町1-34-17 ,-,027-224-2324
赤字らーめん 総本店,群馬県前橋市千代田町4-4-5 ,-,027-235-4550
最後の50セント,群馬県前橋市千代田町4-12-7 ,-,027-235-0250
やきそば屋 あんだん亭,群馬県前橋市東片貝町524-1 ,-,027-261-5626
パーネデリシア 前橋小島田店（Pane Delicia）,群馬県前橋市小島田145-1 くみまちモールこじまた,-,-
琉球そば 知花 Premium（チバナプレミアム）,群馬県前橋市文京町3-34-1 ,-,-
ザ チキンズ（THE CHICKENS）,群馬県前橋市天川町1667-2 WEST,-,027-212-0102
おおぎやラーメン ベイシア大胡店,群馬県前橋市堀越町373-1 ,-,027-283-1941
すかや,群馬県前橋市新前橋町23-7 ,-,-
かつはな亭 前橋南店,群馬県前橋市新堀町986 ,-,027-212-2290
魚伸,群馬県前橋市広瀬町1-23-1 ,-,0272612671
シャトア（SYATOA）,群馬県前橋市千代田町2-7-14 ,-,027-257-0014
マクドナルド 新前橋店,群馬県前橋市大友町1-4-1 ,-,-
角田製菓 ジョイホンパーク吉岡店,群馬県北群馬郡吉岡町大久保384-1 ジョイホンパーク吉岡 1F,-,0279-25-8222
築地食堂　源ちゃん イオンモール高崎店,群馬県高崎市棟高町1400 イオンモール高崎 1F,-,027-310-0002
味よし,群馬県前橋市石倉町1-9-14 ,-,-
丸亀製麺 前橋西片貝店,群馬県前橋市西片貝町4-13-23 ,-,027-224-4770
景勝軒 前橋総本店,群馬県前橋市公田町677-1 ,-,-
サーティワンアイスクリーム 前橋けやきウォーク店,群馬県前橋市文京町2-1-1 けやきウォーク前橋 2F,-,027-221-0331
登利平 イオンモール高崎店（とりへい）,群馬県高崎市棟高町1400 イオンモール高崎 1F,-,-
ル・パティスリーHIDE 前橋本店（ルパティスリーヒデ）,群馬県前橋市川原町2-3-6 ,-,027-289-4101
日進第一 前橋店（にっしんだいいち）,群馬県前橋市房丸町166-2 ,-,027-290-3588
BISTRO らくだ屋,群馬県前橋市茂木町237-1 ,-,027-283-7367
小さな食堂福ろう 三河町本店,群馬県前橋市三河町1-22-23 ,-,-
麺屋 博多 弁天堂 イオンモール高崎店,群馬県高崎市棟高町1400 イオンモール高崎 3F,-,-
飯処 ふぉす。,群馬県前橋市池端町602 ,-,-
なかや 桑風庵 本店（そうふうあん）,群馬県前橋市富士見町1195 ,-,-
もとき亭,群馬県前橋市富士見町赤城山33 ,-,027-287-8116
肉とワインのイタリアン酒場 more（モア）,群馬県前橋市千代田町5-2-2 タカゼン千代田町ビル 1F,-,027-212-7782
道の駅 赤城の恵,群馬県前橋市荻窪町437-11 ,-,027-288-0378
うなぎ茂田,群馬県前橋市西片貝町5-23-6 ,-,-
さんぽ道（花木農産物直売所）,群馬県前橋市滝窪町813-205 ,-,-
ル・ベリエ,群馬県前橋市上佐鳥町1196-2 ,-,027-289-3295
まーやの家,群馬県前橋市亀里町1209 ,-,027-265-5336
dining cafe お野菜食堂 そら（【旧店名】SoLa cafe）,群馬県前橋市総社町2-4-15 ,-,090-1264-8106
ラトルアンドハム,群馬県北群馬郡吉岡町大久保267-1 ,-,0279-26-2929
八番山ばりきや FC前橋店,群馬県前橋市天川大島町2-12-2 ,-,027-226-7770
初雪堂,群馬県前橋市富士見町赤城山1711-2 ,-,027-289-9613
竜園,群馬県高崎市稲荷台町1344-11 ,-,027-251-2231
赤城ラーメン,群馬県前橋市高花台1-11-10 ,-,027-269-3244
ホルモン 将（【旧店名】福月ホルモン）,群馬県前橋市南町2-52-3 西村第一ハイツ 1F,-,027-226-1149
隨園,群馬県前橋市西片貝町2-342-1 ,-,027-243-3122
かめや,群馬県伊勢崎市宮子町3524-145 ,-,-
ローズミント・ガーデンカフェ,群馬県前橋市柏倉町2643-1 ,-,027-212-9777
マクドナルド 大胡バイパス店,群馬県前橋市大胡町349-1 ,-,027-230-4051
辛麺屋 桝元 前橋下小出店,群馬県前橋市下小出町2-23-13 ,-,-
カウアイ ダイナー（Kauai Diner）,群馬県高崎市棟高町1400 イオンモール高崎 1F,-,-
古平製麺,群馬県前橋市元総社町2-16-4 ,-,027-251-3706
新木珈琲店（アラキコーヒーテン）,群馬県前橋市広瀬町3-2-7 ,-,027-226-6341
サイサガル（SAI SAGAR）,群馬県前橋市新前橋町25-2 ひより第二ビル 1F,-,027-280-4455
ボン・ボヌール,群馬県北群馬郡吉岡町大久保879-8 ,-,0279-51-9061
アトリエバー アオ（Atelier Bar AO 青靑）,群馬県前橋市千代田町3-9-13 ,-,080-5930-3494
グラッサ（GRASSA）,群馬県前橋市千代田町2-7-21 ,-,027-289-2771
ホルモン千代,群馬県前橋市住吉町2-9-20 ,-,非公開
千正,群馬県前橋市表町2-2-14 ,-,027-243-0993
パティシエ工房ミッシェル,群馬県前橋市日吉町2-6-17 ,-,027-235-5600
ベイコック 東部バイパス店,群馬県前橋市西片貝町5-24-13 ,-,027-221-0607
田中屋本店,群馬県前橋市下小出町3-2-1 ,-,027-231-1245
ガトーフェスタ ハラダ スズラン百貨店 前橋店（GATEAU FESTA HARADA）,群馬県前橋市千代田町2-12-3 スズラン前橋店 本館 B1F,-,027-210-2311
十力勝,群馬県前橋市新前橋町26-6 ,-,027-253-3853
Chillax（チラックス）,群馬県前橋市西片貝町4-20-1 ,-,不明の為情報お待ちしております
ソリーゾ（Sorriso）,群馬県前橋市千代田町5-2-14 ,-,027-212-7280
ラーメン二郎 前橋千代田町店,群馬県前橋市千代田町4-12-3 ,-,-
ポポット,群馬県前橋市朝日町4-35-8 ,-,027-243-4324
