店名,住所,電話番号,予約・お問い合わせ
ラーメン山岡家 水戸城南店,茨城県水戸市城南3-8-11 ,-,-
ガスト 水戸駅南店,茨城県水戸市中央2丁目2-7 ,-,029-222-2026
アルノ,茨城県水戸市南町3-3-44 新井ビル２階,-,029-227-3939
カシェット（cachette）,茨城県水戸市河和田1-1545-7 ,-,029-355-1838
九州ラーメン丸屋 多次郎商店,茨城県水戸市堀町1026-1 ,-,-
丸亀製麺 水戸南店,茨城県水戸市住吉町6-5 ,-,-
ココス 水戸城南店,茨城県水戸市城南3-7-1 ,-,029-222-3926
どさん子 水戸50号店,茨城県水戸市大塚町2178-4 ,-,0292-51-8531
五條,茨城県水戸市姫子1-807-1 ,-,029-252-2317
NAGISA COFFEE（渚 珈琲）,茨城県水戸市大塚町1572-3 ,-,-
パレット,茨城県水戸市千波町2078-1 水戸プラザホテル,-,029-305-8010
そばの実,茨城県水戸市松ヶ丘2-1-11 ,-,-
黄門そば（こうもんそば）,茨城県水戸市南町1-3-11 南町スクランブル交差点ビル　２Ｆ,-,-
横浜家系ラーメン たくみ家 水戸見和店,茨城県水戸市見和2-838 ,-,-
水戸ゴルフクラブレストラン,茨城県水戸市加倉井町1760 ,-,029-251-2323
へぎ蕎麦 八仙,茨城県水戸市白梅1-4-21 ,-,不明の為情報お待ちしております
旬鮮料理創,茨城県水戸市白梅2-6-1 ,-,029-231-6780
都炉美煎本舗 本店,茨城県水戸市栗崎町1249 ,-,029-269-1122
アンバランス（UNBALANCE）,茨城県水戸市宮町2-5-4 ,-,029-227-1322
鳥ぎん,茨城県水戸市泉町3-6-7 ,-,029-224-2327
グルービー 赤塚店（Groovy）,茨城県水戸市見和3丁目592-9 ,-,029-309-5571
新月苑,茨城県水戸市南町2-6-49 ,-,029-221-7253
ミロール,茨城県水戸市中央1丁目8-8 ,-,029-225-5656
コメダ珈琲店 水戸元吉田町店（コメダコーヒーテン）,茨城県水戸市元吉田町1029-9 ,-,-
喰処飲処 藏屋敷（くいどころのみどころ・くらやしき）,茨城県水戸市南町1-4-9 ,-,029-231-9188
中華食堂 毅龍,茨城県水戸市見川2-85-13 ,-,不明の為情報お待ちしております
ワーカーズ コーヒー スタンド（Workers Coffee Stand）,茨城県水戸市中央1-8-4 サウサリート中央,-,029-303-8643
パン屋たま,茨城県水戸市吉沢町256 ,-,029-306-6607
モッシュ アンダーザダイナーズスタンド（Mosh under the diners stand）,茨城県水戸市笠原町1032-2 ,-,029-303-8969
ガーデンキッチン リチェッタ,茨城県水戸市大工町1-2-1 ホテル・ザ・ウエストヒルズ・水戸 1F,-,029-303-5115
アパホテル 水戸駅前（【旧店名】水戸ステーションホテル）,茨城県水戸市桜川1-1-6 ,-,029-231-3151
Cafe echelle（カフェ エシェル）,茨城県水戸市千波町1438-2 ,-,029-244-2747
ドトールコーヒーショップ イオンタウン水戸南店,茨城県東茨城郡茨城町長岡3480-101 イオンタウン水戸南 モール西 1F,-,029-291-1488
Lantan（ランタン）,茨城県水戸市新原1-3078-32 ,-,029-291-3890
まるさん食堂,茨城県水戸市吉沼町709-2 ,-,-
茨城豚骨 とんこつ家 高菜（【旧店名】博多らーめん とんこつ家 高菜）,茨城県水戸市千波町1281-1 ,-,-
ベイクショップ ロトリー（Bakeshop Loterie）,茨城県水戸市元吉田町530-5 ,-,-
王将,茨城県水戸市平須町1820-76 ,-,029-243-6035
キッチン マルシェ,茨城県水戸市見和1丁目300 ,-,029-255-5521
ハビットコーヒーバンク,茨城県水戸市見川2-108-26 一周館ビル 1F,-,029-251-1085
麻布茶房 水戸京成店,茨城県水戸市泉町1-6-1 京成百貨店 9F,-,029-232-9070
あづまや,茨城県水戸市平須町1828-210 ,-,029-243-0147
このみ屋。,茨城県水戸市宮町2-5-6 ,-,029-239-5540
東京とんこつ。,茨城県水戸市東赤塚2165 ,-,-
ニューデイズ 水戸7号店（NEWDAYS）,茨城県水戸市宮町1-1-1 水戸駅 改札内コンコース,-,-
西村製パン（西村パン）,茨城県水戸市常磐町2-3-22 ,-,029-221-5318
マクドナルド 50号水戸大工町店,茨城県水戸市大工町2-6-33 ,-,-
ナマステインドネパール料理,茨城県水戸市元吉田町1626-1 ,-,029-246-9115
クローバー,茨城県水戸市本町2-4-1 ,-,029-221-8245
元気家元　とん 米沢店,茨城県水戸市米沢町166-2 ,-,029-248-1041
鳥吉 水戸駅南店,茨城県水戸市白梅1-2-41 ,-,029-224-6030
堀江製菓,茨城県東茨城郡茨城町常井675-22 ,-,029-292-3924
グルービー 京成店（Groovy）,茨城県水戸市泉町1-6-1 京成百貨店 9F,-,029-302-5555
Bistro Vignon（ビストロ ヴィニョン）,茨城県水戸市南町1-4-2 ファッショングルメビル 1F,-,080-4471-0120
常陸の和食 別邸 世田谷,茨城県水戸市泉町1-6-1 京成百貨店 9F,-,029-232-8422
ピスト（PISTE）,茨城県水戸市泉町2-3-7 ,-,029-303-5843
吾妻鮨（あづまずし）,茨城県水戸市笠原町1229-3 ,-,029-243-4885
タンポポ,茨城県水戸市中央2-10-10 ,-,不明の為情報お待ちしております
クック・ファン（Cook Fan）,茨城県水戸市酒門町3322-1 ,-,029-246-4847
北のしまだ 本店,茨城県水戸市城南1-4-12 ,-,不明の為情報お待ちしております
天麩羅 えびのや イオンモール水戸内原店,茨城県水戸市内原2-1 イオンモール水戸内原 1Fレストラン街,-,-
とんかつ 神楽坂 さくら 水戸笠原店,茨城県水戸市笠原町1253-9 ,-,-
晴華,茨城県水戸市宮町2-8-45 ,-,029-226-6807
CoCo壱番屋 フレスポ赤塚店（ココイチバンヤ）,茨城県水戸市河和田1-1 フレスポ赤塚,-,029-309-7551
巴堂,茨城県水戸市赤塚1丁目1997-24 ,-,-
ミルスタ（milsta）,茨城県水戸市宮町1-1-1 水戸駅ビル エクセル 2F,-,-
インデアンカレー 水戸市役所前店,茨城県水戸市中央1-6-25 ,-,090-8033-1100
そば紀,茨城県水戸市笠原町1229-8 ,-,-
サザコーヒー TSUTAYA水戸南店（SAZA COFFEE）,茨城県東茨城郡茨城町長岡3480-101 ,-,-
幸楽苑 水戸50号バイパス店,茨城県水戸市小吹町2138番地1 ,-,-
プレジデントホテル 水戸,茨城県水戸市城南2-2-2 ,-,-
ガスト 茨城大学前店,茨城県水戸市堀町1065-1 ,-,029-300-3350
クロッパ（Croppa）,茨城県水戸市中央1-8-14 ,-,029-239-3968
飲茶香房,茨城県水戸市桜川1-9-6 ホテルシーズン 9F,-,029-233-3033
串割烹 燈火（TOMOSHIBI）,茨城県水戸市大工町1-5-1 旧壱番街ビル 2F,-,029-303-7770
MAYOR（マヨール）,茨城県水戸市泉町1-2-26 秋本ビル 1F,-,029-224-9722
タイ・ベトナム屋台 ヤミー トミー（タイ・ベトナム屋台 YUMMY TOMMY）,茨城県水戸市天王町2-26 メゾン水戸 1F,-,090-6037-8313
ABIKA COFFEE 水戸店（アビカ コーヒー）,茨城県水戸市元吉田町1057-3 ,-,-
麺や 結,茨城県水戸市元吉田町848-1 ,-,-
都炉美煎本舗 水戸大洗店,茨城県水戸市栗崎町1251-5 ,-,-
タイの食卓 パクチータイ,茨城県水戸市米沢町600-3 ,-,029-303-5517
中国料理 景山 京成百貨店支店（ケイザン）,茨城県水戸市泉町1-6-1 京成百貨店 9F,-,029-302-5105
森のそば屋 清エ門,茨城県東茨城郡茨城町駒場1619 ,-,029-292-5715
ラプソディア（ＲＡＰＳＯＤＩＡ）,茨城県水戸市堀町1817-18 ,-,029-291-3710
都炉美煎本舗 水戸京成店（トロビセンホンポ）,茨城県水戸市泉町1-6-1 1F パサージュ,-,029-350-2211
アグレアブル（Agreable）,茨城県水戸市南町3-6-26 紐育ビル　Ｂ１Ｆ,-,029-232-8840
ラケル イオンモール水戸内原店（RAKERU）,茨城県水戸市内原2-1 イオンモール水戸内原 1F,-,029-259-7999
伊助,茨城県水戸市若宮1-10-20 ,-,-
キルシュ,茨城県水戸市宮町2-3-2 ,-,-
十割そば いしかわ,茨城県水戸市南町1-4-23 1F,-,不明の為情報お待ちしております
春夏秋冬,茨城県水戸市泉町3-3-36 ,-,029-226-9363
のだて屋,茨城県水戸市泉町1-2-24 ,-,-
アフタヌーンティー・ティールーム 水戸京成百貨店（Afternoon Tea TEAROOM）,茨城県水戸市泉町1-6-1 水戸京成百貨店 2F,-,029-350-4333
吉野家 水戸城南店,茨城県水戸市城南3-7-9 ,-,-
オレンジタルトの店MOGU-MOGU（もぐもぐ）,茨城県水戸市白梅4-6-34 ,-,029-297-1771
AOI PANYA（あおい ぱんや）,茨城県水戸市元吉田町1629-7 ,-,不明の為情報お待ちしております
ダニエル,茨城県水戸市南町3-4-67 ポイントＭ１－Ｂ,-,-
うどん製麺 みきや,茨城県水戸市千波町1841-1 ,-,-
ベトナム料理 アオババ  水戸店,茨城県水戸市南町1-3-40 ,-,029-357-4364
とんかつよしえ,茨城県水戸市城南2-7-10 ,-,-
麺花らんまん,茨城県水戸市宮町1-3-38 中村ビル 1F,-,-
ベトナム料理 123dzo（123Dzô／モッハイバーヨー）,茨城県水戸市白梅1-9-6 ,-,029-291-8291
ラ・プルミェール,茨城県水戸市南町3-3-31 ,-,029-225-5085
鶏's 麺処 諭吉,茨城県水戸市河和田2-24-12 ,-,-
パインズカフェ（Pine's Cafe）,茨城県水戸市泉町1-6-1 水戸京成百貨店 B1F,-,不明の為情報お待ちしております
うっとら,茨城県水戸市宮町2-5-38 ,-,029-224-1134
大衆酒場 ラクダ 南町店,茨城県水戸市南町2-4-57 ,-,029-303-7734
はま寿司 水戸笠原店,茨城県水戸市笠原町978-40 ,-,-
玄海,茨城県水戸市堀町985-9 ,-,-
ムーラン・ヴェール（Moulin Vert）,茨城県水戸市元吉田町39-15 ,-,029-306-7740
タリーズコーヒー 水戸赤十字病院店（TULLY'S COFFEE）,茨城県水戸市三の丸3-12-48 水戸赤十字病院 1F,-,029-302-6515
チャイナテラス五軒,茨城県水戸市五軒町1-6-8 水戸芸術館内,-,029-297-3110
ぶる麺らーめん,茨城県水戸市見和3-632-13 ,-,-
焼きとんまるいち,茨城県水戸市宮町2-2-21 ,-,029-210-1080
御食事処 魚ふみ,茨城県東茨城郡茨城町上飯沼1273-2 ,-,029-306-8459
サワコーヒー（SAWA coffee）,茨城県水戸市東野町150-5 ,-,-
餃子の福来（フーライ）,茨城県水戸市城南1-8-13 ,-,029-225-6688
こり家  駅南店（コリヤ）,茨城県水戸市城南3-8-29 ,-,029-231-8929
バーミヤン 水戸河和田店,茨城県水戸市河和田町水窪473-3 ,-,029-257-1151
YAKINIKUYA 漫遊亭 水戸50号店,茨城県水戸市河和田町3817 ,-,029-255-2989
ステーキ食堂 肉のマルヤマ,茨城県水戸市袴塚3-10-18 ,-,029-353-7567
かわだ食堂,茨城県水戸市河和田町558-1 ,-,-
めし処まんてん 石崎店,茨城県東茨城郡茨城町上石崎156-3 ,-,-
らぁめん蓮華,茨城県水戸市姫子1-117-1 ,-,-
トン・トン・ハウス,茨城県北茨城市中郷町足洗390-1 ,-,0293-43-6384
但馬屋 南町店,茨城県水戸市南町1-2-31 ,-,不明の為情報お待ちしております
天狗納豆 製造工場直売処,茨城県水戸市柳町1-13-13 ,-,029-221-4225
ラーメン富次郎 見和店,茨城県水戸市見和3-1398-72 ,-,-
寿司ダイニング 福円,茨城県水戸市笠原町1523-3 桂ビル 1F,-,029-244-1000
泉,茨城県水戸市泉町1-6-1 京成百貨店 9F,-,029-297-2110
マクドナルド 水戸駅南通り店（McDonald's）,茨城県水戸市城南1-2-20 ,-,-
ふくだや,茨城県水戸市小吹町2829-2 ,-,-
石窯パン工房　カンパーニュ,茨城県水戸市河和田町3717-3 ,-,029-252-0812
左吉（さきち）,茨城県水戸市姫子1-801-23 ,-,029-257-8100
茨城地のもの わらやき料理 たたきの一九 水戸店,茨城県水戸市宮町2-3-38 シルバーイン 1F,-,050-3196-9964
ベンツ103,茨城県水戸市泉町2-2-16 ,-,029-224-2240
ミナミ食堂,茨城県水戸市南町2-4-56 ,-,-
そば 眞（そば しん）,茨城県水戸市南町1-2-4 ,-,029-224-0375
ロイヤルホスト 水戸駅南店,茨城県水戸市城南2-8-5 ,-,-
星乃珈琲店 水戸店,茨城県水戸市笠原町302-1 1F,-,029-291-7373
居酒屋三平,茨城県水戸市宮町2-5-39 ,-,029-227-5711
ともえ川,茨城県水戸市見川2-69-5 ,-,-
寿司とし,茨城県水戸市柵町2-8-8 ,-,029-221-5354
好文cafe（コウブンカフェ）,茨城県水戸市千波町3080 ,-,029-244-1141
トゥメッカ（To・Mecca）,茨城県水戸市西原1-13-45 ,-,029-297-3274
旬菜麺屋 雅流,茨城県水戸市吉沢町187-2 ,-,-
ときわ,茨城県水戸市笠原町1521-1 ,-,029-306-7116
焼肉ニューミート,茨城県水戸市南町1-2-31 ,-,029-353-6688
泰山（たいざん）,茨城県水戸市城南2-14-22 ,-,029-227-4335
かつや 水戸桜ノ牧店,茨城県水戸市見川町2138-48 ,-,029-246-5460
光彩,茨城県水戸市見川2-22-2 ,-,-
高倉町珈琲 水戸店,茨城県水戸市河和田町3831-1 ,-,029-303-7311
亀じるし 本店（カメジルシ）,茨城県水戸市見川町2139-5 お菓子夢工場,-,029-305-0310
炭火KITCHEN おどり火,茨城県水戸市笠原町600-35 ,-,029-241-8882
鳥清（トリセイ）,茨城県水戸市笠原町975-3 ,-,029-241-7010
フレンチ松庵（ショウアン）,茨城県東茨城郡茨城町大字小鶴156-1 ,-,029-292-7735
ラーメン くぼう商店 （くぼうしょうてん）,茨城県水戸市平須町1820-333 ,-,029-244-1007
コンナイ（kon nai）,茨城県水戸市宮町2丁目3-1 ,-,029-224-0485
ごはんの店　泰朋 長岡店,茨城県東茨城郡茨城町大字長岡3523-3 ,-,029-292-1424
高倉そば屋,茨城県水戸市河和田2-2122-7 ,-,029-252-6661
森のシェーブル館,茨城県水戸市全隈町1454 水戸市森林公園内,-,-
木村屋本舗,茨城県水戸市栄町2-10-44 ,-,029-221-5475
大衆酒場小粋,茨城県水戸市泉町2-2-30 ,-,029-225-9863
もつ焼 長兵衛,茨城県水戸市宮町3-2-21 ,-,029-226-8877
アルルカン,茨城県水戸市大町3-3-9 ,-,029-226-5899
幸楽苑 水戸石川店,茨城県水戸市石川1-4009-8 ,-,-
和楽（わらく）,茨城県水戸市米沢町89-3 ,-,029-247-8283
正華食堂,茨城県水戸市住吉町303-2 ,-,-
スーパーホテル 水戸（SUPER HOTEL）,茨城県水戸市泉町3-7-24 ,-,029-231-9000
丸源ラーメン 水戸河和田店,茨城県水戸市河和田町3840 ,-,-
カリン 水戸店（karin）,茨城県水戸市小吹町2580-2 ,-,029-353-6025
あさ川　 エクセルみなみ店,茨城県水戸市宮町1-7-31 エクセルみなみ 3F,-,不明の為情報お待ちしております
そば処 長屋門,茨城県水戸市大塚町1473-6 ,-,029-253-0805
無添くら寿司 水戸酒門店,茨城県水戸市酒門町字上千束3220-2 ,-,-
台湾料理 興福順,茨城県水戸市見川町2131-1485 ,-,029-239-5012
ビストロ・ラ・ポルト・アミ（Bistro La Porte Ami）,茨城県水戸市住吉町110-5 ,-,029-350-1185
福徳食堂,茨城県水戸市宮町2-11-22 ,-,029-226-6897
やきとり永田,茨城県水戸市南町1-4-40 ,-,-
中華そば たてしな,茨城県水戸市白梅1-7-15 ,-,-
スターバックス・コーヒー 水戸 県庁前店,茨城県水戸市笠原町978-40 ,-,029-305-3825
マームケーキドーナツ 水戸店,茨城県水戸市見和1-460-64 ,-,不明の為情報お待ちしております
有賀ドライブイン,茨城県水戸市有賀町898-5 ,-,029-259-2808
山久（ヤマキュウ）,茨城県水戸市城南2-7-1 ,-,029-228-3680
しらかわ（TEPPAN STYLE しらかわ）,茨城県水戸市南町2-3-32 西洋倶楽部ビル 2F,-,029-232-1773
マダムディレイ,茨城県水戸市五軒町2-1-51 メセナビル 1F,-,-
達磨 次郎（DARUMA JIRO）,茨城県水戸市元吉田町1610-2 ヘルプリバー 1F,-,029-350-2840
マンマ ヴィヴァーチェ（mamma vivace 93）,茨城県水戸市千波町748 杉山ビル 1F,-,029-350-4635
久月,茨城県水戸市末広町3-3-13 ,-,029-221-5693
ゆずり葉,茨城県水戸市米沢町432-1 ,-,029-247-6236
博多もつ鍋 一九 水戸店,茨城県水戸市宮町1-3-28 水戸TNビル 1F,-,050-3160-9858
シェケン（Chez Ken）,茨城県水戸市見川町2131-1812 ,-,029-243-3738
焼肉 翔苑,茨城県水戸市栄町1-11-13 ,-,029-239-3533
鎌倉パスタ イオンモール水戸内原店,茨城県水戸市中原町字西135 イオンモール水戸内原 1F,-,029-259-1179
セニョール たちばな,茨城県水戸市城南2-1-4 ,-,029-233-7778
うなぎの店 東條（うなぎのみせ とうじょう）,茨城県水戸市本町3-1-33 ,-,-
YOROZUYA（ヨロズヤ）,茨城県水戸市河和田1-1610-2 ,-,029-291-7181
鰻の成瀬 水戸店,茨城県水戸市見川4-447-1 ,-,029-305-5080
フレッシュロースター 珈琲問屋 水戸店（フレッシュロースター コーヒートンヤ）,茨城県水戸市大町3-2-1 ,-,029-228-6539
梅香 かふう（かふう）,茨城県水戸市宮町3-5-16 ,-,029-221-3097
なが坂（【旧店名】なが坂花香）,茨城県水戸市南町1-3-5 ,-,029-231-7547
麺酒場 あづみ,茨城県水戸市宮町2-5-6 ,-,不明の為情報お待ちしております
マクドナルド イオンモール水戸内原店,茨城県水戸市中原町135 イオンモール水戸内原,-,-
妻家房 水戸店,茨城県水戸市泉町1-6-1 京成百貨店 9F,-,029-302-5108
十割蕎麦 風,茨城県水戸市赤塚2-2018 ,-,090-3470-4152
ココリコ食堂,茨城県水戸市緑町1-1-18 茨城県立青少年会館 1F,-,090-3590-4934
マーノ・マーノ,茨城県水戸市けやき台1-137 ,-,029-247-9854
桃源,茨城県水戸市中央1-8-7 ,-,029-225-8772
黄龍,茨城県水戸市元吉田1490 ,-,029-246-4701
ガスト  水戸常澄店,茨城県水戸市東前町795 ,-,029-240-5552
ふじのや,茨城県水戸市城東1-10-20 ,-,029-231-9208
風流酒座 ろじや（ふうりゅうしゅざ ろじや）,茨城県水戸市泉町3-2-10 ,-,029-232-8607
龍神丸 水戸内原店,茨城県水戸市内原2-1 イオンモール水戸内原 1F,-,029-350-5460
シュール洋菓子店,茨城県水戸市末広町2丁目2-1 ,-,029-227-3921
横浜家系ラーメン みと家,茨城県水戸市平須町1828-59 ,-,-
アゴチ ベーカリー（AGOCHI BAKERY）,茨城県水戸市酒門町3294-1 イーストディール 1F,-,-
タヴェルナハンバーグ（Taverna Hamburg）,茨城県水戸市見川町1822-66 ,-,029-306-7677
カフェ ピッコ（CAFE PICO）,茨城県水戸市南町3-3-30 グランディールオノセ 1F,-,029-231-7760
川桝 南町店,茨城県水戸市南町3-4-32 ,-,029-227-4466
鳥らんど,茨城県水戸市宮町2-5-6 ,-,029-231-9244
シュクリエ（le sucrier）,茨城県水戸市笠原町1051-2 ,-,029-350-1377
神戸屋キッチン 水戸店,茨城県水戸市宮町1-1-1 JR水戸駅構内 改札前,-,-
クレープのお店 K'S,茨城県水戸市三の丸1-4-13 BLUE BOX 1F,-,-
果汁工房 果琳 イオンモール水戸内原店,茨城県水戸市中原町字西135 イオンモール水戸内原 フードコート内 3F,-,029-306-7338
パン工場 水戸内原店,茨城県水戸市内原2-1 イオンスタイル水戸内原 1F,-,029-259-1411
cafe rit.（カフェリット）,茨城県水戸市末広町2-1-37 ,-,029-297-7711
おひつごはん四六時中 内原店,茨城県水戸市中原町字西135 イオンモール水戸内原 1F,-,029-259-1182
コメダ珈琲店 水戸石川店,茨城県水戸市石川2-4046-13 ,-,-
とら吉,茨城県水戸市見和2-191-1 1F,-,-
Surprise（サプライズ）,茨城県水戸市三の丸1-4-12 ,-,不明の為情報お待ちしております
YETI CAFE（イエティカフェ）,茨城県水戸市元吉田町1397-2 ,-,-
和幸 エクセル水戸店,茨城県水戸市宮町1-1-1 水戸駅ビル エクセル,-,-
倉式珈琲店 イオンモール水戸内原店,茨城県水戸市中原町字西135 イオンモール水戸内原 3F,-,-
木村屋（Boulangerie Kimuraya）,茨城県水戸市南町3-5-3 ,-,-
いばらき地酒バー 水戸,茨城県水戸市宮町1-1-1 水戸駅ビル エクセル 2F プラムストリート,-,-
たくみ家 水戸南店,茨城県東茨城郡茨城町長岡3570-10 ,-,-
すぎのや本陣 水戸内原店,茨城県水戸市中原町字東510-1 ,-,029-257-0277
紅虎餃子房 イオンモール水戸内原店,茨城県水戸市内原2-1 イオンモール水戸内原 1F,-,029-259-1176
鳥吉 水戸店（とりきち）,茨城県水戸市南町2-1-58 ,-,029-232-0333
ミスタードーナツ 水戸エクセルショップ（misterDonut）,茨城県水戸市宮町1-1-1 水戸駅ビル エクセル プラムストリート 3F,-,-
麺家　椿,茨城県水戸市米沢町306-1 ,-,-
にのまえ,茨城県水戸市末広町3-7-15 ,-,029-303-6058
すず,茨城県水戸市見川5-114 ,-,029-253-0509
ネパール料理 居酒屋 ラム,茨城県水戸市白梅1-3-16 サプコタビル,-,029-291-7799
安楽亭 水戸千波町店（アンラクテイ）,茨城県水戸市千波町字海道付2017-4 ,-,029-305-8929
山岡家 水戸内原店,茨城県水戸市中原町526-1 ,-,-
スプーンカフェ（spoon cafe）,茨城県水戸市酒門町3024-5 ,-,029-291-6657
みのたけ（【旧店名】ミカワ屋）,茨城県水戸市大工町1-5-1 ,-,029-233-2037
SPA&ごはん ゆるうむ,茨城県水戸市小吹町2624-1 ,-,029-291-8525
Cage（ケイジ）,茨城県水戸市東野町510-6 ,-,不明の為情報お待ちしております
カフェ&グリル パレット,茨城県東茨城郡茨城町桜の郷1100 ,-,029-219-1126
ふく鮨,茨城県水戸市元吉田町85-3 ,-,029-246-0255
ク・セ・ボン（QUE C' EST BON）,茨城県水戸市見川5-156-8 ,-,-
回転寿司みさき 水戸駅ビル店（【旧店名】みとのみなと）,茨城県水戸市宮町1-1-1 エクセルプラムストリート,-,-
麺屋 荒井,茨城県水戸市元吉田1486-5 ,-,-
タリーズコーヒー イオンモール水戸内原店,茨城県水戸市内原2-1 イオンモール水戸内原 2F,-,029-259-1537
スケアクロウカフェ（scarecrow cafe）,茨城県水戸市白梅1丁目2-36 ,-,029-233-0010
まぜそば専門店 カミナリオヤジ,茨城県水戸市栄町1-7-4 ,080-7253-2188,-
アメリカ屋,茨城県水戸市米沢町304-5 ,-,029-247-0588
一生,茨城県水戸市鯉淵町3093-5 ,-,029-212-3055
アイリーアーヤ（IRIE IYA）,茨城県水戸市宮町2-6-21 ,-,029-303-5009
八二軒,茨城県水戸市東野町135-5 松本テナント2,-,-
ラーメン魁力屋 イオンモール水戸内原店,茨城県水戸市内原2-1 イオンモール水戸内原,-,-
中華そば ことぶきや,茨城県水戸市米沢町391-2 ,-,-
幸田商店,茨城県水戸市宮町1-7-31 水戸駅ビル エクセルみなみ 3F,-,-
そば処 なかむら,茨城県東茨城郡城里町大字那珂西1611-1 ,-,029-288-6896
そば茶屋風の坊,茨城県水戸市加倉井町1375-6 ,-,029-254-8927
お菓子処　ひろせ,茨城県水戸市曙町10-8 ,-,029-257-8339
パティスリー ショコラトリー ダルメゾン（Patisserie Chocolaterie DALMAISON）,茨城県水戸市泉町2-1-46 ,-,029-232-3838
駅南・吾妻庵,茨城県水戸市城南1-6-15 ,-,029-227-1678
メツゲライ・タモン,茨城県水戸市酒門町1441-5 ,-,029-297-3939
らーめん コットンポット,茨城県水戸市桜川2-5-7 ,-,-
ラム（RAM）,茨城県水戸市中央1-3-3 山口ビル 2F,-,029-233-1765
富士カントリー笠間倶楽部,茨城県笠間市池野辺2523 ,-,0296-72-8111
マイルストーン,茨城県水戸市金町2-5-41 ,-,029-231-9123
水戸 萩の間,茨城県水戸市千波町2866-6 ,-,029-291-6422
はな川,茨城県水戸市泉町3丁目4-4 ,-,029-226-5570
ラーメン 富次郎 堀町店,茨城県水戸市堀町962-2 ,-,-
茶の間,茨城県水戸市南町1-2-4 ,-,029-231-1735
スターバックス・コーヒー イオンモール水戸内原店,茨城県水戸市中原町西135 イオンモール水戸内原,-,029-259-1129
ラーメン丈（Jou）,茨城県水戸市袴塚3-11-36 ,-,不明の為情報お待ちしております
さか江食堂,茨城県水戸市住吉町299 ,-,-
ひぬま茶屋（ひぬまぢゃや）,茨城県水戸市下入野町1227-2 ,-,029-269-1270
水府そば　大和屋,茨城県水戸市笠原町978-35 ,-,029-243-4538
てけ×2（【旧店名】肉けんちん蕎麦 てけ丸）,茨城県水戸市宮町2-3-35 ,-,-
いまい,茨城県水戸市本町3-23-17 ,-,不明の為情報お待ちしております
花のつゆ,茨城県水戸市元吉田町1447-1 ,-,不明の為情報お待ちしております
プロカフェ,茨城県水戸市三の丸1-4-2 ,-,029-225-8074
ろばた焼　満月城（まんげつじょう）,茨城県水戸市宮町2丁目1-6 ,-,029-221-2051
魚べい 水戸元吉田店,茨城県水戸市元吉田町1029-12 ,-,-
ワイン オクロック ワイン＆シーズナル薬膳（WINE O'CLOCK Wine & Seasonal Yakuzen）,茨城県水戸市泉町2-3-17 泉町会館,-,029-306-9777
マクドナルド ５１号大洗インター店,茨城県水戸市塩崎町876-1 ,-,不明の為情報お待ちしております
中華料理 八福 茨大前店,茨城県水戸市袴塚2-4-41 ,-,029-297-8167
水戸京成ホテル,茨城県水戸市三の丸1-4-73 ,-,029-226-3111
一門（イチモン）,茨城県水戸市元吉田町124-3 ,-,029-297-3005
サイゼリヤ 水戸元吉田店,茨城県水戸市元吉田町260-2 ,-,029-246-0610
伝説のすた丼屋 水戸渡里店,茨城県水戸市渡里町2693-1 ,-,029-297-6588
ラブ・オール（LOVE ALL）,茨城県水戸市東赤塚2080-1 ,-,029-254-4808
ふじ樹,茨城県水戸市見川町2559-3 ,-,029-388-0281
ブレンドマーケット,茨城県水戸市河和田町477-3 2F,-,029-388-0111
ともえ寿司,茨城県水戸市中央2-8-31 茂手木マンション 1F,-,029-224-1941
よ志乃（よしの）,茨城県水戸市笠原町976-1 ,-,-
景山（市町村会館支店）,茨城県水戸市笠原町978-26 茨城県市町村会館1階,-,029-301-8000
とれび庵,茨城県水戸市南町2-6-21 ,-,029-303-8555
ボア・ヴィラージュ,茨城県水戸市泉町1-6-1 京成百貨店 B1F,-,029-231-1111
ケンタッキーフライドチキン 水戸元吉田町店,茨城県水戸市元吉田町1959 ,-,029-240-1026
くつろぎ居酒屋 食の王堂,茨城県水戸市南町2-3-32 西洋倶楽部ビル 1F,-,029-233-7770
とりあえず,茨城県水戸市中央2-10-10 たんぽぽビル 1F,-,不明の為情報お待ちしております
水戸 門のまえ,茨城県水戸市常磐町1-3-1 ,-,029-350-4180
田吾作 月,茨城県水戸市城南2-4-8 ,-,029-246-6466
中国料理 景山（ケイザン）,茨城県水戸市三の丸1-4-73 水戸京成ホテル　B1,-,029-226-3111
キッチン寅家（TORAYA）,茨城県水戸市宮町1-1-1 エクセル本館 6F,-,不明の為情報お待ちしております
えぞっ子 見和店,茨城県水戸市見和1-318-10 ,-,-
カルマ,茨城県水戸市中央2-8-10 ,-,029-232-3213
中国酒家 華猿（チュウゴクシュカ カエン）,茨城県水戸市桜川2-4-8 ,-,不明の為情報お待ちしております
オレンジ・ピープル 海賊の宝物（【旧店名】 オレンジ・ピープル）,茨城県水戸市東赤塚4317-3 ,-,029-277-0425
宮戸（ミヤト）,茨城県水戸市三の丸1-4-18 銀杏坂ヒュッテ,-,029-224-2551
イエ　カフェ（ie cafe）,茨城県水戸市新荘2-14-33 ,-,029-226-2608
つけめんTETSU 壱の木戸 水戸店（テツ）,茨城県水戸市宮町1-7-31 水戸駅ビル エクセルみなみ 4F,-,-
飯野屋製菓,茨城県水戸市堀町1050 ,-,029-221-6156
