店名,住所,電話番号,予約・お問い合わせ
喜多方ラーメン専門店 喜鈴 福島鎌田店（キリン）,福島県福島市鎌田字樋口3-1 ,-,不明の為情報お待ちしております
優味麺亭 鸐-やまどり,福島県福島県福島市上町5-6上町テラス 1F ,-,-
ベトナムキッチン チャオチ（chaochi）,福島県福島市新町3-6 ,-,024-572-6770
うまか丼どん亭,福島県福島市南矢野目字西荒田50-17 イオン福島店１Ｆ,-,024-555-1440
たまごカフェ,福島県福島市松川町関谷字大窪47 ,-,024-573-8400
五鉄の軍鶏鍋 嘉右衛門（かえもん）,福島県福島市新町1-8 せいでんビル1F,-,024-522-7240
Rusk（ラスク）,福島県福島市大森字坿7-5 ,-,024-546-6858
風の谷,福島県福島市清水町北谷地16-1 ,-,024-548-0786
花月ハイランドホテル,福島県福島市町庭坂字神の森1-20 ,-,024-591-1115
萬亀,福島県福島市西中央3-71-1 ,-,024-536-0345
じゅんちゃん家（じゅんちゃんげ）,福島県福島市北矢野目字西田23-4 ,-,-
中華　十八番,福島県福島市渡利字舟場24 ,-,-
うまか粋亭（ウマカイキテイ）,福島県福島市野田町1-16-55 ,-,024-525-1448
スターバックスコーヒー 福島エスパル店,福島県福島市栄町1-1 エスパル福島店,-,024-525-8651
中華そば本内,福島県福島市本内字南原26-6 モトウチビル,-,-
らーめんほんま,福島県福島市大笹生朱田11-9 ,-,024-558-3286
椏久里珈琲 福島店（アグリコーヒー）,福島県福島市東中央3-20-2 ,-,-
するがや,福島県福島市渡利字西ノ内25-10 ,-,024-522-2262
十八代目 鶏や清兵衛（じゅうはちだいめ とりやせいべい）,福島県福島市置賜町5-18 ,-,024-529-5725
ki-ichigo（キイチゴ）,福島県福島市三河南町1-20 コラッセふくしま　１２Ｆ,-,024-536-6158
高湯温泉 ひげの家（タカユオンセンヒゲノイエ）,福島県福島市町庭坂字高湯15-1 ,-,024-591-1027
天辺,福島県福島市早稲町6-3 高徳第8ビル 1F,-,024-524-3570
味わい（手打蕎麦処）,福島県福島市新町1-26 第７清水ビル１F,-,024-522-0578
味処大番竹林亭,福島県福島市松浪町7-18 ,-,024-535-6292
くん太郎 本店,福島県福島市南沢又字古館44-1 ,-,-
おかめや 本店（【旧店名】おか免や）,福島県福島市丸子字町頭17-1 ,-,024-554-2272
中華料理　珉珉（ミンミン）,福島県福島市成川字這松3-2 ,-,024-539-8188
和楽日庵（わらびあん）,福島県福島市荒井字横塚3-258 ,-,024-594-1881
粋心庵 八幡（すいしんあん はちまん）,福島県福島市森合中谷地9-31 ,-,024-557-0555
十綱食堂（とつなしょくどう）,福島県福島市飯坂町十綱町1-2 ,-,-
メヒコ 福島店（seafood restaurant MEXICO）,福島県福島市南矢野目字中屋敷64-6 ,-,024-555-1330
食彩 ひとくち,福島県福島市置賜町8-38 三浦屋ビル 1F,-,024-522-5400
calme coffee（カルム コーヒー）,福島県福島市南沢又前田5-27 ,-,-
弐乃膳（ニノゼン）,福島県福島市置賜町2-18 置賜第一ビル 1F,-,024-563-3701
焼肉きんぐ 福島泉店,福島県福島市南沢又字下台13-1 ,-,024-555-1414
二番軒食堂,福島県福島市飯坂町道城町12 ,-,-
鳥ぎん 福島競馬場店,福島県福島市松浪町9-23 福島競馬場 1F,-,-
リバー ビーチ コーヒー（RIVER BEACH COFFEE）,福島県福島市南沢又柳清水19-5 河野ハイツ A,-,080-6035-8116
わたなべ精肉店,福島県福島市陣場町7-35 コスモビル 1F,-,024-522-0664
完熟ラーメン 本丸 泉駅前店,福島県福島市泉字早稲田2-1 ,-,-
まるまつハイウェイ 松川下り,福島県福島市松川町字上谷地75-1 福島松川パーキングエリア(下り),-,-
ホルモン横丁,福島県福島市置賜町4-1 ,-,024-522-7707
摺上亭大鳥　歩楽里,福島県福島市飯坂町中ノ内24‐3 摺上亭大鳥,-,024-542-4184
なかや菓子店,福島県福島市土湯温泉町字八郎畑2 ,-,024-595-2547
ピアットリッコ（Piatto Ricco 【旧店名】アバンダント）,福島県福島市吉倉字前田16-4 ,-,024-545-8848
味処 東本店,福島県福島市飯坂町平野森7-1 ,-,024-542-7711
あさひや食堂,福島県福島市渡利中江町17-1 ,-,024-522-9477
マミー,福島県福島市宮代宝田前1-14 ,-,024-572-3001
めんや薫寿 弐番屋（メンヤコトブキ）,福島県福島市野田町4-11-11 大竹第2ビル 1F,-,-
しま田,福島県福島市置賜町4-7 ,-,024-522-7037
そばひろ,福島県福島市笹谷字片目清水30-10 ,-,024-559-0055
とんかつくら島,福島県福島市三河南町19-20 ,-,024-534-4088
助六寿司,福島県福島市上町2-9 ,-,024-522-8534
花月寿 福島競馬場店,福島県福島市松浪町9-23 福島競馬場 1F,-,-
らーめん工房 墨乃家,福島県福島市陣場町8-2 1F,-,-
はるみや旅館,福島県福島市土湯温泉町字杉ノ下72 ,-,024-595-2134
菜々家 野田店,福島県福島市野田町4-1-9 ヨークタウン野田,-,-
岩滝酒蔵,福島県福島市宮町6-15 ,-,024-522-5256
福島丼丸 矢野目店,福島県福島市南矢野目字向原16-4 1F,-,024-573-0572
歩歩歩,福島県福島市栄町12-12 サモン館１階,-,024-521-4612
ニュー木村屋,福島県福島市三河北町3-16 ,-,024-536-1028
築地銀だこ イオン福島店,福島県福島市南矢野目西荒田50-17 イオン福島店 1F,-,-
黒潮亭（くろしおてい）,福島県福島市万世町5-43 パセオビル１F,-,024-521-9640
ここら亭,福島県福島市在庭坂字薬師田1-1 ここら吾妻店内,-,024-592-1088
丸源ラーメン 福島泉店,福島県福島市南沢又字中琵琶渕29-1 ,-,-
せいざん,福島県福島市荒井字横塚3-246 アンナガーデン内,-,024-594-1180
朴伝（ぼくでん）,福島県福島市置賜町4-27 ,-,024-522-1104
honey bee 本店（ハニー ビー）,福島県福島市荒井字山神下17-14 くだもの畑横,-,-
スターバックス・コーヒー 福島県立医科大学附属病院店,福島県福島市光が丘1番地 ,-,024-547-2131
一味庵,福島県福島市飯坂町字馬場14 ,-,-
向山製作所 福島エスパル店,福島県福島市栄町1-1 エスパル福島店 1F,-,-
ビジネスホテル　なりた家,福島県福島市南矢野目字鵯目東2 ,-,024-553-4855
伊東園ホテル 飯坂叶や,福島県福島市飯坂町湯野字上川原2-4 ,-,024-541-2311
スシロー 福島旭町店,福島県福島市旭町8-24 ,-,024-525-3891
シセン,福島県福島市大森北島22 ,-,024-546-6193
珈琲舎　雅,福島県福島市花園町7-11 ,-,-
裁ちそば 紅葉亭（こうようてい）,福島県福島市在庭坂字桃畑39 ,-,024-591-1785
みちのく福島路ビール,福島県福島市荒井字横塚3-182 アンナガーデン内,-,024-593-5859
麺処 あんかつ,福島県福島市松川町字鼓ヶ岡38-2 ,-,-
あらい食堂,福島県福島市荒井北3-8-6 ,-,024-593-3259
新時代 福島駅西口店,福島県福島市太田町13-73 ザ・セレクトン福島 B1F,-,024-563-7171
珍満賓館（チンマンヒンカン）,福島県福島市北町2-1 ,-,024-522-4379
夜菜食堂米むすび,福島県福島市栄町7-14 ,-,不明の為情報お待ちしております
立ちそば処 鷹 福島,福島県福島市栄町1-1 JR福島駅 新幹線コンコース 2F,-,-
味工房 ひさご,福島県福島市土湯温泉町杉の下21 ,-,-
トータス,福島県福島市栄町7-3 ザ・ホテルオーカメ　1Ｆ,-,不明の為情報お待ちしております
ふくしまラウンジ,福島県福島市三河南町1-20 コラッセふくしま 1F,-,-
さく・ら・ぱん（Saku le pain）,福島県福島市さくら3-2-1 ,-,024-593-4134
珈琲の店きよ乃,福島県福島市笹谷字稲場35-5 ,-,024-557-0175
ケリケリ（KERIKERI）,福島県福島市曽根田町11-18 ダイユーエイトMAX １F,-,-
轟座,福島県福島市置賜町5-35 ,-,024-524-2825
インドカレー チャイパ二（CHAI PANI）,福島県福島市栄町12-1 ,-,024-522-2787
浜焼き酒場波平商店,福島県福島市栄町7-5 新富ビル 1F,-,024-522-6102
東横INN 福島駅東口2（東横イン）,福島県福島市栄町2-14 1F,-,024-523-1045
ファミリーマート 吾妻PA下り店,福島県福島市上野寺字和喜25-8 ,-,024-592-1455
満点とんかつ四季彩,福島県福島市野田町6-11 ,-,024-533-3377
幸楽苑 郷野目店,福島県福島市郷野目字仲6-1 ,-,-
福島柏屋  市役所前店,福島県福島市五老内町8-8 ,-,024-529-6378
じゅり庵,福島県福島市大町1-20 ,-,-
ますだ,福島県福島市上町3-4 コマ福島ビル 1F,-,024-523-3772
モスバーガー 福島八木田店,福島県福島市八木田字中島72-1 ,-,024-539-8011
鮨乃家,福島県福島市置賜町2-19-3 ,-,024-522-8890
BistroPetitBonheur（プチ・ボヌール）,福島県福島市黒岩字戸ノ内7 ,-,024-539-5066
じゃ豆（ジャズ）,福島県福島市鎌田字町55-10 ,-,024-553-0157
あづま果樹園,福島県福島市飯坂町平野西原1-13 ,-,024-542-1460
かつや 福島矢野目店,福島県福島市南矢野目字鵯目50-2 ,-,024-572-3105
やきとん 阿部優,福島県福島市置賜町8-1 ,-,不明の為情報お待ちしております
一本,福島県福島市陣場町8-33 プラスα井上ビル 1F,-,-
ザ・セレクトン福島（【旧店名】福島ビューホテル）,福島県福島市太田町13-73 ,-,024-531-1111
ハニーカフェ ビードル,福島県福島市新町6-33 ,-,024-535-0832
ニューデリー（NEW DELHI）,福島県福島市新浜町5-27 1F,-,024-525-5015
生パスタのお店 クオッカ（Cuocca）,福島県福島市鳥谷野南光原27-1 ,-,024-563-6838
駒田屋本舗,福島県福島市荒町5-29 ,-,-
ケンタッキーフライドチキン 福島西インター店,福島県福島市大森字北島6-1 ,-,024-544-2258
かねと,福島県福島市新町2-29 金源ビル　１Ｆ,-,024-524-1158
リンカーン,福島県福島市飯坂町平野原78 ,-,024-542-8209
和食　裕（ワショクユタカ）,福島県福島市置賜町8-15 ピア21ビル　1F,-,024-522-6699
赤井,福島県福島市本町2-3 ,-,-
魚河岸処 仙 福島店（【旧店名】どん辰）,福島県福島市栄町1-1 S-PAL福島 1F,-,-
パティスリー エクロール（PATISSERIE EcLore）,福島県福島市上町5-6 上町テラス 1F,-,024-563-6558
清乃屋食堂,福島県福島市笹谷東桜水2-21 ,-,-
MASUZO 益蔵（マスゾウ）,福島県福島市栄町7-33 福島トヨタビルB1F,-,024-525-8070
お福さんのひっぱりうどん,福島県福島市北矢野目字樋越1 福島市中央卸売市,-,-
ラーメン　みそ伝,福島県福島市大森字唐橋73-1 ,-,-
薄利多賣半兵ヱ 福島駅前店,福島県福島市栄町6-7 フォロンティアビル1階,-,024-525-8455
TEA ROOM Zero（ティールーム ゼロ）,福島県福島市御山字一本木10-9 ,-,024-536-0883
一心亭 福島分店,福島県福島市陣場町7-1 陣場中央ビル１Ｆ,-,-
花づくし 西口店（はなづくし）,福島県福島市太田町30-22 ,-,024-533-8294
175°DENO 担担麺 福島店（ヒャクナナジュウゴドデノタンタンメン）,福島県福島市永井川字壇ノ腰5-5 ,-,-
福島りょうぜん漬 本店,福島県福島市大波字星の宮32 ,-,024-586-2345
たいやき 十番館（Jyu Ban Kan）,福島県福島市南矢野目字向原1-1 コープやのめ内,-,024-553-3433
レトロバー木馬館,福島県福島市栄町12-7 第2あづまソシアルビル B1F,-,024-521-3693
パリ食堂波平,福島県福島市栄町11-10 栄町ビル B1,-,024-521-5000
江戸政寿司,福島県福島市森合東上古屋2-28 ,-,024-558-6245
平和園,福島県福島市在庭坂字石方原31-1 ,-,080-5227-9960
バー 山小屋,福島県福島市大町1-8 ,-,-
幸楽苑 福島西口店,福島県福島市南中央4-1-3-2 ,-,-
味彩苑,福島県福島市飯坂町平野字中原40-5 ,-,024-529-5375
ニューサリバン,福島県福島市御山中川原80-2 ,-,024-533-4746
サンドイッチ工房 victory cafe 福島西店（ビクトリーカフェ）,福島県福島市南沢又字琵琶渕73 ,-,024-558-9999
JR東日本ホテルメッツ 福島,福島県福島市栄町1-1 ,-,024-523-1515
大學ラーメン 平野店,福島県福島市飯坂町平野字小三郎内30-5 ,-,024-542-2308
魚魚や,福島県福島市陣場町3-23 ナナカマド 1F,-,080-3194-8866
洋風食堂 アオキヤ（AOKIYA）,福島県福島市松川町本町100 ,-,024-567-3512
松月堂菓子店,福島県福島市松川町字中町26 ,-,024-567-3101
Bar 梅子と茂吉,福島県福島市土湯温泉町下ノ町15 ,-,080-8126-9645
味鶏,福島県福島市森合台ノ前24-2 1F,-,024-503-9332
福味楽来（ふくみらくる）,福島県福島市泉字早稲田2-1 ,-,不明の為情報お待ちしております
セブンイレブン 福島栄町店,福島県福島市栄町11-32 ,-,024-522-2334
ベーカリーJam（ベーカリージャム）,福島県福島市飯坂町銀杏1-10 ,-,024-542-7836
東横INN  福島駅東口1（東横イン）,福島県福島市栄町2-12 ,-,024-524-1045
かくた食品,福島県福島市飯坂町平野字原東15 ,-,024-542-3709
Dan Dan（ダンダン）,福島県福島市曽根田5-21 ,-,024-533-8588
すし処 玉鮨,福島県福島市万世町5-5 ,-,090-7825-0948
パン屋さん ねこのしっぽ,福島県福島市松川町鼓ヶ岡36-2 ,-,070-2438-3322
柳屋,福島県福島市松浪町9-23 福島競馬場 2F,-,024-534-2121
ウッディハウスとうわ,福島県二本松市木幡字東和代34-1 ,-,0243-46-3391
天串 ピース,福島県福島市置賜町4-23 ,-,不明の為情報お待ちしております
カワチ薬品 福島南店,福島県福島市鳥谷野字宮畑51 ,-,024-539-9811
ノンズ タコス（nons.TACOS）,福島県福島市万世町1-38 今江ビル 2F 南,-,不明の為情報お待ちしております
キッチン カプリッチョ,福島県福島市飯坂町平野字中原37-10 ,-,不明の為情報お待ちしております
味工房 福島南店,福島県福島市大森字舘の内51 ,-,024-563-7029
EIRAKU茶寮（エイラクサリョウ）,福島県福島市飯坂町字十綱町9 旅館栄楽,-,-
越後庵 輝庭,福島県福島市栄町11-25 アックスビル B1F,-,024-572-5697
さくら草,福島県福島市笹谷字稲場23-5 ,-,不明の為情報お待ちしております
本格インド･ネパール料理 アグラ MAXふくしま店,福島県福島市曽根田町1-18 ダイユーエイトMAXふくしま店 1F フードコート内,-,不明の為情報お待ちしております
GOLF＆DARTS RESORT（ゴルフアンドダーツリゾート）,福島県福島市置賜町6-12 セノケンパセオビル 3F,-,024-529-6263
Bar&Cafe ほうじゅん,福島県福島市栄町12-32 ユートピアビル 5F,-,不明の為情報お待ちしております
生鮮食品館 Pivot福島店,福島県福島市栄町1-1 ,-,不明の為情報お待ちしております
談妃留,福島県福島市飯坂町錦町7-9 ,-,024-542-6123
Cafe midi（カフェ ミディ）,福島県福島市太田町15-12 ,-,不明の為情報お待ちしております
一味真,福島県福島市荒井北3-9-9 ,-,不明の為情報お待ちしております
金水晶酒造店,福島県福島市松川町字本町29 ,-,024-567-2011
レストラン松月,福島県福島市佐原字神事場1 あづま総合体育館 2F,-,-
チョコットカフェ モモン（Chocotto CAFE momon）,福島県福島市新町2-18 新町ビル 1F,-,080-6507-4633
すき家 イオン福島店,福島県福島市南矢野目西荒田35 イオン福島店 1F,-,非公開
飯坂温泉 橋本舘,福島県福島市飯坂町湯野字湯ノ上25 ,-,024-542-4151
ペットサロン & カフェ HAPPY SEED（ハッピーシード）,福島県福島市三河南町19-7 ,-,024-529-6968
呑み喰い処 和i和i亭,福島県福島市陣場町7-30 寿BLDG5 1F,-,不明の為情報お待ちしております
湯らっとさばこちゃん,福島県福島市飯坂町字湯沢15 ,-,不明の為情報お待ちしております
居ー呑（イートン）,福島県福島市南矢野目字谷地68-6 ,-,090-1932-3940
Ys BAR（ワイズバー）,福島県福島市栄町11-10 栄町ビル B1F,-,024-522-6500
カルナ,福島県福島市黒岩中沖3-2 ,-,024-545-6635
酒香　ひさ乃,福島県福島市置賜町8-6 ふくしま屋台村 こらんしょ横丁,-,090-7068-2084
パティスリールポ（patisserie　Repos）,福島県福島市大笹生字荒田9 ,-,024-557-6512
あんぜんなたべものや,福島県福島市仲間町3-18 ,-,024-523-2237
紅屋本店,福島県福島市飯坂町字古舘13-6 ,-,024-542-3640
バン才（BANZAI）,福島県福島市置賜町7-5 アドニードビル 1F,-,024-529-6564
なかむらや 旅館,福島県福島市飯坂町字湯沢18 ,-,024-542-4050
笑処 肴菜屋（Sakanaya）,福島県福島市松川町字天王原80 ,-,024-567-2072
bis（ビス）,福島県福島市西中央2-115 1F,-,-
Candy Coffee,福島県福島市宮下町11-22-103 ,-,-
鮨楽,福島県福島市北矢野目坂東13-3 ,-,不明の為情報お待ちしております
シルクロード,福島県福島市伏拝台田19 ,-,不明の為情報お待ちしております
不二家 福島矢野目ヨークベニマル店,福島県福島市南矢野目字菅原50-12 ,-,024-555-1149
おふくろ食堂 支店,福島県福島市飯坂町釜場14-7 ,-,024-542-2550
アオヤギ（Aoyagi）,福島県福島市大町2-2 ,-,024-563-5448
みちくさ,福島県福島市新町1-8 ,-,024-524-0012
ルフラン,福島県福島市入江町12-6 ,-,不明の為情報お待ちしております
鮨長,福島県福島市置賜町8-2 ,-,024-522-3782
リボンコーヒー（RIBBON∞COFFEE）,福島県福島市置賜町8-8 パセナカMisse 1F,-,024-572-3930
菊屋の羊羹本舗 福島エスパル店,福島県福島市栄町1-1 エスパル福島店 1F,-,-
珈琲屋ビーンズ,福島県福島市曾根田町7-25 ,-,024-534-7680
水戸屋旅館,福島県福島市土湯温泉町字鷲倉山1-3 ,-,0242-64-3316
Surprise 福島店（サプライズ）,福島県福島市北矢野目原田50-1 ,-,不明の為情報お待ちしております
うなぎの佐藤,福島県福島市置賜町8-27 ,-,070-9170-3223
そば処武庵（武庵）,福島県福島市丸子字石名田24-11 ,-,024-553-1193
心のとびら,福島県福島市陣場町7-30 第5寿ビル 2F,-,不明の為情報お待ちしております
東北・寿し・肴 福ぐら（Fukugura）,福島県福島市栄町1-1 ホテルメッツ福島 1F,-,024-563-6015
サカナとおでん ひとしずく 福島駅前店,福島県福島市栄町7-32 吾妻ビル 7F,-,024-529-5377
鶇,福島県福島市置賜町2-12 ,-,024-522-3321
福三 福島競馬場店,福島県福島市松浪町9-23 福島競馬場 1F,-,024-534-2121
飯坂温泉 伊勢屋（いせや）,福島県福島市飯坂町西堀切22 ,-,024-542-3131
一会（ICHIE【旧店名】とらのこ）,福島県福島市永井川字壇の腰1-3 ,-,024-544-6616
pieni keittio hocci（ピエニ ケイッティオ ホッチ）,福島県福島市御山字東壁谷沢22-1 cabulestyle,-,-
マンキチ（mankichi【旧店名】マンハッタン キッチン）,福島県福島市黒岩字沼の下14-6 ,-,024-545-1258
まがりDEバナナ 福島店,福島県福島市大森高田5-3 ,-,024-572-3260
田中精肉店,福島県福島市瀬上町荒町66 ,-,024-553-3261
芙蓉閣 福島競馬場店,福島県福島市松浪町9-23 福島競馬場 3F,-,024-534-2121
はこべ,福島県福島市方木田葉ノ木立10-3 ,-,024-545-2572
本格焼酎家 やすらぎ,福島県福島市陣場町7-30 第5寿ビル陣場町マンション 1F,-,024-523-3600
味処 石舟サン（アジドコロ イシフネサン）,福島県福島市栄町12-32 ユートピアビル 5F,-,050-5784-6049
叶屋旅館,福島県福島市町庭坂大原2-3 ,-,024-591-1234
一口餃子&がぶ飲みワイン マツダヤ（MATSUDAYA）,福島県福島市万世町1-29 2F,-,不明の為情報お待ちしております
カフェスタイルフォトショップ ふぉとかふぇ（CafeStyle Photoshop ふぉとかふぇ）,福島県福島市笹谷字石田1-1 ,-,024-557-3768
和酒彩こつぶ,福島県福島市置賜町5-13 ,-,024-522-0444
La Maison de Kanno Humble,福島県福島市太田町4-8 ,-,024-529-5783
花房,福島県福島市丸子芳堀15 ,-,024-553-5919
Catman Cafe（キャットマン カフェ）,福島県福島市森合字屋敷下1-7 ,-,024-563-3609
イチイズ ロシナンテ マーケット（ICHII'S ロシナンテ MARKET）,福島県福島市鎌田字舟戸前14-1 ドンキホーテ福島店 B1F,-,不明の為情報お待ちしております
忠司,福島県福島市置賜町7-3 第一佐勝ビル 1F,-,024-523-1637
珈琲天国,福島県福島市三河南町21-6 ,-,不明の為情報お待ちしております
四季茶寮 花洛（シキサリョウ カラク）,福島県福島市町庭坂字湯町6-36 ,-,不明の為情報お待ちしております
セブン-イレブン 福島渡利弁天山前店（7-ELEVEN）,福島県福島市渡利字山ノ下前6-1 ,-,024-523-3467
いさみ屋,福島県福島市五月町9-15 ,-,024-522-3903
仕立屋甚五郎,福島県福島市瀬上町字寺前7-15 ,-,024-563-5530
たつみ 鎌田店,福島県福島市鎌田字御仮家79 ,-,不明の為情報お待ちしております
丸滝 ホリキリカフェ（hrokiriCafe）,福島県福島市飯坂町字東滝ノ町15 ,-,024-542-2425
幸福（ヘンボク）,福島県福島市陣場町7-35 伊達丸ビル 2F,-,024-572-3183
ポーラ美術館ショップコーナー,福島県福島市森合字西養山1 福島県立美術館,-,024-531-5511
ロイヤル ヒル（ROYAL HILL）,福島県福島市飯坂町十網町1-4 ,-,080-3335-0151
吾妻山麓醸造所,福島県福島市桜本字梨子沢4-2 ,-,024-563-5057
ホテルクラウンヒルズ 福島（HOTEL CROWN HILLS）,福島県福島市栄町11-25 ,-,024-523-0123
セキヤ コーヒー&グッドタイムズ（SEKIYA COFFEE&GOOD TIMES）,福島県福島市松川町関谷字藤窪6-1 ,-,080-6909-8284
モンペリエ ヨークベニマル福島南店（Montpellie）,福島県福島市黒岩字田部屋40 ヨークベニマル福島南店,-,024-545-1171
市場食堂,福島県福島市北矢野目字樋越1 ,-,-
キャラクターズ,福島県福島市万世町5-3 ニュー万世ビル 2F,-,080-9010-1138
つたや旅館,福島県福島市飯坂町字十綱町2 ,-,024-542-3164
紫明（しめい）,福島県福島市飯坂町湯沢17 ,-,024-542-3033
sweety Shinri（スウィーティー シンリ）,福島県福島市瀬上町字本町7 ,-,024-563-1135
居酒屋 十勝,福島県福島市飯坂町若葉町19 ,-,024-542-0019
カフェ&バー あ・れすと,福島県福島市新町2-18 新町ビル 2F,-,024-522-1223
カフェコア（CAFE CORE）,福島県福島市上町6-1 大原総合病院内 1F,-,024-526-0300
ニュー茶みせ,福島県福島市泉大仏36-1 ,-,不明の為情報お待ちしております
もにわそばどころ 霧華亭（もにわそばどころ きりはなてい）,福島県福島市飯坂町茂庭字清水川原21-2 ,-,024-571-7701
居酒屋 とも,福島県福島市飯坂町若葉町15 ゴ－ド－会館 2F,-,024-542-4737
瓢,福島県福島市永井川壇ノ腰1-3 ,-,024-546-2150
ポピー,福島県福島市北矢野目板東13-3 ,-,不明の為情報お待ちしております
ベル・カーサ,福島県福島市西中央5-49-1 ,-,024-536-1165
割烹 「和」（カッポウカズ）,福島県福島市陣場町8-8 フォーユーコンフォルトビル1F,-,024-524-2939
NewDays KIOSK 福島駅東口改札（ニューデイズ キオスク）,福島県福島市栄町1-1 JR福島駅 1F 東口改札外,-,024-525-8452
かぼちゃのたね 蓬莱店,福島県福島市蓬莱町2-2-1 蓬莱ショッピングセンター専門店街,-,024-563-3036
若の井,福島県福島市泉大仏5 ,-,-
呑み食い処　ひものや庄助,福島県福島市栄町7-5 新富ビル１Ｆ,-,024-529-6231
家族庵,福島県福島市丸子御山越34-3 ,-,024-534-3055
パインコーンカフェ（Pine cones Cafe）,福島県福島市荒井字地蔵原丙1-6 ,-,090-7071-5577
かぼちゃのたね,福島県福島市伏拝字台田5-10 ,-,024-539-6486
お弁当　くりむら,福島県福島市飯坂町十綱町9-9 ,-,024-542-8740
ステラおばさんのクッキー エスパル福島店,福島県福島市栄町1-1 エスパル福島店,-,024-522-1478
旬を彩る台所 一凜（いちりん）,福島県福島市置賜町5-33 長谷川産業ビル 1F,-,080-3199-2629
ケル シャンス（Quelle Chance）,福島県福島市春日町16-23 ,-,024-525-5227
連ちゃん,福島県福島市太平寺児子塚43-6 ,-,024-572-4644
相馬屋食堂,福島県福島市飯坂町湯沢2 ,-,不明の為情報お待ちしております
クリスタルガーデン,福島県福島市曽根田町10-6 グランパークホテル エクセル福島恵比寿 8F,-,024-533-4166
よし美寿し,福島県福島市飯坂町湯野千刈田10 ,-,024-542-0093
惣菜スタンド タラコ（TARACO）,福島県福島市上町2-20 上町センタービル 1F,-,不明の為情報お待ちしております
彩菓庵（サイカアン）,福島県福島市荒井字横塚3-182 ,-,024-593-0100
吉倉屋旅館,福島県福島市土湯温泉町字鷲倉山1-10 ,-,0242-64-3617
みどりや,福島県福島市岡部字高畑90-3 ,-,024-534-2098
牛煮込 すずき,福島県福島市置賜町7-3 第6佐勝ビル 1F,-,050-5785-1741
七ツ森（ななつもり）,福島県福島市置賜町8-36 パレスビル　１Ｆ,-,024-523-5124
かかし,福島県福島市陣場町7-35 ,-,024-521-5034
カヂャ メゾン スリー（CADJA MEISON Ⅲ）,福島県福島市新町1-13 ,-,不明の為情報お待ちしております
農産物直売所 ここら 黒岩店,福島県福島市黒岩字北井14-1 ,-,024-544-0860
ミニストップ 福島南矢野目店（MINI STOP）,福島県福島市南矢野目字中谷地30-7 ,-,不明の為情報お待ちしております
居酒屋 こうちゃん,福島県福島市新町1-22 ,-,不明の為情報お待ちしております
日本茶カフェ茶々,福島県福島市宮代字段の腰128-4 ,-,不明の為情報お待ちしております
醸し屋とうつぎ屋,福島県福島市陣場町8-11 茂木ビル 2F,-,024-597-8979
スイーツ喫茶45（よんじゅうご）,福島県福島市大町2-11 ,-,080-1671-6779
旬彩かほる,福島県福島市万世町5-5 ,-,024-572-3727
ホテル 向瀧旅館 ダイニング楓,福島県福島市土湯温泉町字杉ノ下63 ,-,024-595-2121
串カツ酒場 ふじまる,福島県福島市置賜町4-3 ,-,-
土産屋（MIYAGEYA）,福島県福島市飯坂町湯沢24-1 ,-,不明の為情報お待ちしております
花家,福島県福島市大町1-20 ,-,不明の為情報お待ちしております
くつろぎ納屋 森のキッチン,福島県福島市方木田字田仲10 ,-,024-502-7086
たんぽぽ食堂,福島県福島市置賜町8-27 ,-,-
絹の路,福島県福島市小倉寺敷ケ森30-10 ,-,024-523-3928
セブンイレブン 福島本内店,福島県福島市本内字松川畑2-2 ,-,024-554-5133
Bar 古時計,福島県福島市置賜町8-27 橘ビル2F,-,-
万里館,福島県福島市栄町2-36 ,-,不明の為情報お待ちしております
ヨークベニマル 矢野目店,福島県福島市南矢野目字菅原50-12 ,-,024-555-1149
萌女（モンニュ）,福島県福島市陣場町8-3 ,-,080-5550-6688
精華苑 福島競馬場店,福島県福島市松浪町9-23 福島競馬場 4F,-,-
ふくしま桃園 地下一階店,福島県福島市栄町5-1 中合ビル B1F,-,不明の為情報お待ちしております
ROY CAFE （ロイカフェ）,福島県福島市南矢野目向原28-3 ,-,024-503-0600
吉野家 福島競馬場店,福島県福島市松浪町9-23 ,-,-
協（KANAU【旧店名】ひかり食堂）,福島県福島市光が丘1 福島県立医科大学病院 1F,-,-
博多 もつ鍋・ちゃんこ たんと 福島駅前店,福島県福島市栄町6-4 南條ビル B1F,-,050-5434-8240
橋元堂　豊嶋屋 鎌田店（トシマヤ）,福島県福島市鎌田字原際59 ,-,024-554-5160
Cafe La Terraza（カフェ ラ テラザ）,福島県福島市西中央5-49-1 ベルカーサ内,-,024-536-1165
Toriton×鳥とん,福島県福島市栄町12-28 ,-,024-573-0322
さとうぱん,福島県福島市三河北町3-16 ,-,-
屋台や十八番 パセナカミッセ店,福島県福島市置賜町8-8 パセナカmisse 2F,-,090-9636-4414
ちいさなパン屋 ble,福島県福島市中町1-25 コアホンダテナントC,-,050-8883-0533
ニュー木村屋,福島県福島市栄町1-1 エスパル福島店 1F,-,080-9452-8632
ジンクス ドリンク＆フード（jinx drink&food）,福島県福島市栄町7-13 ,-,024-572-7100
曲屋果樹園,福島県福島市飯坂町平野字源三前19 ,-,024-542-6085
串焼きバル クシデプト（#94DEPT）,福島県福島市置賜町5-3 第3二瓶ビル 2F,-,不明の為情報お待ちしております
亀吉食堂,福島県福島市栄町12-1 IF,-,不明の為情報お待ちしております
