店名,住所,電話番号,予約・お問い合わせ
讃岐,栃木県宇都宮市中戸祭町867-30 ,-,028-621-0301
AGカフェ（AG cafe）,栃木県宇都宮市山本3-14-7 ,-,028-625-4455
金閣寺,栃木県宇都宮市上金井町619-2 ,-,-
高林堂 本店,栃木県宇都宮市馬場通り3-4-7 宇都宮ピークス 1F,-,-
生簀割烹 漁火（いけすかっぽう いさりび）,栃木県宇都宮市上大曽町492-1 ホテル東日本宇都宮 1F,-,028-643-5530
ビストロ ウエノ ニバンチョウ（Bistro UENO Nibancho）,栃木県宇都宮市二番町1-24 ,-,028-689-9949
コメダ珈琲店 宇都宮平松本町店,栃木県宇都宮市平松本町1109-4 ,-,028-688-7043
シャンベルタン,栃木県宇都宮市二荒町8-16 ,-,028-634-8390
竹園（チクエン）,栃木県宇都宮市本町5-12 宇都宮東武ホテルグランデ,-,028-643-2159
しゃぶしゃぶ・日本料理 木曽路 宇都宮店,栃木県宇都宮市竹林町893-3 ,-,028-650-0165
幸福（しあわせ）,栃木県宇都宮市西原600-33 ,-,-
麺工房 風の杜,栃木県宇都宮市下戸祭1-5 ,-,028-601-4234
やきにくグレート&ホルモン 宇都宮本町店（【旧店名】焼肉グレート）,栃木県宇都宮市本町13-13 本町ビル 1F,-,028-666-0120
山泉樓 宇都宮駅東店（サンセンロウ）,栃木県宇都宮市東宿郷3-3-3 ,-,028-637-3301
さくら食堂,栃木県宇都宮市桜2-4-4 ,-,028-612-2302
そら豆,栃木県宇都宮市二番町1-11 ,-,028-614-3169
ののじ 坂の下,栃木県宇都宮市戸祭町2229 ,-,028-678-5178
ねぎにら餃子,栃木県宇都宮市上桑島町1463-2 ,-,-
らーめん 武丸,栃木県宇都宮市戸祭町2732-1 ,-,-
久（キュウ）,栃木県宇都宮市西1-4-7 ,-,028-612-1951
無限花序（むげんかじょ）,栃木県宇都宮市平出町3655 ,-,-
満州屋,栃木県宇都宮市馬場通り2-3-16 ,-,不明の為情報お待ちしております
ワインの酒場。ディプント 宇都宮駅前店（Di PUNTO）,栃木県宇都宮市駅前通り1-4-6 宇都宮西口ビル 1F,-,028-600-3888
ビストロ ソレイユ,栃木県宇都宮市宮園町2-4 ,-,028-666-7004
串乃蔵 源,栃木県宇都宮市塙田2-5-2 MITOYAビル 1F,-,090-2757-6928
あたりや,栃木県宇都宮市東谷町116-1 ,-,-
二代目 栃木家,栃木県宇都宮市岩曽町1213-3 ,-,028-612-1419
ぐるまん野州男,栃木県宇都宮市下小池町560-92 ,-,-
いろり庵きらく 宇都宮店,栃木県宇都宮市川向町1-23 JR宇都宮駅構内 2F,-,-
黄金の塩らぁ麺 ドゥエ イタリアン 宇都宮店（Due Italian）,栃木県宇都宮市陽東6-2-1 ベルモール 1F,-,-
たなぽん食堂,栃木県宇都宮市岩曽町519 ,-,028-689-0595
あすなろ,栃木県宇都宮市南大通り4-7-8 ホテルサン・ロイヤル宇都宮　1F,-,028-638-3711
本田（ホンデン）,栃木県宇都宮市上籠谷町1744-11 ,-,028-667-1106
ペニーレイン 西川田店（PENNY LANE）,栃木県宇都宮市西川田町40-8 ,-,028-645-1960
豚のオオモリ製作所,栃木県宇都宮市西川田町974-1 ,-,-
はま寿司 宇都宮今泉店,栃木県宇都宮市泉が丘5-2993-2 ,-,-
ホルモン屋 壺亭,栃木県宇都宮市東宿郷2-17-10 東口屋台村,-,-
プチレストランヴェール,栃木県宇都宮市駒生1-24-25 ,-,028-647-0722
手打ちそば 松庵,栃木県宇都宮市池上町2-8 ,-,028-678-9597
ラーメン屋 味番人,栃木県下野市下石橋321-1 ,-,-
サブウェイ 宇都宮ベルモール店（SUBWAY）,栃木県宇都宮市陽東6-2-1 ベルモール 1F(フードコート内),-,028-680-6877
和の華（ワノハナ）,栃木県河内郡上三川町上蒲生2313-2 ,-,-
ハリーカリー（HARRY　CURRY）,栃木県宇都宮市屋板町1510-4 ,-,-
イタリア料理 GIOVANNI（イタリアリョウリ ジョヴァンニ）,栃木県宇都宮市江野町5-12 ,-,028-634-1800
明朗飯店（めいろうはんてん）,栃木県宇都宮市宮園町1-2 ,-,-
アロマ デル ソーレ,栃木県宇都宮市下栗町2937-5 ,-,028-651-3066
鰻の成瀬 宇都宮上戸祭店,栃木県宇都宮市上戸祭4-6-10 ,-,070-2368-4207
東横INN 宇都宮駅前1（東横イン【旧店名】東横INN宇都宮駅前）,栃木県宇都宮市今泉1-4-29 ,-,028-624-1045
無添くら寿司 宇都宮鶴田店,栃木県宇都宮市鶴田町1255-1 ,-,-
王ちゃん,栃木県宇都宮市下栗1-21-17 ,-,028-636-2566
すし・うどんすき　久松,栃木県宇都宮市平出町1771-1 ,-,-
餃子のキャロル,栃木県宇都宮市宮町2-18 ,-,-
宇都宮みんみん 来らっせ店,栃木県宇都宮市馬場通り2-3-12 MEGAドン・キホーテ ラパーク宇都宮店 B1F,-,028-638-1313
ココス 宇都宮鶴田店,栃木県宇都宮市鶴田町3412-2 ,-,028-651-2400
光雲,栃木県宇都宮市大和2-12-43 ,-,-
Gelato&Caffe いざわ苺園 宇都宮PASEO店,栃木県宇都宮市川向町1-23 宇都宮パセオ 1F,-,-
麺龍 炎の杜,栃木県宇都宮市御幸ヶ原町136-42 ,-,-
すぎのや本陣 宇都宮南店,栃木県宇都宮市西川田町434-1 ,-,028-659-2100
バルと、デリと、スパイスカレー アシタモイイヒ（ashitamo iihi）,栃木県宇都宮市川向町1-23 ,-,-
大陸食道 宮環豊郷店,栃木県宇都宮市長岡町90-1 ,-,028-643-2914
越戸そば 総本店,栃木県宇都宮市越戸2-18-2 ,-,-
ホテル東日本宇都宮,栃木県宇都宮市上大曽町492-1 ,-,028-643-5555
吉野家 カインズ宇都宮テクノ店,栃木県宇都宮市ゆいの杜5-26-5 ,-,028-670-3411
フライングガーデン 若松原店,栃木県宇都宮市若松原1-2-27 ,-,-
ベーカリーモーガン（BAKERY MORGAN）,栃木県宇都宮市西刑部2577-2 ,-,028-678-8393
香蘭（コウラン）,栃木県宇都宮市本町1-24 ,-,-
高なべ,栃木県河内郡上三川町しらさぎ2-1-3 ,-,-
えきの市場,栃木県宇都宮市川向町1-23 宇都宮駅ビルパセオ 1F,-,-
みらい,栃木県宇都宮市陽東8-8-27 ,-,0286-62-2495
フレッシュベーカリー ニコル,栃木県宇都宮市泉が丘1-17-18 ,-,028-664-1948
新時代 宇都宮オリオン通り店,栃木県宇都宮市江野町10-1 ,-,028-666-5150
タージマハル（TAJMAHAL）,栃木県宇都宮市東宿郷6-1-21 ,-,028-638-2411
タイ料理の店 メナム,栃木県宇都宮市東宿御2-7-9 ,-,028-614-1414
鈴ひろ,栃木県宇都宮市針ヶ谷1-21-6 ,-,028-655-0092
たん．ぷる．たん．,栃木県宇都宮市江曽島3-2584-27 ,-,028-658-4825
むさしの森珈琲 宇都宮八幡山公園店,栃木県宇都宮市大曽2-9-7 ,-,028-600-3703
CoCo壱番屋 宇都宮峰店（ココイチバンヤ）,栃木県宇都宮市峰1-24-5 ,-,-
中華道楽,栃木県宇都宮市若松原2-9-4 ,-,-
春木屋（はるきや）,栃木県宇都宮市馬場通り2-3-10 ,-,028-633-2525
橋本屋,栃木県下野市石橋573 ,-,0285-53-0270
あわの家,栃木県宇都宮市田野町645-5 ,-,028-652-5262
らあめん厨房 どる屋（どるや）,栃木県宇都宮市中央2-8-6 ,-,-
アイローネ（Aierones）,栃木県宇都宮市馬場通り2-2-10 ,-,028-636-1139
ステーキ・慶（ステーキ・ケイ）,栃木県宇都宮市春日町5-20 ,-,028-645-1911
眞壁屋うどん 東武宇都宮店,栃木県宇都宮市宮園町5-4 東武百貨店宇都宮店,-,-
中国料理 虎（チュウゴクリョウリフー）,栃木県宇都宮市栄町6-3 ,-,028-666-8160
餃子会館 本店,栃木県宇都宮市越戸4-4-36 ,-,028-663-0947
かつ盛 不動前店（かつせい）,栃木県宇都宮市西原町186-1 ,-,028-908-0777
フロプレステージュ 宇都宮東武店（FLO PRESTIGE）,栃木県宇都宮市宮園町5-4 東武百貨店宇都宮店 1F,-,028-639-4620
とちびより,栃木県宇都宮市川向町1-23 宇都宮駅ビルパセオ 2F とちぎグランマルシェ,-,-
お料理とお酒 oto,栃木県宇都宮市東宿郷3-11-6 ,028-680-7440,050-5456-6978
昇華,栃木県宇都宮市馬場通り4-3-16 K&Jビル 1F,-,090-4076-6112
プル トア（Pour toi）,栃木県宇都宮市陽東8-4-19 ,-,028-664-4064
嶋田屋酒店 宮みらい店,栃木県宇都宮市宮みらい1-1 宇都宮テラス 2F,-,028-688-8251
和食 了寛（リョウカン）,栃木県宇都宮市吉野町1-7-10 ,-,028-611-1711
ササズカ（SASAZUKA）,栃木県宇都宮市東谷町494-1 ,-,028-654-2035
チャーハン専門店 こう米,栃木県河内郡上三川町鞘堂46-5 ,-,-
伊志佐岐,栃木県宇都宮市中央2-1-3 ,-,028-633-1877
カフェマイナースウィング（Cafe Minor Swing）,栃木県宇都宮市中央1-6-4 ,-,080-2556-7545
トラットリア ステッラ,栃木県宇都宮市越戸3-15-9 ,-,028-660-5733
珈琲所コメダ珈琲店 宇都宮みどり野店,栃木県宇都宮市みどり野町36-20 ,-,050-3372-0713
麦の楽園（ムギノラクエン）,栃木県宇都宮市新里町丙245 ろまんちっく村,-,-
手打ち中華 こころ,栃木県宇都宮市下川俣町206-244 宮ハイツ 1F,-,-
つるつる亭,栃木県宇都宮市上籠谷町3407-1 ,-,-
じゃあじゃあまん,栃木県宇都宮市元今泉3-2-6 ,-,028-638-7331
365やきそばー,栃木県宇都宮市川向町1-23 ,-,-
もつ焼一歩 宇都宮駅東口店,栃木県宇都宮市宿郷1-13-1 ,-,028-612-2678
コーヒーハウス陽だまり,栃木県宇都宮市今泉新町76 ,-,028-663-2855
めん太郎 柳田店,栃木県宇都宮市下平出町88-1 ,-,028-663-5628
餃天堂 シンボルロード店,栃木県宇都宮市池上町1-11 ,-,-
アンサンブル（ensemble）,栃木県宇都宮市今宮1-6-12 ,-,028-684-6299
炭 キュイジーヌ トシ（炭 CUISINE TOSHI）,栃木県宇都宮市中戸祭町826-7 ,-,028-688-0653
にく源 宇都宮駅東口店,栃木県宇都宮市東宿郷2-5-3 MYビル 2F,-,028-678-2020
ＺＥＴＴＥＲＩＡ 宇都宮パセオ店,栃木県宇都宮市川向町1-23 ,-,不明の為情報お待ちしております
鮨・割烹 ほしの,栃木県宇都宮市西刑部町2710-3 ,-,-
阿吾羅（アゴラ）,栃木県宇都宮市西大寛2-1-3 ,-,028-651-4129
志な乃,栃木県宇都宮市鶴田町692-3 ,-,028-648-3198
麦ぺこ,栃木県宇都宮市若草5-13-10 ,-,028-305-1143
鶏豚ダイニング 千鶏家 輝々,栃木県宇都宮市江野町2-10 フタバヤビル 1F,-,028-612-2834
和酒海鮮 茶々丸（ちゃちゃまる）,栃木県宇都宮市池上町2-2 プラチナビル　Ｂ１Ｆ,-,028-632-8999
カントリーキッチン FKDショッピングモール宇都宮インターパーク（COUNTRY KITCHEN）,栃木県宇都宮市インターパーク6-1-1 FKDインターパーク店 1F,-,028-657-6170
カフェ ドゥ オリーブ,栃木県宇都宮市中央本町1-12 ,-,028-634-3422
蔵九 宇都宮オリオン通り店,栃木県宇都宮市江野町11-1 ,-,028-688-7568
乃が美 はなれ 宇都宮店,栃木県宇都宮市みどり野町2-5 ,-,028-680-4004
竹風（TIKU-FU）,栃木県河内郡上三川町しらさぎ3-29-7 ,-,-
みっちゃん,栃木県宇都宮市大通り3-3-1 ネキスト宮の橋 1F,-,028-680-6593
パネッテリア・ヴィヴォ（Panetteria Vivo）,栃木県宇都宮市戸祭元町12-7 ,-,028-624-1182
パイプのけむり 池上町本店,栃木県宇都宮市池上町2-1 プラチナビル　５Ｆ,-,028-635-9281
魚米 鶴田店,栃木県宇都宮市鶴田町831-10 ,-,028-689-9718
フェニックス,栃木県宇都宮市越戸3-15-9 ,-,028-661-0830
みます,栃木県宇都宮市清住2-6-7 ,-,028-622-4733
カフェ イヴァーノ（cafe IVANO）,栃木県宇都宮市ゆいの杜6-7-10 テクノポリス宇都宮,-,028-680-6955
中国料理龍亭,栃木県宇都宮市今泉1-1-7 藤野ビル 1F,-,028-627-7722
てん,栃木県宇都宮市川田町117-3 ,-,028-656-1108
孔華,栃木県宇都宮市南一の沢町1-28 佳葉マンション 1F,-,028-632-5453
川崎タンタン,栃木県宇都宮市鶴田町3083 ,-,-
ロッサベリー（Rossa berry）,栃木県宇都宮市岩原町204 ,-,-
ステーキ宮 越戸店,栃木県宇都宮市越戸町90-1 ,-,-
餃子の王将 宇都宮インターパークビレッジ店,栃木県宇都宮市インターパーク4-1-3 インターパークショッピングビレッジ,-,-
インド・ネパール料理 Miya Curry,栃木県宇都宮市大通り3-3-1 ネキスト宮の橋 2F,-,028-348-3328
ラーメンギタギタ,栃木県宇都宮市西川田本町3-9-8 ,-,-
大谷餃子店 宇都宮駅東口店（【旧店名】石井餃子店）,栃木県宇都宮市東宿郷2-5-23 石海ビル 1F,-,028-666-0684
かぼちゃ亭（カボチャテイ）,栃木県宇都宮市元今泉3-20-16 大光ビル　1F,-,028-632-7721
"MYS,COFFEE（ミースコーヒー）",栃木県宇都宮市中央1-10-9 ,-,不明の為情報お待ちしております
桃李庵そばの実,栃木県宇都宮市御幸本町4870-36 ,-,028-662-5361
NASUのラスク屋さん とちぎグランマルシェ店（ナスノラスクヤサン）,栃木県宇都宮市川向1-23 とちぎグランマルシェ 2F,-,028-627-8580
割烹 岡,栃木県宇都宮市下栗町779-4 ,-,028-656-9334
大戸屋 FKD宇都宮インターパーク店（オオトヤ）,栃木県宇都宮市インターパーク6-1-1 FKDインターパーク店 1F,-,-
Contento KANOYA（コンテント カノヤ）,栃木県宇都宮市馬場通り3-1-21 馬上ビル 1F,-,028-616-8984
ジェラート・マスモ,栃木県宇都宮市平出町4062-4 ,-,-
焼肉きんぐ 宇都宮御幸店,栃木県宇都宮市御幸本町4732-4 ,-,028-611-3117
やなぎ田,栃木県宇都宮市西刑部町2681-45 ,-,028-656-1404
バーミヤン 宇都宮徳次郎店,栃木県宇都宮市徳次郎町2256-9 ,-,028-666-1185
AKAI TORI（アカイトリ）,栃木県宇都宮市馬場通り2-3-10 ,-,-
創作ダイニング NOBU（ノブ）,栃木県宇都宮市下戸祭2-9-1 高木コーポ 1F,-,028-623-6665
タリーズコーヒー 東武宇都宮店（TULLY'S COFFEE）,栃木県宇都宮市宮園町5-4 東武宇都宮百貨店 5F,-,028-651-1377
ラーメン ヒカリ 宇都宮店,栃木県宇都宮市大和1-8-21 ,-,-
中華そば 櫓屋（やぐらや）,栃木県宇都宮市東宿郷6-1-21 ,-,-
かもし家（カモシヤ）,栃木県宇都宮市中央5-17-20 ,-,028-341-8278
松屋 宇都宮簗瀬町,栃木県宇都宮市簗瀬町1984-6 ,-,-
enjoue メロンパン&アップルパイ（アンジュエ）,栃木県宇都宮市御幸ヶ原町136-44 ,-,028-612-7608
seuEu coffee&gelato stand（セウエウ コーヒー&ジェラートスタンド）,栃木県宇都宮市宮町2-18 ,-,-
らーめん　こもり家,栃木県宇都宮市上籠谷町3733-3 ,-,-
焼肉 ギュウドウ（焼肉 Gyu-dou.）,栃木県宇都宮市江野町11-7 1F,-,028-666-5229
牛かつ なかい,栃木県宇都宮市東宿郷4-6-5 タテノコーポ 1F,-,028-637-3333
ベビーフェイスプラネッツ 宇都宮店,栃木県宇都宮市簗瀬町1865-1 カルマーレ宇都宮 1F,-,028-612-1648
麺　藏藏（ZAZA）,栃木県宇都宮市氷室町1627-63 ,-,-
いろり庵きらく 宇都宮新幹線口店,栃木県宇都宮市川向町1-23 ,-,-
旬菜うちごはん 菜々家 御幸町店,栃木県宇都宮市御幸町186-1 ,-,-
ジェラート マスモ FKDインターパーク店（Gelato Masumo）,栃木県宇都宮市インターパーク6-1-1 FKDインターパーク店 1F,-,080-1010-4145
ポスト ド ブレ（Poste de ble）,栃木県宇都宮市大谷町1426-8 ,-,028-666-0027
リラ,栃木県宇都宮市簗瀬3-22-19 ,-,028-633-8171
古城,栃木県宇都宮市中戸祭1-8-15 ,-,028-624-0483
ガスト 上三川店,栃木県河内郡上三川町しらさぎ1-7-10 ,-,0285-55-1052
ル・マグノリア,栃木県宇都宮市鶴田町2154-13 ,-,028-678-3311
レストラン＆ダイニング フォンターナ（Fontana）,栃木県宇都宮市上大曽町492-1 ホテル東日本宇都宮 1F,-,028-643-5576
ステーキ杣 石井店,栃木県宇都宮市石井町2724-10 ,-,028-616-8574
ギフトガーデン 宇都宮新幹線（GIFT GARDEN）,栃木県宇都宮市川向町1-23 JR宇都宮駅,-,028-632-0043
大八（ダイハチ）,栃木県宇都宮市下岡本4263 ,-,028-673-3867
フライングガーデン 豊郷台店,栃木県宇都宮市長岡町46-1 ,-,-
THE STANDARD BAKERS（ザ スタンダード ベイカーズ）,栃木県宇都宮市大谷町1159 ,-,028-652-5588
レストラン ラプレ・ミディ,栃木県宇都宮市江曽島町1028-10 ,-,028-659-3590
DELICATESSEN chihiro（【旧店名】FARMDELI）,栃木県宇都宮市松原3-6-28 ,-,028-678-4664
宇都宮商店 戸祭店,栃木県宇都宮市上戸祭3-3-8 ,-,-
シャレー,栃木県宇都宮市下平出町1443 ,-,028-662-3338
一粒庵 いしい 宇都宮店,栃木県宇都宮市中央2-8-10 ,-,0286-34-4190
香川一福 FKDインターパーク店,栃木県宇都宮市インターパーク6-1-1 FKDインターパーク店 1F フードコート,-,-
アンの友達,栃木県宇都宮市不動前3-3-40 ,-,028-636-7701
ガスト 宇都宮駒生店,栃木県宇都宮市駒生町2-15-3 ,-,028-650-1428
よし尾,栃木県宇都宮市関堀町58-1 ,-,-
大谷パーキングエリア(下り)フードコート（おおや）,栃木県宇都宮市駒生町3021-5 東北自動車道 大谷PA（下り）,-,-
杉本食堂,栃木県宇都宮市東町25 ,-,-
濃厚とんこつラーメン専門店 さがみ家 インターパーク店,栃木県宇都宮市インターパーク2-2-1 ,-,-
リトルマーメイド 宇都宮店（LITTLE MERMAID）,栃木県宇都宮市川向町1-23 宇都宮駅ビル パセオ 1F,-,-
すし華亭 匠,栃木県宇都宮市宮みらい1-1 宇都宮テラス 2F,-,028-666-8885
佐野らーめん 噂の藤の介,栃木県宇都宮市鶴田2-39-36 ,-,-
ワイン＆タパス PEQUE（ペケ）,栃木県宇都宮市江野町10-2 ,-,028-634-9595
岩手屋（いわてや）,栃木県宇都宮市天神1-2-14 ,-,-
貢茶 宇都宮パセオ店（ゴンチャ）,栃木県宇都宮市川向町1-23 宇都宮パセオ 2F,-,028-650-7674
もおか鬼怒公園ゴルフ倶楽部（いちごゴルフクラブ）,栃木県真岡市中1345-18 ,-,0285-83-5501
魚浜,栃木県宇都宮市江野町2-11 小倉ビル 1F,-,028-637-7777
石焼ビビンバ屋 みや御苑 済生会前店,栃木県宇都宮市竹林町861-1 ,-,028-622-0322
峰食堂,栃木県河内郡上三川町しらさぎ1-28-10 ,-,-
トモクラフト 028CAFE'（TOMOCRAFT 028CAFE'）,栃木県宇都宮市針ヶ谷町504-9 ,-,028-307-9606
セレクト（SELECT）,栃木県宇都宮市元今泉1-23-5 ,-,028-635-8234
かつや 宇都宮インターパーク店,栃木県宇都宮市インターパーク2-15-5 ,-,-
肉の万世 宇都宮インター店（ニクノマンセイ）,栃木県宇都宮市徳次郎町12 ,-,028-665-3262
サンブーランジュリ 宇都宮店（Sun Boulangerie）,栃木県宇都宮市陽東6-2-1 ベルモール 1F,-,028-660-1851
小籠包・中国料理 芙籠（芙籠）,栃木県宇都宮市本町9-4 石ビル 1F,-,028-678-6431
珉亭（ミンテイ）,栃木県宇都宮市中央2-3-6 ,-,028-632-9517
RESTAURANT chihiro （レストラン チヒロ）,栃木県宇都宮市吉野1-7-10 ,-,028-633-5929
宇都宮 もんじ,栃木県宇都宮市江野町9-2 1F,-,028-680-6261
ドイツ酒場　ミュンヘン,栃木県宇都宮市大通り2-1-4 ,-,028-680-6227
沖縄屋台 居酒屋 かいちゃん,栃木県宇都宮市東宿郷2-17-10 東口屋台村,-,028-666-6624
マクドナルド 平成通り宇都宮店,栃木県宇都宮市簗瀬1-13-11 ,-,028-634-4711
バーガーキング アピタ宇都宮店（BURGER KING）,栃木県宇都宮市江曽島本町22-7 アピタ宇都宮店 1F,-,-
バール･ア･ヴァン･ル･プラン（BAR a VINS Le Plein）,栃木県宇都宮市馬場通り3-1-21 馬上ビル 3F,-,028-633-4477
魚べい 平松本町店,栃木県宇都宮市平松本町1216-1 ,-,028-638-1911
吉野家 宇都宮今泉店,栃木県宇都宮市中今泉5-37-4 ,-,028-613-5560
イザカヤ むつ五郎（izakaya ムツゴロウ）,栃木県宇都宮市元今泉3-3-14 ,-,028-635-6256
焼肉 南大門,栃木県宇都宮市今泉3-2-18 健康ランド南大門　２Ｆ,-,028-622-1126
すし華亭 宇都宮中央店,栃木県宇都宮市江野町1-15 ,-,028-666-8754
Boulangerie Riz（ブランジェリー リズ）,栃木県宇都宮市塙田3-1-3 ,-,-
支那そば 竹風（シナソバ チクフウ）,栃木県宇都宮市平出町3738-2 ,-,-
ブルーマジック（BLUE MAGIC）,栃木県宇都宮市池上町3-8 1F,-,028-307-0971
シェ・イノセ,栃木県宇都宮市下岡本町4564-1 ,-,028-673-9224
フレッシュネスバーガー ベルモール店（FRESHNESS BURGER）,栃木県宇都宮市陽東6-2-1 ベルモール 1F,-,-
タフドア,栃木県宇都宮市昭和1-1-25 ,-,-
餃子の満天家,栃木県宇都宮市川向町1-23 宇都宮パセオ 1F,-,-
宇都宮餃子さつき 来らっせ店,栃木県宇都宮市馬場通り2-3-12 MEGAドン・キホーテラパーク宇都宮店 B１F,-,-
焼き鳥 でにーろ,栃木県宇都宮市東宿郷2-15-2 ,-,028-638-0216
ザスタンダードベイカーズ 宇都宮駅ビルPASEO店（THE STANDARD BAKERS）,栃木県宇都宮市川向町1-23 宇都宮パセオ 1F,-,-
コモドダイニング 日翆（ヒノ）,栃木県宇都宮市竹林町1081-4 ネキストホームE棟,-,028-643-0210
石臼挽き　手打ちそば　季蕎,栃木県宇都宮市徳次郎町2099-3 ,-,028-665-2040
焼肉安東（アンドン）,栃木県宇都宮市戸祭元町3-3 ,-,028-624-4775
ふらり酔家,栃木県宇都宮市東宿郷1-3-6 ,-,028-638-4180
居酒屋　うず潮,栃木県宇都宮市城東1-3-14 ,-,028-638-9767
飯田屋菓子店,栃木県宇都宮市大谷町1059-23 ,-,028-652-0106
丸亀製麺 宇都宮パセオ店,栃木県宇都宮市川向町1-23 宇都宮駅ビルパセオ 1F,-,-
ビストロフレンチ クリマ,栃木県宇都宮市八幡台4-31 ,-,028-621-5007
焼肉 辛元 本店,栃木県宇都宮市八千代1-14-27 ,028-658-1338,050-5595-6015
割烹 吉本（かっぽう よしもと）,栃木県宇都宮市塙田2-5-32 松栄ハイツ　１Ｆ,-,028-622-6807
天下一品 宇都宮店,栃木県宇都宮市峰3-31-45 ,-,028-636-0170
青やぎ,栃木県宇都宮市下戸祭2-15-7 ,-,028-622-6606
てっとう茶屋 UKAWA（ウカワ）,栃木県宇都宮市簗瀬町2540-6 ,-,090-7389-7274
油そばの鉄人 駅前横丁店,栃木県宇都宮市東宿郷1-5-18 駅前横丁 1F,-,-
石の蔵（いしのくら）,栃木県宇都宮市東塙田2-8-8 ,-,028-622-5488
おでん串揚げOMAKI（オーマキ）,栃木県宇都宮市一番町3-5 ,-,028-634-2464
極濃湯麺 フタツメ 越戸店,栃木県宇都宮市越戸3-15-11 ,-,-
慶安樓,栃木県宇都宮市西1丁目4-3 ,-,028-633-1735
徳次郎蕎麦,栃木県宇都宮市竹林町885 ,-,028-625-5053
新宿さぼてん 宇都宮パセオ店,栃木県宇都宮市川向町1-23 宇都宮駅ビルパセオ 1F,-,-
象の家（ゾウノイエ）,栃木県宇都宮市大谷町1092 ,-,028-652-1422
平松食堂,栃木県宇都宮市平松本町1200-7 ,-,-
喜代（きよ【旧店名】喜代鮨）,栃木県宇都宮市陽東2-4-7 ,-,028-689-3708
Taverna　Sakurai（タベルナ サクライ）,栃木県宇都宮市陽東8-2-7 ,-,028-663-5635
フルーツ ダイニング パレット 宇都宮美術館店（fruit dining 8010）,栃木県宇都宮市長岡町1077 宇都宮美術館,-,028-678-2000
手打そば二八や,栃木県宇都宮市上戸祭町2936-28 ,-,028-627-7709
とり料理 壱の宮,栃木県宇都宮市仲町1-13 床井ビル 1F,-,028-688-0420
割烹寿司 懐石料理 恵風（カッポウズシ カイセキリョウリ ケイフウ）,栃木県宇都宮市東宿郷2-11-8 ,-,028-688-0055
大志軒 上戸祭店,栃木県宇都宮市上戸祭町536-4 ,-,-
鶏白湯ラーメン ぱいず 本店,栃木県宇都宮市東町37-1 ,-,-
御食事処 みやこ（おしょくじどころ みやこ）,栃木県宇都宮市江曽島本町23-1 ,-,-
かつや 宇都宮御幸本町店,栃木県宇都宮市御幸本町4864-4 ,-,028-683-2700
魚べい 上戸祭店（うおべい）,栃木県宇都宮市上戸祭1-495-2 ,-,-
モダンパスタ 宇都宮鶴田店,栃木県宇都宮市鶴田町3397-17 ,-,028-651-2181
鮨割烹いいじま,栃木県宇都宮市竹林町978-6 ,-,028-666-8004
一陣（いちじん）,栃木県宇都宮市六道町10-17 ,-,028-633-8553
牛匠 緒つじ,栃木県宇都宮市曲師町4-3 マロニエセンタービル 1F,-,028-688-0529
純米濃厚味噌ラーメン みそら堂 ベルモール店,栃木県宇都宮市陽東6-2-1 ベルモール 1F,-,-
極濃湯麺 フタツメ 長岡店,栃木県宇都宮市長岡町42-6 ,-,-
さくら家（さくらや）,栃木県日光市大沢町789 ,-,0288-26-4827
やきそば 鈴や,栃木県宇都宮市東宿郷2丁目2-7 ,-,028-637-2436
池田屋,栃木県宇都宮市大通り5-1-15 池田屋ビル 1F,-,028-622-6552
monamoon（モナムーン）,栃木県宇都宮市材木町1-2 ,-,028-612-8111
中華料理 やのめ,栃木県宇都宮市二荒町1-6 宇都宮屋台横丁,-,090-2316-9929
フライングガーデン 宇都宮インターパーク店,栃木県宇都宮市インターパーク1-2-3 ,-,-
ぽんず,栃木県宇都宮市宿郷1-5-4 ,-,不明の為情報お待ちしております
丸亀製麺 宇都宮元今泉店（まるがめせいめん）,栃木県宇都宮市元今泉7-5-7 ,-,028-689-4355
高砂食堂（たかさごしょくどう）,栃木県下野市石橋421 ,-,0285-53-0122
東のHIBARI（東のヒバリ）,栃木県宇都宮市東宿郷4-2-7 フリーデンハイム 1F,-,028-666-8818
フルーツダイニングパレット パセオ店,栃木県宇都宮市川向町1-23 宇都宮駅ビルパセオ 1F,-,-
すし亭　ゆず,栃木県宇都宮市下岡本町2495-8 ,-,028-673-1695
中華そば 九道（KUDO）,栃木県宇都宮市江曽島町1430-1 ,-,-
やきそば あかつきや,栃木県宇都宮市馬場通り4-2-12 暁ビル 1F,-,-
くるまやラーメン 宇都宮今泉店,栃木県宇都宮市中今泉5-24-16 ,-,028-660-5117
日光里（【旧店名】とらっとりあ天野）,栃木県宇都宮市西2-6-4 もみじ通りハイツ 1F,-,028-639-3131
ブラジルコーヒー商会 栃木県庁前店,栃木県宇都宮市本町13-16 ,-,-
ヴィザヴィドゥコパン（Vis-a-Vis ｄｅ copaｉｎ ）,栃木県宇都宮市西川田6丁目4-5 ,-,028-659-5155
和人堂 上戸祭店,栃木県宇都宮市上戸祭町3031-3 ,-,028-643-8787
めんめん,栃木県宇都宮市二荒町5-11 ,-,-
ATELIER INAKA（アトリエ イナカ）,栃木県宇都宮市上大塚町102-44 ,-,028-666-4964
手打蕎麦 しのい,栃木県宇都宮市下小池590-60 ,-,028-688-7315
クィーン洋菓子店 本店,栃木県宇都宮市鶴田2-22-18 1F,-,028-648-9120
